DrugGEN_MOL_ID,SMILES,DOCKING_SCORE
CDK2_03_001599,CC(C)n1cnc2c(Nc3ccccc3)nc(N3CCC[C@@H]3CO)nc21,-9.269
CDK2_03_000051,CNc1nc2c(nc(-c3ccccc3)n2C)c2c1ncn2C,-9.268
CDK2_03_000709,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21,-9.267
CDK2_02_000227,NC(=O)c1nn(-c2ccc(N)cc2)c2c1ccc1[nH]ncc12,-9.263
CDK2_03_002405,CC(C)[C@H](CO)Nc1nc(Nc2ccc(N)c(C(=O)[O-])c2)c2ncn(C(C)C)c2n1,-9.262
CDK2_03_000026,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-9.261
CDK2_03_001923,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3C[N@@H+](CCO)C3)cc12,-9.261
CDK2_02_001167,CC[C@@H](Nc1nc(NCc2cc[nH+]cc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,-9.257
CDK2_02_001043,CC(C)c1cnn2c(NCc3ccc(N)cc3)nc(N[C@@H](CO)C(C)C)[nH+]c12,-9.254
CDK2_03_002121,[NH3+][C@H]1CC[C@@H](Nc2nc(NCc3ccc(-c4ccsc4)nc3)c3ncn(C4CCCC4)c3n2)CC1,-9.253
CDK2_03_001252,CCn1cnc2c(Nc3ccc(F)cc3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-9.252
CDK2_02_000631,OCc1cccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)c1,-9.252
CDK2_02_000380,C[NH+](C)[C@H]([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H]([NH3+])CC3)n2)cc1,-9.251
CDK2_02_000737,O=C(Cc1ccc(OCC[NH+]2CCCC2)cc1)Nc1cc(C2CC2)[nH]n1,-9.250
CDK2_03_000676,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,-9.250
CDK2_02_001324,Cc1cnn2c(NCc3cccnc3)cc(N3CC[NH+](C)CC3)nc12,-9.247
CDK2_01_009132,CCN[C@@H]([NH3+])[C@H]1C[C@@H]([C@](N)([NH3+])c2cccc(P(=O)([O-])[O-])c2)c2cc(CC(=[NH2+])NC)ccc2N1,-9.246
CDK2_03_002851,CCn1cnc2c(Nc3cccc(C)c3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-9.242
CDK2_03_001698,COc1cccc(Oc2nc(Nc3ccc4nc[nH]c4c3)ncc2C(F)(F)F)c1,-9.236
CDK2_01_007253,Nc1nc(C(=O)N[C@@H](N)[NH3+])c(N)nc1Nc1ccccn1,-9.234
CDK2_03_001960,CC(C)n1cnc2c(NCc3ccc(C(F)(F)F)cc3)nc(N3CCC[C@@H]3CO)nc21,-9.234
CDK2_02_000723,[NH3+][C@H]1CC[C@@H](Nc2nc(Nc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,-9.232
CDK2_03_000171,CCn1cnc2c(Nc3cccc(N)c3)nc(N3CCC[C@@H]3CO)nc21,-9.228
CDK2_03_000861,Fc1ccc(Oc2nc(Nc3ccc4nc[nH]c4c3)ncc2C(F)(F)F)cc1,-9.226
CDK2_03_000641,CC(C)n1cnc2c(Nc3cccc(N)c3)nc(N3CCC[C@@H]3CO)nc21,-9.224
CDK2_03_001370,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2nc(N)n(C(C)C)c2n1,-9.221
CDK2_02_001286,O=C(Nc1cc(C2CC2)[nH]n1)[C@H](F)c1ccccc1,-9.219
CDK2_02_000764,Cc1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)c(N)c3)cc(N[C@H]3CC[C@@H]([NH3+])CC3)nc12,-9.217
CDK2_01_009161,Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3[NH3+])ncc2C(N)=O)cc1,-9.216
CDK2_02_000310,CCCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,-9.214
CDK2_01_003869,CNc1nc(C2CC2)c(-c2ccnc(Nc3cccc(N4CCC[NH2+]CC4)c3)n2)s1,-9.214
CDK2_03_000197,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3c[nH+]c4n3CC(C)(C)C4)c(N)cn2)C1,-9.213
CDK2_02_000225,[NH3+]CCCc1cc(-c2ccccn2)c2c3c(ccc(F)c13)N[C@@H]2O,-9.206
CDK2_02_000658,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OCCC(F)(F)F)n2)cc1,-9.191
CDK2_03_002578,Cc1nc(NCc2ccc3c(c2)OCO3)c2ncn(C(C)C)c2n1,-9.180
CDK2_02_000890,C[NH+](C)[C@H]([O-])c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-9.178
CDK2_01_003340,Nc1ccc([C@H]2N[C@H](C[NH3+])[C@H]([NH3+])[C@H](N)[C@H]2N)cc1Cc1ccc2c(c1)CCC2,-9.178
CDK2_01_007914,C[NH2+]C[C@H](N)Cc1cccc2ccc(NCCCCNc3ccc4cccc(CCO[C@H](C)[NH3+])c4c3)cc12,-9.173
CDK2_01_004567,CC(C)n1cnc2c(NCc3ccccc3)cc(N[C@H](C)CO)cc21,-9.172
CDK2_01_003881,CNc1cc2c(c(NC)c1NC)-c1cc3ccn(C)c3cc1[C@H]([NH3+])CC2,-9.171
CDK2_02_000578,COc1ccc(Nc2ncc3ccnc(-c4cnn(C)c4)c3n2)cc1,-9.167
CDK2_03_000865,COc1cc(CNc2nc(N)nc3c2ncn3C(C)C)cc(OC)c1,-9.166
CDK2_01_009501,O=c1c(O)c([C@@H](O)NCc2ccc(F)cc2)[nH]c2nc3ccccc3n12,-9.166
CDK2_03_001827,CCn1cnc2c(Nc3cccc(F)c3)nc(NCCO)nc21,-9.165
CDK2_03_003065,FC(F)(F)c1cnc(N[C@@H]2CCC[NH2+]C2)nc1-c1n[nH]c2ccccc12,-9.165
CDK2_03_001811,Cc1ccc(Nc2nc(N[C@@H](CO)C(C)C)nc3c2ncn3C(C)C)cc1,-9.164
CDK2_03_001660,CC(C)n1cnc2c(NCc3ccccc3)nc(CCCO)nc21,-9.162
CDK2_02_001169,c1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1,-9.161
CDK2_02_000109,Nc1cc(Nc2cc(N[C@H]3CC[C@@H]([NH3+])CC3)nc3ccnn23)ccc1F,-9.160
CDK2_03_002515,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2nnn(C(C)C)c2n1,-9.160
CDK2_01_003229,[NH3+]CCc1c[nH]c2ccc(CC[C@H]3NC(=O)N(Cc4ccccc4)[C@@H]3O)cc12,-9.159
CDK2_03_001390,[NH3+][C@H]1CC[C@@H](Nc2nc(NCc3ccc(-c4cccc(F)c4)nc3)c3ncn(C4CCCC4)c3n2)CC1,-9.153
CDK2_02_000829,CC(C)COc1cc(Nc2ccc(S(=O)(=O)N(C)C)cc2)n2ncc(C(C)C)c2n1,-9.147
CDK2_01_004054,Cc1cnc2c(NCC[NH3+])nc3cc(-c4ccc(CO)cc4)sc3n12,-9.147
CDK2_03_002639,CCn1cnc2c(Nc3cccc(OC)c3)nc(NCCO)nc21,-9.145
CDK2_03_002791,CC(C)n1cnc2c(NCc3ccccc3)nc(N[C@@H](CO)Cc3ccccc3)nc21,-9.145
CDK2_02_000622,CC(C)c1cnn2c(Nc3ccc(S(C)(=O)=O)cc3)cc(N)nc12,-9.143
CDK2_03_000759,CC(C)Oc1nc(Nc2ccc3nc[nH]c3c2)ncc1C(F)(F)F,-9.142
CDK2_01_008648,COCCCNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,-9.141
CDK2_03_000910,CC(C)n1cnc2c(NCc3ccccc3)nc(N(CCO)Cc3ccccc3)nc21,-9.140
CDK2_03_000288,CC(C)n1cnc2c(NCc3ccccc3)nc(N[C@H](C)CO)nc21,-9.140
CDK2_01_007861,CN1CC[NH+](CCNc2[nH+]c3cc(N)ccc3c3c2[C@H](O)c2ccccc2-3)CC1,-9.137
CDK2_03_001428,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCCC[C@H]3O)nc12,-9.134
CDK2_03_001262,Nc1cnc2[nH]c([C@@H]3CCC[NH2+]C3)cc2c1-c1cccc(F)c1,-9.134
CDK2_01_004628,CNc1cc2ccccc2cc1[C@H]([NH3+])C[C@H](O)Cc1cccc([C@@H](N)[NH3+])c1,-9.131
CDK2_03_000006,COc1ccc(F)cc1-c1c(F)cnc2[nH]c([C@H]3C[C@@H]4C[N@@H+](CC(=O)N5CC(O)C5)C[C@@H]4C3)cc12,-9.129
CDK2_03_001657,CNc1ccc(C)cc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-9.125
CDK2_02_000802,c1csc(CNc2nc(OCC3CCCCC3)c3nc[nH]c3n2)c1,-9.123
CDK2_02_000667,Cc1cc(N)c(-c2nc3ccnc(Nc4cc(C)ncn4)c3s2)c(N)c1,-9.118
CDK2_03_000458,Nc1ccccc1NC(=O)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,-9.117
CDK2_03_000230,CC(C)c1cc(-c2ccnc3[nH]c(C4CC[NH2+]CC4)cc23)ccc1O,-9.116
CDK2_03_002072,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(F)cn2)C1,-9.115
CDK2_01_000578,CNc1ncc2c(-c3ccc(-c4cccc(C)c4O)cc3N)c(O)n(C[C@H]3CC[NH2+]CC3(F)F)c2n1,-9.114
CDK2_03_002095,Nc1cnc2[nH]c([C@@H]3CCC[C@@H]([NH3+])C3)cc2c1-c1cccc(F)c1,-9.113
CDK2_03_000867,COc1c(N)cccc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-9.105
CDK2_01_009645,Cc1ccccc1-c1c2c(nn1C)CCc1cnc(Nc3ccc(O[C@H]4CC[N@H+](C)CC4)cc3N)nc1-2,-9.104
CDK2_02_000285,CCn1cnc2c(Nc3cccc(N)c3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc21,-9.104
CDK2_02_000775,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N4CC[NH2+]CC4)cc3)nc1-2,-9.102
CDK2_03_001486,CCn1cnc2c(Nc3cccc(C)c3)nc(NCC[NH3+])nc21,-9.101
CDK2_02_000269,Oc1ccc2cnc(Nc3ccc(N4CC[NH2+]CC4)c(F)c3)nc2c1C1CCCC1,-9.101
CDK2_02_000530,Cc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,-9.100
CDK2_03_003143,Cc1cnc(Nc2ccc3nc[nH]c3c2)nc1NCc1cccc(N)c1N,-9.098
CDK2_02_001165,NCCS(=O)(=O)c1cc(-c2ccccn2)c2c3c(ccc(F)c13)N[C@@H]2O,-9.096
CDK2_03_003040,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[N@H+](CC(=O)N4CCC[C@@H]4C(N)=O)CC3)cc12,-9.092
CDK2_03_002089,COc1cc(F)ccc1-c1ccnc2[nH]c([C@H]3CC[C@@H]([NH2+][C@@H](C)O)CC3)cc12,-9.088
CDK2_01_009003,C[C@@H](NC(=S)Nc1ccc(N)c(NO)c1)c1ccccc1,-9.081
CDK2_02_001095,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@H](O)C(C)(C)C,-9.081
CDK2_02_001237,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1,-9.079
CDK2_03_001661,CCn1cnc2c(Nc3cccc(N)c3)nc(NCCO)nc21,-9.078
CDK2_02_000412,COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,-9.077
CDK2_02_001523,C[S@@+](O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-9.077
CDK2_01_006378,COc1nc(C(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H]1O,-9.075
CDK2_02_000715,CCN(c1cc(Nc2ccc(OC[C@H](O)C[NH+](C)C)cc2)ncn1)c1cc(C)ccc1N,-9.072
CDK2_01_006286,[NH3+][C@H](CCc1ccccc1O)c1ccc(O)cc1O,-9.072
CDK2_03_001424,Cc1cccc(Nc2ncc(C(F)(F)F)c(Nc3ccc4[nH]cnc4c3)n2)c1,-9.072
CDK2_03_002202,Cc1ccccc1Oc1nc(Nc2ccc3nc[nH]c3c2)ncc1C(F)(F)F,-9.065
CDK2_01_005497,[NH3+][C@H]1CC[C@@H](CNc2nccc(Nc3cc(C(F)(F)F)ccn3)n2)CC1,-9.064
CDK2_02_001205,CC[NH+](CC)[C@H]([O-])c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-9.056
CDK2_01_000988,[NH3+]Cc1ccc2cccc(O)c2n1,-9.056
CDK2_01_008449,Nc1nc2c(ncn2CC[N@@H+](CCOCP(=O)([O-])O)CCP(=O)([O-])[O-])c(=O)[nH]1,-9.052
CDK2_01_006546,ONc1cccc([C@@H](O)Nc2ccccc2[C@@H](O)[NH2+]Cc2cccnc2)c1,-9.051
CDK2_03_000859,CC(C)n1cnc2c(N[C@@H](CO)c3ccccc3)nc(N3CCC[C@@H]3CO)nc21,-9.050
CDK2_03_001753,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CN(CC[NH3+])C3)cc12,-9.048
CDK2_02_001426,CCc1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-9.044
CDK2_03_001505,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[N@H+](C[C@@H](O)C[N@H+]4CC[C@H](O)CC4)CC3)cc12,-9.043
CDK2_03_002035,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CN(S(C)(=O)=O)C3)cc12,-9.039
CDK2_02_000274,CCNC(=O)N1CCC(Nc2ncc(N)c(-c3cnc4ccccn34)n2)CC1,-9.037
CDK2_03_002740,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(NCC[NH3+])nc21,-9.034
CDK2_01_001088,Nc1ccc(NC(=O)c2ccnn2CCc2cccnc2)cc1,-9.033
CDK2_02_000945,Cc1cc(O)c2[nH+]c(-c3ccc(N)c(N)c3)c(N)c(N)c2c1,-9.031
CDK2_02_000177,Cc1ccc(-n2nc(C(N)=O)c3ccc4[nH]ncc4c32)cc1,-9.029
CDK2_02_000036,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(F)cc(F)cc1F,-9.027
CDK2_02_001446,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,-9.026
CDK2_02_000773,Cc1ncc(-c2nc(Nc3ccc(N4CC([NH2+][C@@H](C)O)C4)cc3)ncc2F)n1C(C)C,-9.023
CDK2_01_001488,CCC(CC)n1ncc2c(=O)[nH]c(CC3CCCCC3)nc21,-9.022
CDK2_02_000617,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-9.020
CDK2_03_001210,Nc1cccc(Nc2ncnc3[nH]nc(-c4ccccc4)c23)c1,-9.015
CDK2_01_000640,N[C@@H]([NH3+])C[C@H]1C(=S)S[C@H](Cc2ccc(NCc3ccccc3)c(NCc3ccccc3)c2)[C@@H]1[NH3+],-9.015
CDK2_01_005665,Cc1ccc2[nH]c(-c3ccc(N)c(C[C@@H]([NH3+])c4cc5ccccc5[nH]4)c3)cc2c1,-9.012
CDK2_02_000711,Cc1ncc(-c2nc(Nc3ccc(C(=O)N[C@H]4CC[N@H+](C)CC4)cc3)ncc2F)n1C(C)C,-9.011
CDK2_03_000111,CNC(=O)N1CCC(c2cc3c(-c4cccc(F)c4F)ccnc3[nH]2)CC1,-9.006
CDK2_02_001060,[NH3+]CCOc1cc(-c2ccccn2)c2c3c(ccc(F)c13)N[C@@H]2O,-9.004
CDK2_02_001439,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CC[N@H+](CCN(C)C)C5)ncc3F)cc21,-9.001
CDK2_02_000681,[NH3+]c1ccccc1Nc1cc(N[C@H]2CC[C@@H]([NH3+])CC2)nc2ccnn12,-8.998
CDK2_02_000741,O=C(NC1CC[NH2+]CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,-8.995
CDK2_01_004911,Nc1ccc(CNc2cccc(C[C@H]3S[C@H](C[C@@H](N)[NH3+])[C@@H]3[NH3+])c2)c(N)c1,-8.994
CDK2_03_000469,Nc1cccc(Nc2ncnc3[nH]nc(-c4cccc(N)c4)c23)c1,-8.992
CDK2_02_000943,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCO5)n3)c2c1,-8.991
CDK2_03_002112,CCN1CC[NH+](Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)c(F)cn3)cn2)CC1,-8.988
CDK2_03_002290,CNc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[C@@H]([N@H+]4CC[C@H]([C@@H](N)[NH3+])CC4)CC3)cc12,-8.987
CDK2_02_000234,Nc1cccc([C@@H](O)Nc2cc(C3CC3)[nH]n2)c1,-8.982
CDK2_02_001302,Cc1c(O)n(C2CCCC2)c2nc(Nc3ccc(N4CC[NH2+]CC4)cc3)ncc12,-8.981
CDK2_01_009510,Cc1cnn2c(Nc3ccccc3)nc(N3CCCC3)nc12,-8.980
CDK2_03_000636,c1cncc(CNc2cncc(-c3ccnc4[nH]c(C5CC[NH2+]CC5)cc34)n2)c1,-8.980
CDK2_02_001212,c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1,-8.976
CDK2_02_001377,Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F,-8.976
CDK2_03_001465,C/[NH+]=C(\N)SCCCn1c(O)c2[nH]c3ccc4ccccc4c3c2c1O,-8.976
CDK2_02_000440,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1,-8.975
CDK2_03_002044,CCn1cnc2c(Nc3cccc(C)c3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc21,-8.973
CDK2_03_000794,Cc1cnc(NC(=O)[C@@H]2CCC[C@@H]([NH2+][C@@H](C)[O-])C2)cc1-c1cnn2c1CC(C)(C)C2,-8.971
CDK2_01_005423,CNc1cccc2c1-c1ccc(CNC(N)=[NH2+])cc1[C@@H](c1ccc(N)c(N)c1)N2,-8.969
CDK2_02_000052,[NH3+][C@H]([O-])c1ccc([C@@H](O)Nc2cc(C3CC3)[nH]n2)cc1,-8.969
CDK2_03_001503,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[N@H+](C[C@H](O)C[NH2+][C@H]4CC[C@@H](O)CC4)CC3)cc12,-8.968
CDK2_03_000576,OC[C@H]1CCCN1c1nc(NCc2ccccc2)c2ncn(C3CCCCC3)c2n1,-8.965
CDK2_02_000304,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(N)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,-8.964
CDK2_01_009871,Cc1cc(C)cc([C@@H]([NH3+])c2c([C@H]([NH3+])CCCc3ccccc3)[nH]c3ccc(N)cc23)c1,-8.964
CDK2_02_001005,[NH3+]CCNc1cc(-c2ccccn2)c2c3c(ccc(F)c13)N[C@@H]2O,-8.964
CDK2_01_007127,CNc1cccc2cc([C@H](N)OC(C[NH3+])C[NH3+])c(=O)[nH]c12,-8.962
CDK2_03_002539,CCn1cnc2c(Nc3cccc(N)c3)nc(NCC[NH3+])nc21,-8.960
CDK2_02_000130,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@@H]([NH+](C)C)C4)cc3)ncc2F)n1C(C)C,-8.960
CDK2_03_002049,Cc1cnc(Nc2ccc(CCO)cc2)nc1-c1ccc2ccccc2n1,-8.957
CDK2_02_001015,[NH3+]CCC(=O)Nc1n[nH]c2ncc(-c3ccc(O)cc3)cc12,-8.956
CDK2_02_000244,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[NH+](C)C)C5)ncc3F)cc2n1CC1CC1,-8.954
CDK2_03_001829,Cc1nc2ccccn2c1-c1ccnc(N[C@@H](C)O)n1,-8.950
CDK2_03_001314,Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc4nc[nH]c4c3)n2)cc1,-8.946
CDK2_03_001213,CC(C)n1cnc2c(NCc3ccccc3)nc(N)nc21,-8.945
CDK2_02_001368,CCCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,-8.945
CDK2_03_002902,CC1(C)Cc2c(-c3cc(NC(=O)[C@H]4C[C@@H](O)C4)cnc3N)cnn2C1,-8.943
CDK2_03_000796,CC(C)C(=O)N1CCC[C@@H](c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cn2)C1,-8.943
CDK2_02_001225,Cc1cc(CNc2ncc(C)c(Nc3cc(C4CC4)[nH]n3)n2)on1,-8.943
CDK2_02_001178,CC(=O)N1CCc2[nH]nc(NC(=O)c3ccc(F)cc3)c2C1,-8.942
CDK2_03_002838,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CC[NH2+]CC4)cn3)nc12,-8.939
CDK2_01_008591,Nc1ccc(Cn2c([C@@H](N)[NH3+])cc3c(N)cccc32)cc1N,-8.935
CDK2_02_000159,CC[C@@H](Nc1nc(NCc2cccc(C)[nH+]2)c2ncn(C(C)C)c2n1)[C@@H](C)O,-8.935
CDK2_03_000209,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3c[nH+]c4n3CCCC4)c(N)cn2)C1,-8.934
CDK2_02_001192,CC(C)c1cc(-c2ccnc3[nH]c([C@H]4CC[N@H+](C[C@@H]([O-])[NH+]5CCCCC5)CC4)cc23)ccc1O,-8.933
CDK2_03_003016,CNc1ccc(C2CC2)cc1-c1ccnc2[nH]c([C@@H]3CCC[NH2+]C3)cc12,-8.931
CDK2_03_002053,COc1cccc(CNc2nc(N)nc3c2ncn3C(C)C)c1,-8.929
CDK2_03_000692,Fc1cnc(NCc2ccccc2)cc1-c1ccnc2[nH]c([C@@H]3CCC[NH2+]C3)cc12,-8.928
CDK2_01_006212,Nc1nc2c(c(=O)[nH]1)[NH2+]CN2C[C@H](CF)OCP(=O)([O-])O,-8.928
CDK2_02_001513,CC[C@@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O,-8.928
CDK2_01_003802,COc1ccc([C@H](O)Cc2c(N)c[nH+]cc2N)n2nc(C3(C(=O)NC(C)C)CC3)nc12,-8.927
CDK2_01_002277,CC[C@H](C[NH3+])NC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)ccc2N)n(-c2ccccc2)n1,-8.926
CDK2_01_003419,Cc1cc(F)cc(-c2ccc3[nH]c(=O)n(C(C)C)c3c2)c1,-8.925
CDK2_01_004388,Nc1ccc([C@H]([NH3+])Nc2cccc(C[N@H+]3CC[C@H]([C@H]([NH3+])NC4CC[NH2+]CC4)CC3)c2)cc1,-8.924
CDK2_03_000672,O[C@@H]1CC[N@@H+](Cc2csc(Nc3ncc4c5cccc(F)c5n(C5CCCC5)c4n3)n2)C1,-8.924
CDK2_01_005240,Cc1ccc(C[C@H](C[C@@H]([NH3+])c2ccccc2)[C@H]([NH3+])C[C@@H](Cc2c[nH]c3ccccc23)[C@@H](N)[NH3+])cc1,-8.923
CDK2_03_001321,Cn1ncc(-c2nc(N[C@H]3CC[C@@H]([NH3+])CC3)ncc2F)c1CC1CC1,-8.923
CDK2_03_001699,CCn1cnc2c(Nc3cccc(OC)c3)nc(N[C@H]3CC[C@@H](O)CC3)nc21,-8.920
CDK2_02_000003,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1,-8.919
CDK2_03_003123,CNc1ccc(O)cc1-c1cccc2[nH]c(C3CCCCC3)cc12,-8.918
CDK2_03_001191,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(F)cn2)C1,-8.918
CDK2_03_002749,Cc1cccc(-c2cc(NCc3cc[nH+]cc3)n3ncnc3n2)c1,-8.917
CDK2_01_007570,Nc1cccc(C(=O)Nc2ccccc2NC(=O)OCC2CCN(c3cc[nH+]cc3)CC2)c1,-8.917
CDK2_01_002861,Cn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CC4(CCCC[NH2+]4)C3)n2)cn1,-8.913
CDK2_03_000260,CC(C)c1cnn2c(NCc3ccccc3)cc(NC(=O)CCCCCCc3cncnc3)nc12,-8.912
CDK2_03_002916,Cc1nc(Nc2cccc(N)c2)c2ncn(C(C)C)c2n1,-8.909
CDK2_03_002608,[NH3+][C@H]1CC[C@@H](Nc2nc(NCc3ccc(-c4ccoc4)nc3)c3ncn(C4CCCC4)c3n2)CC1,-8.904
CDK2_01_004231,CNc1cc(CCC[C@@H]([NH3+])c2ccc(O)cc2O)cc2c1NCN2,-8.901
CDK2_03_000649,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3C[N@@H+](C)C3)cc12,-8.900
CDK2_01_002219,CNC(=O)C[N@H+]1CC[C@H](c2ccc(Nc3ncc4ccc(-c5ccccc5OC)n4n3)c(OC)c2)CC1,-8.899
CDK2_03_001360,Cc1c(N[C@@H]2CCC[NH2+]C2)nc2ccnn2c1Nc1ccc(OCCN2CCOCC2)cc1,-8.899
CDK2_03_002286,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,-8.897
CDK2_03_001143,CCn1cnc2c(Nc3ccc(F)cc3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc21,-8.896
CDK2_01_001212,CCCNc1nc(Nc2ccc(F)cc2)c2cn[nH]c2n1,-8.894
CDK2_03_000158,CCn1cnc2c(Nc3cccc(C(F)(F)F)c3)nc(N[C@@H]3CCCC[C@H]3[NH3+])nc21,-8.894
CDK2_01_001936,[O-][NH2+]c1ccc(-c2csc(N[C@H](O)c3ccc(Nc4ccncn4)cc3)n2)cc1,-8.891
CDK2_03_002779,C[C@@H]1CN(c2ccc(Nc3ncc4c5cc[nH]c(=O)c5n(C5CCCC5)c4n3)nn2)CC[NH2+]1,-8.891
CDK2_03_001408,CC(C)[NH2+]Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,-8.889
CDK2_02_000733,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,-8.887
CDK2_03_000551,COc1ccc(F)cc1-c1ccnc2[nH]c([C@H]3CC[N@H+](CC(=O)N4CC(O)C4)CC3)cc12,-8.887
CDK2_01_008406,Cc1cnc(NC2CCCCC2)nc1-c1ccc(S(C)(=O)=O)cc1,-8.886
CDK2_03_001547,Nc1cccc(Nc2nc(-c3ccc(O)cc3)c3nc[nH]c3n2)c1,-8.883
CDK2_01_007484,O=c1[nH]c2cc(N[C@H](O)C(F)(F)F)ccc2c2ccccc12,-8.880
CDK2_03_001748,OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,-8.878
CDK2_03_000044,COc1ccc(F)nc1-c1ccnc2[nH]c(C3CC[NH2+]CC3)cc12,-8.878
