DrugGEN_MOL_ID,SMILES,DOCKING_SCORE
MOL_02_003425,Cc1cc([C@H](O)NNCc2ccc(C[C@H]([O-])[N@H+]3CCCC[C@H]3C)c3ccccc23)ccc1O,-7.644
MOL_02_008299,Cc1cccc(C)c1OC[C@H]([O-])[NH2+][C@H](Cc1ccccc1)[C@H](O)C[N@@H+]1CC[C@@H](CCc2ccncc2)C[C@H]1[C@H]([O-])[NH2+]C(C)(C)C,-7.644
MOL_02_009678,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,-7.643
MOL_02_003135,CCCCCCC[NH2+][C@H](O)Nc1ccc(Cl)c(Cl)c1Cl,-7.642
MOL_02_010031,CCc1ncc2cc(-c3ccccc3)c(-c3ccc(C[NH+]4CCC(n5ncc6c(N)ncnc65)CC4)cc3)nc2n1,-7.641
MOL_02_007171,CCC1(CC)[C@H](Oc2cccc(CC(O)O)c2)[N@H+]([C@H](O)NCc2ccccc2)[C@@H]1[O-],-7.638
MOL_02_009817,Cc1cc(-c2cn(CC[NH2+]CC3CC3)c(C3CCN(c4ncnc(N)c4CN)CC3)n2)ccc1Cl,-7.638
MOL_02_005262,Nc1ncnc2c1c([C@H](N)O)c(N)n2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,-7.637
MOL_02_009869,Cc1ccc([C@H](N[C@H](O)c2ccc3cnccc3c2)C2C[NH2+]C2)cc1C,-7.637
MOL_02_009832,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH+]2CCC2)CC1,-7.635
MOL_02_007702,N[C@@H]([NH3+])c1cccc([C@@H]([O-])[NH2+][C@H](C2CCCCC2)[C@@H](O)[NH2+]C[C@H]2CC[C@H](C[NH3+])CC2)c1,-7.634
MOL_02_003213,N[NH2+]NCc1ccc(C[C@H](N[C@H](O)[C@@H]2CC[C@@H]([O-])[N@H+]2Cc2ccccc2)C(O)O)cc1,-7.633
MOL_02_000003,O[C@H](CCc1ccc2c(c1)OCO2)[NH2+]CCc1ccco1,-7.632
MOL_02_001956,O[C@H](CCC[NH2+]Cc1ccccc1)N1CCCn2cncc2C1,-7.63
MOL_02_009911,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH2+]C2CC2)CC1,-7.63
MOL_02_010058,CCc1ncc2cc(-c3ccccc3)c(-c3ccc(C[NH2+]CCCn4ccnc4)cc3)nc2n1,-7.63
MOL_02_007869,CO[C@H](O)[C@H](Cc1ccccc1)[NH2+][C@H](O)CCNN[C@H](O)[C@H]([NH3+])CCCCN[C@H](O)OCc1ccccc1,-7.629
MOL_02_000602,Oc1cccc(O)c1[C@H](O)N[C@H](O)[NH2+]Cc1ccccc1,-7.628
MOL_02_007762,Cc1ccc(CNN[C@H](O)[C@@H]2NC(O)(O)c3ccccc3[C@H]2O)c(C)c1,-7.627
MOL_02_009206,C[NH2+]CCn1cc(-c2ccc(Cl)c(C)c2)[nH+]c1C1CCN(c2ncnc(N)c2CN)CC1,-7.627
MOL_02_009144,Cc1ccc([C@@H]2CC[NH2+]C[C@H]2N[C@H](O)c2cc(-c3c(Cl)cnn3C)c(Cl)n2C)cc1,-7.626
MOL_02_002806,COc1cccc(OC)c1[C@H](O)NNC(O)(O)c1ccc2ccccc2c1,-7.626
MOL_02_001431,COc1cccc(C[NH2+][C@H](NO)c2ccc(C)nc2Oc2ccc3oc4ccccc4c3c2)c1,-7.624
MOL_02_009388,Cc1ccc([C@H]([C@@H]2CCCC[NH2+]2)[C@H]([O-])[NH+]2CCN(c3ncnc4c3[C@@H](C)C[C@H]4O)CC2)cc1,-7.622
MOL_02_000255,Cc1cccc([C@H](C[NH3+])Nc2ncnc3c([C@H](N)O)cccc23)c1,-7.621
MOL_02_009430,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CC3(CCOCC3)c3ccccc32)[nH]1,-7.621
MOL_02_009950,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3C[C@@H]3CC[NH2+]3)CC2)c1[C@H]([NH3+])[O-],-7.621
MOL_02_006948,OC(O)(O)C(Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(O)(O)O,-7.62
MOL_02_002462,[NH3+]C[C@@H]1C[C@H]2c3ccccc3[C@]1(CO[C@H](O)c1ccccc1)c1ccccc12,-7.62
MOL_02_009040,CCc1ncc2cc(-c3ccccc3)c(-c3ccc(C[NH+]4CCC([C@H](O)[NH2+]CC[C@H]([NH3+])O)CC4)cc3)nc2n1,-7.619
MOL_02_009456,Cc1ccc([C@H](C[NH2+]CC(Cl)(Cl)Cl)[C@H]([O-])[NH+]2CCN(c3ncnc4c3[C@@H](C)C[C@H]4O)CC2)cc1,-7.618
MOL_02_004138,C[C@@]1(c2ccccc2)[NH2+][C@@H]([O-])[N@H+](C[C@H](O)N[C@H](O)[NH2+]C2CCCC2)[C@H]1[O-],-7.618
MOL_02_004939,C[NH+](C)CCO[C@H](O)c1cnn2c(-c3cccc(N[C@H](O)c4cccc(C(Cl)(Cl)Cl)c4)c3)ccnc12,-7.616
MOL_02_002347,Nc1ncnc2c1ncn2[C@@H]1CC[C@@H]([C@H](O)NO)C1,-7.615
MOL_02_000611,Cc1cccc(CC[NH2+][C@H](O)c2ccc(Cc3nc([C@H](O)[C@H](CCCC[NH3+])[NH2+][C@H]([O-])c4cc(Cl)cc(Cl)c4)no3)cc2)c1,-7.614
MOL_02_008364,[NH3+][C@H]([O-])c1ccccc1Nc1ccc(C(O)O)cc1,-7.614
MOL_02_005241,COc1cc2c(c(C)c1C)[C@@H](O)[C@@](CC[N@@H+](C)C(C)(C)C(O)O)(c1ccc(Cl)cc1)[C@H]2O,-7.613
MOL_02_001464,COc1cc([C@H](O)[NH2+][C@H](Cc2cn(C)c3ccccc23)[C@H]([O-])[NH2+]CCN2CCOCC2)cc(OC)c1OC,-7.612
MOL_02_010006,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCC3)CC2)c1CO,-7.611
MOL_02_009852,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(N)nc2)CC1,-7.611
MOL_02_000351,CN(C)c1ccc([C@H](O)n2cc(CNN[C@H](O)c3ccc(O)c(C[NH3+])c3)c3ccccc32)cc1,-7.61
MOL_02_009588,CC(C)c1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)n2)ccn1,-7.609
MOL_02_006242,COCCC[NH2+][C@H](O)CCN1c2cc(C)ccc2OC[C@H]1O,-7.607
MOL_02_005620,[NH3+]C[C@@H]1CCC[C@@H](O)[C@H]1n1cc([C@H]([NH3+])O)c(Nc2ccccc2)n1,-7.606
MOL_02_000964,OC(O)c1cccc(N[C@@H]2CC[C@@H](O)[NH2+]2)c1,-7.603
MOL_02_008389,[O-][C@@H]1CC[C@@H]([C@H](O)[NH2+]Cc2cccc(Cl)c2)C[N@H+]1CC1CCCCC1,-7.603
MOL_02_008286,C[NH2+][C@@H]1Nc2ccc(C)cc2C(O)(O)N1,-7.6
MOL_02_002443,Cc1cc(NNCc2cc[nH+]cc2)c(N(O)O)cc1N(O)O,-7.597
MOL_02_004337,COc1ccc(-c2cn(-c3ccc(C(O)O)c(O)c3)cc2C[NH3+])c(C)c1,-7.597
MOL_02_002542,Cc1ccc([C@@H]2C[C@@H](c3c(-c4ccc(Cl)cc4)c4ccccc4[nH]c3=O)NN2[C@H](O)CCC(O)O)cc1,-7.595
MOL_02_008473,CC[NH2+][C@H]([O-])[C@H](N[C@H](O)Cc1ccccc1)[C@@H]1CC(C)(C)[C@@H]([C@H](O)NCC[NH2+][C@H](O)[C@@H]2[NH2+]CCC2(C)C)[NH2+]1,-7.595
MOL_02_004221,CC(C)[C@H]([NH2+][C@H]([O-])COc1cccc2ccccc12)[C@H](O)[NH2+][C@H](CC(O)O)[C@H](O)COc1ccccc1Cl,-7.592
MOL_02_005883,[NH3+]C[C@@H](C(c1cccc2ccccc12)c1cccc2ccccc12)[C@H]([NH3+])O,-7.591
MOL_02_009121,O[C@@H]1[C@@H](Cc2ccccc2Cl)C[NH2+]C[C@H]1Cc1ccccc1Cl,-7.589
MOL_02_008125,OCc1cc([C@H](O)C[NH2+]CCc2ccc(OC[C@H](O)c3ccccc3)cc2)ccc1O,-7.587
MOL_02_008470,O[C@H](Nc1ccccc1Cl)[NH2+][C@@H]1CCN(c2ccnc(Nc3ccc(Cl)cc3)n2)C1,-7.587
MOL_02_004160,CC[C@H](C)[C@H]1[C@H]([C@H](O)N[C@@H]2C[C@H]2[C@H](C)[C@H](CCc2ccccc2)[NH2+][C@H](O)[C@H](C)N[C@H](O)c2ccc3ccccc3c2)O[C@@H]1O,-7.586
MOL_02_001140,Cc1ccc(-c2nn(-c3ccc(N(O)O)cc3N(O)O)cc2CNN[C@H](O)c2ccco2)cc1,-7.583
MOL_02_005704,Cc1cccc(OC[C@H](O)C[N@@H+]2CCC[C@H]2Cc2ccccc2O)c1C[NH3+],-7.579
MOL_02_009410,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2CCC2CC2)CC1,-7.579
MOL_02_000365,Cc1cccc([C@H](O)[NH2+][C@H](C)Nc2cccc([C@H](C)O)c2)c1,-7.579
MOL_02_002424,N[C@H](O)[C@@H](Cc1ccccc1)[NH2+][C@@H]([O-])[C@H](CCCN[C@@H](N)[NH3+])[NH2+][C@H](O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,-7.578
MOL_02_009805,Cc1ccc(C[C@H]([NH3+])[C@H]([O-])[NH+]2CCN(c3ncnc4ccc(-c5ccccc5)cc34)CC2)cc1,-7.578
MOL_02_009858,COc1cc(Cl)ccc1N[C@H](O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,-7.578
MOL_02_003080,CC(C)C[C@H](N[C@H](O)OC(C)(C)C)[C@H](O)[NH2+][C@H](C[C@H](O)OCc1ccccc1)[C@H]([NH3+])[O-],-7.575
MOL_02_008647,[NH3+][C@@H]1CCCC[C@H]1Nc1nc(NC2CC2)n2ncc(C[C@@H]3[NH2+][C@@H]([O-])[NH2+][C@H]3O)c2n1,-7.575
MOL_02_009896,Cc1ccc([C@H](C[NH2+]CC2CCOCC2)[C@H]([O-])[NH+]2CCN(c3ncnc4c3[C@@H](C)C[C@H]4O)CC2)cc1,-7.575
MOL_02_003509,Cc1cc2c(N[C@H](O)[NH2+][C@@H]3CC(C)(C)Oc4cc(Cl)ccc43)cccc2cn1,-7.574
MOL_02_007460,COCC[C@H](Nc1ncnc2c([C@H](N)O)cccc12)c1cccc(N[C@H](O)c2ccc(Cl)c(Cl)c2)c1,-7.574
MOL_02_006764,Cc1ccccc1COC[C@H](C[NH3+])N[C@H](O)[C@H](CC1CCCCC1)[NH2+][C@H](O)N1CCOCC1,-7.573
MOL_02_004086,COc1cccc(N[C@H](O)[NH2+]C2CCN(Cc3nnnn3Cc3ccc4c(c3)OCO4)CC2)c1,-7.573
MOL_02_009435,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+][C@@H](CCNC(C)(O)O)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1C,-7.572
MOL_02_006654,COc1cc(CN[C@H](C)[NH2+]C[C@H](CO[C@H](O)C(C)(C)C)Cc2ccc(C(C)(C)C)cc2)cc(Cl)c1O,-7.571
MOL_02_008653,CCO[C@H](O)N[C@@H]1Cc2ccc(OCCNC(O)(O)c3cn(C)c[nH+]3)cc2[C@H]1Cc1ccccc1,-7.571
MOL_02_009400,CC(O)(O)N1CCN(Cc2cccc3c2CCN3[C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)CC1,-7.571
MOL_02_009753,COCC[NH2+]CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)[nH+]c1C1CCN(c2ncnc(N)c2[C@H]([NH3+])[O-])CC1,-7.571
MOL_02_009839,Cc1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)n2)ccc1Cl,-7.57
MOL_02_009154,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)[nH+]c1C1CCN(c2ncnc(N)c2CN)CC1,-7.568
MOL_02_001852,[NH3+]Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc(N(O)O)cc23)c1,-7.567
MOL_02_002176,[NH3+]Cc1c(-c2cccc(CN3CC[NH2+]CC3)c2)cc(-c2ccc(Cl)cc2O)nc1N[C@H](O)c1ccco1,-7.564
MOL_02_003587,Oc1cccc2cc(Cl)cnc12,-7.561
MOL_02_006630,CO[C@H](O)c1cccc(N[C@H](O)c2cc(-n3cc(CCNc4ncccn4)nn3)ccc2O)c1,-7.561
MOL_02_003069,CCCC[N@H+]1C[C@@H]([C@H]([O-])[NH2+][C@H](Cc2cc(Cl)cc(Cl)c2)[C@H](O)[C@@H]2CN(C(O)(O)c3cccc(C)c3)CC[NH2+]2)C[C@H]1O,-7.559
MOL_02_000615,Cc1ccc(C(O)(O)N[C@H](Cc2cccc([C@@H](N)[NH3+])c2)[C@H]([O-])[N@H+]2CCC[C@@H](N[C@H](O)OCc3ccccc3)C2)cc1,-7.558
MOL_02_009280,Cc1cccc(C)c1C(O)(O)N1CCC[C@H]1[C@H](O)C[N@H+]1CCC[C@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,-7.558
MOL_02_009244,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(OC)c3)cn2CC[NH+]2CCC2)CC1,-7.557
MOL_02_000862,Cc1ccccc1[C@H](O)N[C@@H]1N[C@@H](c2ccccc2Cl)c2ccccc2N[C@H]1O,-7.555
MOL_02_003911,C[C@H](O)c1ccc(Nc2ccc(N(O)O)cc2)c(C(O)O)c1,-7.554
MOL_02_003593,Cc1ccc(CC[NH2+][C@H](O)CCC(O)(O)c2ccc(C)cc2)cc1,-7.553
MOL_02_009855,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC[NH+]3CCCC3)CC2)c1-c1ccc(C(O)O)cc1,-7.552
MOL_02_006283,[NH3+][C@H](O)[C@]12C[C@@H]3C[C@H](C1)[C@H]([NH2+][C@H]([O-])CN1CCCN(c4ccccc4)C1(O)O)[C@@H](C3)C2,-7.55
MOL_02_008138,COc1ccc(C2[NH2+]CC[NH2+]2)cc1-c1cn(-c2ccc(C3[NH2+]CC[NH2+]3)cc2)nn1,-7.548
MOL_02_001353,CC(C)(C)c1cc(N[C@H](O)Nc2ccccc2)n(-c2cccc(C[NH2+][C@H]([O-])CN[C@H](O)c3cccnc3)c2)n1,-7.547
MOL_02_000013,C[C@H](CCC(O)O)CCn1cnc2c(=O)[nH]cnc21,-7.543
MOL_02_009547,OC(O)c1ccc2c(c1)[C@H]1CCC[C@@H]1[C@@H](C(O)O)N2,-7.542
MOL_02_010042,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(C(Cl)(Cl)Cl)cc4)cn3CC[NH+]3CCCC3)CC2)c1C1CCC1,-7.542
MOL_02_001856,COc1cccc(N[C@H](O)N[C@@H]2C[C@@H](C(O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H]2N[C@H](C)O)c1,-7.538
MOL_02_003285,CN(c1cccc(O)c1)[C@H]([NH3+])Nc1cccc2ccccc12,-7.537
MOL_02_003605,CO[C@H](O)c1ccc(O[C@H](O)CCc2ccc(O)c(O)c2)c(O[C@H](O)CCc2ccc(O)c(O)c2)c1,-7.537
MOL_02_001138,CC(C)Cc1cc(CC[C@H](O)Nc2ccccc2N(O)O)nc(NC[NH3+])n1,-7.536
MOL_02_005906,COc1ccc(CN2c3ccc(C(O)(O)N4CCC4)cc3[C@@H](C(C[NH3+])C[NH3+])[C@H]2O)cc1,-7.534
MOL_02_000185,C[N@@H+](C[C@H](CC1CCCCC1)N(C[C@H](Cc1ccccc1)[N@@H+](CCc1ccccc1)NO)[NH2+][O-])NO,-7.533
MOL_02_005959,[NH3+]CN[C@H]([NH3+])c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)n1,-7.533
MOL_02_000834,CCc1cc(C)c(Oc2c(Cl)c(C)c(C[C@H]([NH3+])C(O)O)c(C)c2Cl)c(C)c1[C@H](O)c1ccccc1,-7.532
MOL_02_005369,Oc1ccc2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,-7.532
MOL_02_009512,Cc1ccc(C[C@H](CC(C)(C)[NH3+])[C@H]([O-])[NH+]2CCN(c3ncnc4c3[C@@H](C)CC4)CC2)cc1,-7.53
MOL_02_002488,CCCCCCNC1=C(NC[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@@H](O)[C@H]2O)C(O)=C1O,-7.529
MOL_02_009842,CC(C)c1cccc(N[C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,-7.525
MOL_02_000978,C[C@H]1[C@H]([NH2+]CCNc2c3c([nH+]c4ccccc24)CCCC3)[C@H](O)c2ccccc2[C@@H]1O,-7.524
MOL_02_006243,[NH3+]Cc1ccc(CCCOCCNC(O)(O)c2ccc3ccccc3c2)cc1,-7.522
MOL_02_002839,CC[C@H](O)Nc1cccc([C@@H]2C[C@]3(C[C@@H]([C@H]([NH3+])[O-])N([C@H](O)c4cc(N(O)O)cc(N(O)O)c4)C3)ON2)c1,-7.521
MOL_02_001384,CC[C@H](O)N[NH2+][C@H](C)C[C@H](O)Nc1ccc2ccccc2c1,-7.516
MOL_02_007341,CCCCC[C@H](O)O[C@H]([C@H](C[C@@H]1CC[NH2+][C@H]1O)N[C@H](O)[C@H](CC1CCCCC1)[NH2+][C@H](O)OCc1cccc(C)c1)C(O)(O)O,-7.516
MOL_02_000990,C[NH+](C)[C@H](O)c1ccccc1N[C@H](O)Cc1cccc2ccccc12,-7.515
MOL_02_002638,CCOc1cc(N2CCOCC2)c(OCC)cc1N[C@H](O)C[N@@H+]1[C@@H]([O-])[NH2+]C2(CCCCC2)[C@H]1[O-],-7.515
MOL_02_007445,COc1ccc(N[C@H](O)c2cccc3c2[C@@H](O)c2ccccc2-3)cc1,-7.515
MOL_02_009608,CC[C@@H]1CCc2ncnc(N3CC[NH+]([C@H]([O-])[C@H]([NH3+])Cc4ccc(C)cc4)CC3)c21,-7.515
MOL_02_008346,[O-][C@@H]([NH2+]CCOCCOCCNc1nc(NCCc2ccc(O)c(O)c2)nc(Nc2ccccc2)n1)c1ccccc1,-7.509
MOL_02_004051,COc1ccc(C[C@@H]2CO[C@@H](O)[C@H]2Cc2cccc(O)c2)cc1OC,-7.508
MOL_02_003522,OC(O)CC[C@@]1(c2ccccc2)C[C@@H](O)[C@@H](CCCc2ccccc2)[C@@H](O)O1,-7.508
MOL_02_007415,O[C@H](CC[NH2+][C@H](O)c1ccco1)Nc1ccc(OC(Cl)Cl)cc1,-7.507
MOL_02_004789,COc1ccc(OC)c2c1C[C@@H](O)[C@@H]([NH2+]CCCCc1ccccc1)C2,-7.506
MOL_02_009849,O=c1cc(N2CCOCC2)nc(C[C@H](O)[NH+]2Cc3ccccc3C2)[nH]1,-7.506
MOL_02_006119,OC(O)c1ccccc1Nc1c(N(O)O)cc(N(O)O)c2ccc[nH+]c12,-7.503
MOL_02_005493,O[C@@H]1N[C@@H](O)N(Cc2ccc(Cl)cc2)[C@@H](O)[C@H]1C[NH2+]C[C@@H]1CCCO1,-7.502
MOL_02_006204,Cn1cc(N(O)O)cc1[C@H](O)NN[C@H](O)Nc1ccc(N(O)O)cc1,-7.502
MOL_02_009460,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3C[C@@H]3CCC[NH2+]3)CC2)c1C[NH3+],-7.5
MOL_02_000470,[O-][C@@H]1CCC[N@H+]1C[C@@H](O)[NH2+]C[C@@H]1CCN(c2ccccc2)C1,-7.498
MOL_02_005937,Cc1ccc(N[C@H](O)[NH2+]CCCC[C@H](C)[NH2+]C[C@H](O)c2ccc(O)c(O)c2)cc1,-7.498
MOL_02_002608,CC(C)n1c([C@@H]2CCC[N@H+](C[C@H](O)N[C@H]([NH3+])O)C2)nc2ccccc21,-7.496
MOL_02_002060,Cc1ccc(-c2ncccc2Cl)cc1[C@H](O)Nc1cc([C@H]([O-])[NH2+]C2(CCO)COC2)nn1-c1ccccc1,-7.495
MOL_02_006000,O[C@@H](Nc1cccc(N[C@H](O)[NH2+]Cc2ccccc2)c1)[NH2+]Cc1ccccc1,-7.493
MOL_02_009420,Cc1cc(-c2cn(CC[N@H+](C)C(C)C)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)[nH+]2)ccc1Cl,-7.492
MOL_02_004745,O[C@H]([NH2+]CCN1CCC(n2nnc3ccccc32)CC1)c1ccc2ccccc2c1,-7.491
MOL_02_002520,C[N@H+]1[C@H]([O-])N(c2cccc(C(Cl)(Cl)Cl)c2)[C@@H]2CC[C@H](O)[C@H]2[C@@H]1c1ccc(C[NH3+])cc1[C@H](O)N[C@@H]1CC[NH2+]C1,-7.489
MOL_02_003112,O[C@H](NN[C@H](O)c1cccc(-n2cnnn2)c1)c1ccccc1,-7.489
MOL_02_004019,CC(C)[C@H](N[C@H](O)c1cc(-c2ccc(N[C@H](O)Nc3ccc(Cl)cc3)cc2)no1)C(O)O,-7.489
MOL_02_003294,[NH3+]C[C@@H]1CN([C@H](O)OCc2ccccc2)CC[C@H]1n1cc([C@H]([NH3+])[O-])c(Nc2ccc(Cl)cc2)n1,-7.487
MOL_02_000343,C[C@H]([NH3+])NN[C@@H]1CCc2ccccc2C1,-7.487
MOL_02_000421,O[C@@H]1[NH2+]CCc2nc(OCc3cccnc3)ccc21,-7.486
MOL_02_000781,Cc1ccc(COc2ccc(C(O)(O)NC[C@H]([C@H](O)NO)[NH+]3CCCCC3)cc2)cc1C,-7.486
MOL_02_005729,O[C@H](CCc1cccc2c1N(Cc1ccc3ccccc3c1)[C@@H](O)C2)NC(O)(O)c1cc(Cl)c(Cl)cc1Cl,-7.486
MOL_02_004349,C[C@H](Cc1ccc(N(O)O)cc1)C[C@@H]1C[C@@H](N(C)c2ccc(O)cc2)[NH2+][C@H]1O,-7.485
MOL_02_009241,Cc1cnn(C)c1-c1cc([C@H](O)N[C@@H]2C[NH2+]CC[C@H]2c2ccc(C(Cl)(Cl)Cl)cc2)oc1C,-7.485
MOL_02_000599,CC(C)(C)c1ccc([C@H](O)[NH2+]C[C@H](O)NCC(C)(C)N2CCOCC2)cc1,-7.484
MOL_02_006087,Cc1ccc(N[C@H](O)[C@@]2(C)Cc3c(-c4ccc([C@H]([NH3+])O)cc4)ccnc3O2)cc1C(Cl)(Cl)Cl,-7.48
MOL_02_010022,CC(C)C[NH2+]CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2C[NH3+])CC1,-7.477
MOL_02_006057,C[C@H]([NH2+][C@H](O)CCc1cccc(O)c1)C(O)(O)C[C@H](CCC(O)O)C(O)O,-7.476
MOL_02_004858,C[C@H](O)[NH2+][C@@H]1CCCN([C@H](O)CCc2cccnc2)C1,-7.474
MOL_02_009190,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3[C@@H]3CC[NH2+]C3)CC2)c1C[NH3+],-7.472
MOL_02_009575,CC[C@@H]1CCc2ncnc(N3CC[NH+]([C@H]([O-])[C@H](C[NH2+]C(C)C)c4ccc(C)cc4)CC3)c21,-7.469
MOL_02_004356,COc1cc(O)c([C@H](C[C@H](O)[NH2+]C2CCCC2)c2ccc3c(c2)OCO3)c(OC)c1,-7.468
MOL_02_002311,Cc1ccc([C@@H]2O[C@@](C)(Cc3ccccc3)C[C@H]2C(O)(O)c2ccc([C@H]([NH3+])NO)cc2)cc1,-7.467
MOL_02_009243,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(Cl)(Cl)Cl)c3)cn2CC[NH2+]C)CC1,-7.466
MOL_02_009500,Cc1ccc([C@@H]2CC[NH2+]C[C@H]2N[C@H](O)c2cc(-c3ccnn3C)co2)cc1,-7.466
MOL_02_009628,O=c1cc(N2CCOCC2)nc(C[C@@H](O)N2CCc3c(CO)cccc32)[nH]1,-7.465
MOL_02_008317,O[C@@H]1CC[C@@H]([C@H](O)OC[C@H](O)c2ccccc2)[NH2+]1,-7.464
MOL_02_007660,[O-][C@H]1[C@H](Cc2ccc(O)c(N(O)O)c2)C[C@@H](O)[N@@H+]1Cc1cccc(N(O)O)c1,-7.461
MOL_02_009334,NCc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(Cl)c3)cn2CC[NH+]2CCC2)CC1,-7.46
MOL_02_001488,CC1(C)CCN(c2ccc(CCc3cccnc3)c[nH+]2)[C@@H](O)O1,-7.46
MOL_02_002535,C[C@H](Cc1cc(Cl)c(OCCO)cc1Cl)[C@H](O)[NH2+][C@@H]1[C@@H](O)[C@@H](O)[C@H]2OCO[C@H]2[C@H]1O,-7.46
MOL_02_000843,COc1ccc(CC[C@H](O)[NH2+]CCNc2c3c([nH+]c4ccccc24)CCCC3)cc1OC,-7.459
MOL_02_009097,CCC(C)(C)[NH2+]CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)[nH+]c1C1CCN(c2ncnc(N)c2[C@H]([NH3+])[O-])CC1,-7.458
MOL_02_000368,Cc1cc(CC[C@H](O)[NH2+]CCn2c(C)cc3ccccc32)cc(C)c1Cl,-7.457
MOL_02_001913,COc1cc(CCCC[C@H](O)[NH+]2CCCCC2)ccc1O,-7.457
MOL_02_009682,CC(C)[NH2+]CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)[nH+]c1C1CCN(c2ncnc(N)c2[C@H]([NH3+])[O-])CC1,-7.456
MOL_02_003103,CCO[C@H](O)[C@H](C[NH3+])[C@H](C)Nc1ccc2c(c1)c1ccccc1n2CC,-7.455
MOL_02_009886,Cc1cc(-c2cn(CC3C[NH+](CO)C3)c(C3CCN(c4ncnc(N)c4C(C)C)CC3)[nH+]2)ccc1Cl,-7.454
MOL_02_009727,COc1c(Cl)ccc(N[C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1Cl,-7.454
MOL_02_009222,COCCCc1c(N)ncnc1N1CCC(c2[nH+]c(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2C)CC1,-7.454
MOL_02_001481,[NH3+][C@H]([O-])NNC1c2cc(C(O)(O)NCc3ccco3)ccc2-c2ccc(C(O)(O)NCc3ccco3)cc21,-7.453
MOL_02_009988,C[NH2+]CCn1cc(-c2ccnc(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2C)CC1,-7.453
MOL_02_003386,Cc1c(C)n2c(CC[C@H](O)Nc3cccc4ccccc34)nnc2[n-]c1=O,-7.452
MOL_02_006591,CC(C)(C)c1ccc(OCC[C@H](O)NN[C@H](O)c2ccncc2)cc1,-7.45
MOL_02_005085,COc1cccc(C[NH2+][C@H](O)CC[C@@H]2CCC[N@H+]([C@H]([O-])c3ccc(Cl)c(C)c3)C2)c1,-7.45
MOL_02_007370,COc1cccc(CC(O)(O)C(C)(C)[C@H]([NH3+])[C@H](O)N2C[C@@H](Cl)C[C@H]2C[NH3+])c1,-7.45
