DrugGEN_MOL_ID,SMILES,DEEPScreen_Confidence_Score
MOL_02_005869,CCCCc1ncc(CC(Cc2ccccc2)C(O)O)n1Cc1ccccc1C,0.639
MOL_02_003013,CCOC(O)C1C(O)CC(c2ccccc2)CC1c1ccc(OC)cc1,0.639
MOL_02_004284,CN(C)CCCc1cccc(-c2nc(C(O)N3CCN(Cc4ccccc4)CC3)cc3c2C(CCO)N(C(O)C(C)(C)C)C3)c1,0.639
MOL_02_004768,COc1ccc(CCNc2cc(-c3ccc(N4CCOCC4)cc3)nc(OC)n2)cc1,0.639
MOL_02_005681,CC(c1ccc(-c2cnc(N)nc2)cc1)(c1noc(N2CCC(O)CC2)n1)C1CC1,0.639
MOL_02_006198,Cn1nc(-c2ccccn2)cc1NC(O)c1nc(C(C)(C)C)ncc1Nc1cncnc1,0.639
MOL_02_001972,NCc1ccccc1-c1nc2c3c(c(N)ccc3n1)C(O)c1ccccc1-2,0.639
MOL_02_000655,CCn1cc(CNC(O)c2cc(COc3ccc(Cl)cc3C)on2)cn1,0.639
MOL_02_008167,Cc1cc(N)nc(CC2CNCC2OCCN(CCc2cccc(Cl)c2)C(O)OCc2ccccc2)c1,0.639
MOL_02_006935,Cc1ccc2c(O)c(CO)c(-c3ccc(Oc4ccc(OC(Cl)(Cl)Cl)cc4)cc3)nc2c1,0.639
MOL_02_007048,CCC(O)(O)n1nc(-c2cccnc2)nc1NCc1ccc(Cl)cc1,0.639
MOL_02_000059,CC(Nc1ncc(Cl)c(N2C(O)OCC2C(C)O)n1)c1cc(Cl)c(-c2cnn(C)c2)cc1Cl,0.639
MOL_02_004205,CC(O)(O)c1ccc(-c2ccccc2-c2cccnc2)cc1,0.639
MOL_02_003325,Cc1ccc(NC(C)(C)C(O)NC2=Nc3c(C(Cl)(Cl)Cl)cc4c(c3=C2)=CN=N4)cc1,0.639
MOL_02_003240,Cc1nc2cc(C3CCOCC3)nn2c(NCC2COCCO2)c1C,0.639
MOL_02_006296,Cn1ccc(COc2ccc3nc(C4CCCCC4C(O)O)n(Cc4ccc(OC(Cl)(Cl)Cl)cc4)c3c2)n1,0.639
MOL_02_000296,OC1NC(O)C(c2cn3c4c(cc(Cl)cc24)CN(C(O)N2CCOCC2)CC3)C1c1coc2ccccc12,0.639
MOL_02_000935,Cc1ccc(C2(OCC3(CO)CC3)c3ccccc3C(O)N2Cc2ccc(C(O)O)cc2)cc1,0.639
MOL_02_004078,OC(NCC(Cl)(Cl)Cl)Nc1cccc(-c2cnc3cc(CCc4ccccn4)ccn23)c1,0.639
MOL_02_003016,COC(O)CN1C(O)C(Cc2ccc(O)cc2)N(Cc2ccccc2)C1O,0.639
MOL_02_008722,Cc1ccc2c(NCc3ccc(CN(C)Cc4ccccn4)cc3)ccnc2c1,0.639
MOL_02_005402,Cc1ccc(C(O)N(C)C2CCN(C(O)C3CCN(C(C)O)CC3)CC2c2ccc(C)c(C)c2)cc1,0.639
MOL_02_004753,Cc1cc(NC(O)(O)c2ccc(-c3ccc(Cl)cc3)nc2)ccc1CN1CCNC(C)C1,0.639
MOL_02_004134,Cc1onc(-c2ccccc2)c1COc1ccc(C(O)N2CCCC2C)cn1,0.639
MOL_02_000925,Cc1nnc2c3ccccc3c(N3CCOCC3)nn12,0.639
MOL_02_000712,CN1C(O)C(C2c3ccccc3C(O)N2Cc2ccccc2)C(O)N(C)C1O,0.639
MOL_02_000838,CCc1cccc(NC(O)Cn2c(C(O)OC)cc3oc4ccccc4c32)c1,0.639
MOL_02_002300,Cc1ccc(C)c(-n2nncc2CN2c3ccccc3C3(c4c(c(N)cc5nc6ccccc6nc45)OC(N)C3CN)C2O)c1,0.639
MOL_02_001775,CN(c1ccc(-c2cc(C(Cl)(Cl)Cl)ccc2OCC(O)O)cc1)C(C)(O)O,0.639
MOL_02_007517,OC(O)c1c2c(nc3ccc(Cl)cc13)-c1ccc(-c3ccccc3)cc1CC2,0.639
MOL_02_006846,CC(O)(O)OC1CCN(C2(c3cccc(O)c3)CCCCC2)CC1,0.639
MOL_02_006501,Cc1c(Cc2ccccc2C(O)(O)c2ccccc2)c(-c2ccc(C(O)N(C)C)cc2)nn1CC(O)O,0.639
MOL_02_008946,CC(CN1CCCCC1)NC(O)c1ccc(-c2noc(C(Cl)(Cl)Cl)n2)cc1Cl,0.639
MOL_02_001253,Cc1cc(C(Cl)(Cl)Cl)cnc1N1CCN(c2ccc(N)cc2C(Cl)(Cl)Cl)CC1,0.639
MOL_02_005266,COc1ccc(Nc2ncnc3c2C(c2ccc(N(O)O)cc2)c2c(ccc4ccccc24)O3)cc1,0.639
MOL_02_004238,Nc1ncc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccc(CN3CCOCC3)cc2Cl)cn1,0.639
MOL_02_009200,NC(Cc1ccc(Cl)c(Cl)c1)C(O)N1CCN(c2ncnc3ccccc23)CC1,0.639
MOL_02_009369,NC(Cc1ccc(C(Cl)(Cl)Cl)cc1)C(O)N1CCN(c2ncnc3ccccc23)CC1,0.639
MOL_02_009039,Cc1ccc(C2CC(CCN3CCCCC3)NCC2NC(O)c2cc(-c3c(C)cnn3C)c(C)o2)cc1C,0.639
MOL_02_009431,Oc1cc(N2CCOCC2)nc(CC(O)Nc2cc(Cl)cc(Cl)c2)n1,0.639
MOL_02_009798,Oc1cc(N2CCOCC2)nc(CC(O)Nc2ccc(Cl)cc2Cl)n1,0.639
MOL_02_009175,CCN(C)Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CCN(C)C)CC1,0.639
MOL_02_009831,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CCN3CCCC3)CC2)c1C(O)O,0.639
MOL_02_009162,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C)cc3)cn2CCN2CCCC2)CC1,0.639
MOL_02_009460,NCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CC2CCCN2)CC1,0.639
MOL_02_009097,CCC(C)(C)NCCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2C(N)O)CC1,0.639
MOL_02_009233,CCn1c(-c2nonc2N)nc2c(CCC(C)(C)O)nc(OCCNC)cc21,0.639
MOL_02_031343,Nc1ncnc2c1ncn2Cc1cccc(C(N)N)c1Cl,0.639
MOL_02_030865,Cc1nc(N2CCOCC2)ccc1Nc1nc(O)c2cnn(-c3ccccc3)c2n1,0.639
MOL_01_025261,NC(N)c1cccc(-c2ccnc3c2CC(N)(C(N)CCC2CCCCC2)C3)c1,0.611
MOL_02_004298,Cc1cc(C)c(Oc2cc(Nc3ccc(CN)cc3)ncc2C(O)NCc2cn(Cc3ccccc3C)nn2)c(C)c1,0.611
MOL_02_008417,CN(C)c1ccc(CNC(O)Nc2cccc3cnccc23)cc1,0.611
MOL_02_002219,CC1(c2ccc(Nc3nn(C4CCC(O)CC4CN)cc3C(N)O)cc2)COC1,0.611
MOL_02_006993,CN1c2ccccc2C(c2ccc(C(N)O)cc2)NC(NC(O)CCCc2ccccc2)C1O,0.611
MOL_02_000210,CCC(O)N1CCCC(n2nc(Cl)c3c(N)ncnc32)C1,0.611
MOL_02_003723,CN1c2ccccc2C(c2ccccc2)NC(NC(O)C(CCC(Cl)(Cl)Cl)C(c2cc(Cl)cc(Cl)c2)C(N)O)C1O,0.611
MOL_02_004939,CN(C)CCOC(O)c1cnn2c(-c3cccc(NC(O)c4cccc(C(Cl)(Cl)Cl)c4)c3)ccnc12,0.611
MOL_02_004646,COc1ccc(C(CC(O)N2CCOCC2)C(O)NC(CNc2ccc(OC(Cl)(Cl)Cl)cc2)C(C)C)cc1,0.611
MOL_02_006990,CC(C)(O)C(O)N1CCC(CCN)(n2cc(C(N)O)c(Nc3ccnc(Cl)c3)n2)CC1,0.611
MOL_02_001184,Cc1ncnn1-c1cnc(C(O)Nc2ccc(Cl)c(C3(C)CCCC(N)N3)c2)cn1,0.611
MOL_02_004397,CN(Cc1cnn(C)c1)C(O)CN1C(c2ccc(CN)cc2C(C)(O)O)C2C(O)CCC2N(c2cccc(C(Cl)(Cl)Cl)c2)C1O,0.611
MOL_02_002485,Cc1ccc(-c2nc(C(O)Nc3ccc(C(Cl)(Cl)Cl)cn3)c(C)n2-c2ccc(O)cc2)c(C)c1,0.611
MOL_02_005975,COC(O)C(C)Cc1ccc(Oc2ccccc2NC(NCCNc2ccnc3cc(C)ccc23)Nc2ccc(C)cc2)cc1,0.611
MOL_02_003244,NCC1C(O)CCN1c1nc(Nc2ccc(NC(O)c3ccc4ccccc4c3O)cc2)nc(N2CC(N)CC(N)C2)n1,0.611
MOL_02_003675,CCOCCCNC(O)C(NC(O)c1ccc(NC(C)O)cc1)c1ccccc1,0.611
MOL_02_001296,Cc1cc(C)c2cc(CN(C)c3ccc(C(O)NC(CCC(O)O)C(O)O)cc3)ccc2n1,0.611
MOL_02_007840,Cc1nc(N(C)C)nc(C)c1NC(O)(O)c1ccc(Cl)cc1Cl,0.611
MOL_02_006960,NCc1cccc(OCCN2CCCC2C(O)NCC(Cl)(Cl)Cl)c1,0.611
MOL_02_005480,CC1(C)NC(O)N(c2ccc(N(O)O)c(C(Cl)(Cl)Cl)c2)C1O,0.611
MOL_02_000827,COCCCNC(O)c1c(N)n(-c2ccc(C(N)(O)O)cc2)c2nc3ccccc3nc12,0.611
MOL_02_003118,CCOc1cc2ncnc(Nc3cccc(-c4cccnc4)c3)c2cc1OCC,0.611
MOL_02_003549,CC1CCC(O)N1NCc1c(O)ccc2ccccc12,0.611
MOL_02_005197,COc1ccc(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)cc1,0.611
MOL_02_001768,NC(O)(O)c1ccc(CCNCc2cccnc2)cc1,0.611
MOL_02_007811,CC(Nc1ccc(C(O)NCC(O)O)cc1)Nc1c2ccccc2nc2ccccc12,0.611
MOL_02_000352,CC1OC(O)C2(C(O)c3ccccn3)CC(Cl)(Cl)C(C)C(CCc3ccc(-c4ccccc4CN)cn3)C12,0.611
MOL_02_004502,Cc1cc(NCC(c2ccccc2)c2ccccc2)n2ncnc2n1,0.611
MOL_02_000891,COc1ccc2c(CN3CCCCC3)cn(CCCc3ccccc3)c2c1,0.611
MOL_02_008617,Cc1noc(NC(O)(O)c2ccccc2-c2ccc(CC(C)C)cc2NCCO)c1C,0.611
MOL_02_004757,OCN(O)CC(CC1CCCC1)C(O)N1CCCN1C(O)Nc1ccc(Cl)cc1,0.611
MOL_02_003627,ONC(c1ccccc1)c1c(C(O)Nc2ccc(C(O)O)cc2)nn(-c2ccccc2)c1-c1ccccc1,0.611
MOL_02_004983,COc1cccc(-c2cncnc2NCc2ccc(OC)cc2OC)c1,0.611
MOL_02_003036,OC(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.611
MOL_02_001595,CCCCc1nc2cc(N(O)O)ccc2n1Cc1cccc2c1ccn2-c1ccccc1C(O)O,0.611
MOL_02_006325,CCN(CC)CCCNc1ncc(C)c2c1c1ccc3cc(OC)ccc3c1n2C,0.611
MOL_02_006027,COC(O)c1ccc2nc(C(Cl)(Cl)Cl)n(C)c2c1,0.611
MOL_02_003540,CC(Nc1nccc(N2C(O)OCC2C(C)O)n1)c1ncc(-c2cccc(C(Cl)(Cl)Cl)c2Cl)cn1,0.611
MOL_02_006836,CN(c1ccc(NC(O)c2cc(N3CCC(O)NC3O)cc(C(C)(C)C)c2O)cc1)C(C)(O)O,0.611
MOL_02_002565,CC(Nc1nccc(N2C(O)OCC2C(C)O)n1)c1ccc(-c2ccc(C(Cl)(Cl)Cl)nc2)cn1,0.611
MOL_02_002759,CN(Cc1ccco1)c1nc(-c2ccccc2C(Cl)(Cl)Cl)nc2ccccc12,0.611
MOL_02_004919,COc1ccc2c(N3CCC(CN)(c4ccccc4)CC3)c(C(O)N3CCN(C(C)(O)O)CC3)cnc2c1,0.611
MOL_02_007748,Cc1nn(C)cc1CNNC(O)Cn1nnc(N)n1,0.611
MOL_02_004904,Cc1ccc(C(O)(O)C23CCOC(CCC(O)(O)c4cccnc4O)C2COc2c(Cl)ccc(Cl)c23)cc1,0.611
MOL_02_005412,CC1CN(C(C)CO)C(O)c2cc(-c3ccc(C(O)N(C)C)cc3)cnc2OC1CN(C)Cc1ccc(C(O)O)cc1,0.611
MOL_02_002953,CCOc1cc(N2CCN(C3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,0.611
MOL_02_009071,Cn1nccc1-c1ccc(C(O)NC2CNCCC2c2cccc(Cl)c2)nc1,0.611
MOL_02_009625,Cc1cnn(C)c1-c1cc(C(O)NC(CN)Cc2cccc(Cl)c2)oc1C,0.611
MOL_02_009757,Oc1cc(N2CCOCC2)nc(CC(O)Nc2ccc(Cl)c(OC(Cl)(Cl)Cl)c2)n1,0.611
MOL_02_009869,Cc1ccc(C(NC(O)c2ccc3cnccc3c2)C2CNC2)cc1C,0.611
MOL_02_009912,Cc1ccc(C2(NC(O)c3c(C)c(-c4c(C)cnn4C)c(C)n3C)CCNCC2)cc1C,0.611
MOL_02_009569,Oc1nc(CC(O)N2CCc3c(Cl)cccc32)nc(N2CCOCC2)c1Cl,0.611
MOL_02_009551,Cc1nc(CC(O)N2c3ccc(Cl)c(Cl)c3CC2C)nc(N2CCOCC2)c1Cl,0.611
MOL_02_009645,NC(O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.611
MOL_02_017716,NCCCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2N)CC1,0.611
MOL_02_016953,Cc1ccc(C(CC(C)(C)N)C(O)N2CCN(c3ncnc4c3C(C)OC4)CC2)cc1Cl,0.611
MOL_02_024423,Cc1c(CCN(CCN)Cc2cnn(-c3cc(N)c(CN)cn3)c2)ccc2c1CCC2C,0.611
MOL_01_027066,Cc1ccnc2c(NCCC(N)N)cc(CN)c(Cc3cccc(C(F)(F)F)c3)c12,0.583
MOL_02_002298,Cc1cc(C)cc(N2CCN(Cc3cccc(CCN)c3)CC2O)c1,0.583
MOL_02_006948,OC(O)(O)C(Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(O)(O)O,0.583
MOL_02_004051,COc1ccc(CC2COC(O)C2Cc2cccc(O)c2)cc1OC,0.583
MOL_02_003294,NCC1CN(C(O)OCc2ccccc2)CCC1n1cc(C(N)O)c(Nc2ccc(Cl)cc2)n1,0.583
MOL_02_001071,OC(CNC(O)(O)c1ccc(N(O)O)cc1)CC(Cc1ccccc1)C(O)NCc1ccc(Cl)cc1Cl,0.583
MOL_02_007577,COCCNC(O)c1cnc2ccc(C(O)(O)Nc3ccccc3Cl)cc2c1O,0.583
MOL_02_001975,ONC(O)CN(Cc1ccc(N(O)O)cc1)C(O)Nc1ccc(Cl)cc1Cl,0.583
MOL_02_007837,CC(C)(C)OC(O)NC(C(O)C(N)Cc1ccccc1)C(O)C(CN)C(O)c1ccccc1,0.583
MOL_02_003815,COC(O)C(Cc1cc2ccnc(N)c2cc1Cl)N1CCC(NC(O)(O)c2cnc(N(C)C)c(C)c2)C1O,0.583
MOL_02_000396,Cc1ccccc1-c1cccc(C(O)NC(CC(O)O)c2cccc(Cl)c2)n1,0.583
MOL_02_001169,Cc1cccc(C)c1N(CCCc1cccnc1)C(O)C(C)N,0.583
MOL_02_003083,OC(NC(Cc1ccccc1)C(O)Oc1ccc(N(O)O)cc1)OCc1ccccc1,0.583
MOL_02_002017,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(CC(C)C)NCN)CC1,0.583
MOL_02_002577,CCNCc1ccc(C2CC(CC3C(C)C4C(C(C)O)C(O)N4C3C(O)O)CN2)cc1,0.583
MOL_02_007167,CC(Nc1nc(Nc2ccnc(C3(CN)CC3)c2)nc(-c2cccc(C(Cl)(Cl)Cl)n2)n1)C(Cl)(Cl)Cl,0.583
MOL_02_006593,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)O)c1,0.583
MOL_02_004276,CC(O)C1C(O)N2C1CC(c1cc(C3NCCCN3)c3oc4ccccc4c3c1)C2C(O)O,0.583
MOL_02_008368,CCCC(Oc1cnn(-c2cccc(C)c2)c1)c1ccc(C(O)NCCC(O)O)cc1,0.583
MOL_02_004877,CN1C2CCC1C(COc1ccc3c(c1)OCO3)C(c1ccc(Cl)cc1)C2,0.583
MOL_02_008612,CCOC1CC(CN)(CN)C(CN)(CN)C2C1C(c1ccccc1)N(C(O)(O)c1ccc(C)cc1)C2C(C)C,0.583
MOL_02_003207,COc1ccc(N(CC(O)NNCc2ccccc2OC)C(O)(O)c2ccccc2)cc1,0.583
MOL_02_002925,CCOC(O)C1C(CC(O)c2ccccc2)NC(C)C(CN)C1c1ccccc1,0.583
MOL_02_005129,CCCC(O)(O)Nc1ccccc1-c1ccc(-c2cnc(N)cn2)c(Cl)c1,0.583
MOL_02_002326,COCCCNC(O)(O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)nc2c1C(C)(C)CN2,0.583
MOL_02_005081,CN1CCCCC1CCc1ccccc1NC(O)CCc1ccccc1,0.583
MOL_02_007646,Cc1cccc(C)c1-c1noc(C(C)C)c1COc1ccc(N(C)C(O)c2ccc(C(O)O)cc2)c(C(Cl)(Cl)Cl)n1,0.583
MOL_02_000372,CCN1C(O)N(CCC(C)C)C2(CCN(Cc3ccc(OC)cc3O)CC2)C1O,0.583
MOL_02_004027,Oc1nc2ccccc2n1C1CCN(C(c2ccccc2OC(Cl)(Cl)Cl)c2nnnn2Cc2ccccc2)CC1,0.583
MOL_02_004410,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(C)c(Cl)c1C1CNC(O)C1,0.583
MOL_02_007761,CC(C)CC(c1ccc(C(Cl)(Cl)Cl)nc1)N1CCC(CC(O)O)CC1c1ccc(C(Cl)(Cl)Cl)cc1,0.583
MOL_02_000315,COc1ccc(C(NC(O)c2cc(Cl)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1Cl,0.583
MOL_02_008216,COC1CCN(Cc2cc3cc4c(cc3n2C)CCCc2c-4nc(O)c(C(O)O)c2O)C1,0.583
MOL_02_005519,CCCNC1CC(C)(C)CC(O)C1C(O)CCCN1C(O)c2ccccc2C1O,0.583
MOL_02_002040,CCCC12CCCC3C(N)Cc4c(n(c5cc(O)c(O)cc45)C(O)C1)C32,0.583
MOL_02_000426,OC(NC1CCCc2ccccc21)c1cc(C(O)(O)N2CCOCC2)ccc1Cl,0.583
MOL_02_003106,CC(C)(NC(O)(O)c1ccccc1-c1ccc(-c2cnc(N)cn2)c(Cl)c1)C(Cl)(Cl)Cl,0.583
MOL_02_007327,OC(Cn1c(Cn2c(-c3cnccn3)nc3ccccc32)nc2ccccc21)c1ccc(OC(Cl)(Cl)Cl)cc1,0.583
MOL_02_008078,CC(C)Oc1ccc(N2CCN(Cc3ccc(N)cc3)CC2)cc1NC(O)c1cnccn1,0.583
MOL_02_004576,ONC(O)CCc1ccc2c(c1)nc(COCc1ccccc1)n2CCc1cccnc1,0.583
MOL_02_003423,Cc1ccccc1-n1c(O)nnc1-c1cc(C(O)N(C)Cc2cccc(-c3cncnc3)c2)c(O)cc1O,0.583
MOL_02_000126,CCNC1CC2CC1C(C(O)OC)C2,0.583
MOL_02_002050,CC(O)Nc1ccc(C(O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,0.583
MOL_02_001753,COCCN(CCOC)c1nc(-c2ccc(C)cc2)nc2ccccc12,0.583
MOL_02_005206,COCC(c1ccccc1C1CC1c1cccc(Cl)c1)C(O)OC,0.583
MOL_02_007751,COc1ccc(N2CCN(c3nc(CO)cc(Nc4cc(C(C)(C)C)ccc4C)n3)CC2(C)C)cc1,0.583
MOL_02_006143,COc1cc(OC)cc(N(CCCNCC(Cl)(Cl)Cl)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1,0.583
MOL_02_004872,OC(N1CCOCCOc2ccccc2OCCOCC1)C(Cl)(Cl)Cl,0.583
MOL_02_009586,Cc1ccc(C2CC(CC(O)NC3CCC3)NCC2NC(O)c2cc(-c3c(C)cnn3C)c(C)o2)cc1C,0.583
MOL_02_010057,CC1CN(c2cc(O)nc(CC(O)Nc3ccc(Cl)cc3)n2)CCO1,0.583
MOL_02_009605,CC1CC(O)c2ncnc(N3CCN(C(O)C(CNC(C)(C)CO)c4ccc(C(Cl)(Cl)Cl)c(Cl)c4)CC3)c21,0.583
MOL_02_009554,CN1CC(Cn2cc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)nc2C2CCN(c3ncnc(N)c3C(N)O)CC2)C1,0.583
MOL_02_009337,CN(C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2-c2ccc(C(O)O)cc2)CC1,0.583
MOL_02_009697,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CC3CNC3)CC2)c1C(N)O,0.583
MOL_02_009122,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CC2CCN2)CC1,0.583
MOL_02_009726,CC(C)NCC(Cc1ccc(Cl)c(Cl)c1)C(O)N1CCN(c2ncnc3c2C(C)CC3)CC1,0.583
MOL_02_010016,Cc1ccc2c(c1)CCN2C(O)Cc1nc(O)cc(N2CCOCC2)n1,0.583
MOL_02_009711,Cc1cnn(C)c1-c1ccc(C(O)NC2CNCCC2c2cccc(Cl)c2)nc1,0.583
MOL_02_009445,Oc1cc(N2CCOCC2)nc(CC(O)N2CCc3ccc(Cl)cc32)n1,0.583
MOL_02_009559,CC(CN)c1ccc(-n2cnc3cnc4ccc(CCc5cccnc5)cc4c32)cc1,0.583
MOL_02_009005,CCn1c(-c2nonc2N)nc2c(CCC(C)(C)O)ncc(OCCN)c21,0.583
MOL_02_009977,NC1(c2ccc(-c3nn4c(-c5ccc(Cl)cc5)cnc4cc3-c3ccccc3)cc2)CCC1,0.583
MOL_02_009372,CCc1nc2cnc3ccc(CCc4cccnc4)cc3c2n1-c1ccc(CCN)cc1,0.583
MOL_02_009215,CCc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nc(-c6cccnc6)no5)CC4)cc3)nc2n1,0.583
MOL_02_009018,Oc1nc2ccccc2n1C1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,0.583
MOL_02_017955,NCc1cccc(-c2cc(-n3c4ccccc4c4ccncc43)nc(-n3c4ccccc4c4ccncc43)c2)c1CN,0.583
MOL_02_027682,Clc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc5c4CCCN5)CC3)n2)cc1C(Cl)(Cl)Cl,0.583
MOL_02_017446,NCc1c(Cl)cccc1-n1cncc1-c1cccnc1N,0.583
MOL_01_025932,Cc1ccc(C2=Nc3ccccc3N(CC(=N)Nc3ccc(CN)c(CN)c3)C(=N)C2)cc1C,0.556
MOL_01_027613,Cc1cc(CCC(O)Nc2ccccc2C(N)O)c2c(C)cc(O)cc2c1,0.556
MOL_02_000412,COc1ccc(N(CC(O)NCc2ccccc2)C(O)CCC(O)Nc2cc(C)ccn2)c(OC)c1,0.556
MOL_02_007050,NCc1c(C(CN)Cc2ccc(-c3ccccc3N(O)O)o2)nn(-c2ccccc2)c1N,0.556
MOL_02_004145,CCOc1ccc(NC(O)c2ccc(Cl)c(C(O)(O)NCc3ccc4c(c3)OCO4)c2)cc1,0.556
MOL_02_004337,COc1ccc(-c2cn(-c3ccc(C(O)O)c(O)c3)cc2CN)c(C)c1,0.556
MOL_02_002060,Cc1ccc(-c2ncccc2Cl)cc1C(O)Nc1cc(C(O)NC2(CCO)COC2)nn1-c1ccccc1,0.556
MOL_02_004600,NC(Cc1cc(Cl)c(Cl)cc1Cl)CC(O)N1CCCC1C(O)NCC(O)O,0.556
MOL_02_002852,Cc1ccc2c(c1)C(c1cc(Cc3ccc(O)cc3)c(O)n1CCN(C)C)C(O)N2,0.556
MOL_02_004848,Cc1cccc(C(O)NNC(O)Nc2ccccc2)c1,0.556
MOL_02_007604,OC(O)c1ccc(-c2c(CCc3ccc4ccccc4n3)nc3c(N4CCOCC4)ccnn23)o1,0.556
MOL_02_007953,Cc1ccc(CC(O)Nc2cc(C(O)(O)N3CCOCC3)ccc2N2CCCC2)cc1,0.556
MOL_02_008430,OCc1ccc(NC2CCN(Cc3ccccc3OC(Cl)(Cl)Cl)C2)cc1N(O)O,0.556
MOL_02_008844,Cc1ccc(NC(O)c2cccnc2CCc2ccncc2)cc1,0.556
MOL_02_002133,CCN(CC)CCNC(O)c1ccc(-n2ccnc2C)cc1,0.556
MOL_02_001518,CCOC(O)CNC(O)N1Cc2cc(-c3cccc(Cl)c3)ccc2-n2nncc2C1,0.556
MOL_02_007988,Cc1ccc(C(O)NNC(C)c2ccccn2)cc1,0.556
MOL_02_003123,Cc1cc(-c2ccc3ncc(C(O)C4CC4)c(N4CCC(CN5CCCC5)CC4)c3c2)cc(Cl)c1O,0.556
MOL_02_003484,CCNC(O)C1OC(n2cnc3c(N)nc(NCc4ccccc4)nc32)C(O)C1O,0.556
MOL_02_005570,Cc1ncc(C(CNC(O)c2cccc(C)c2C)N2CCC(Cl)CC2)cn1,0.556
MOL_02_005776,COc1ccc2cc(C(C)c3nnc(C)n3NCc3ccc(O)cc3)ccc2c1,0.556
MOL_02_003030,CN1CCN(c2cnc3cc(C(Cl)(Cl)Cl)cc(NCc4cccc(C(N)O)c4)c3n2)CC1,0.556
MOL_02_000737,Cc1c(C)n(Cc2ccccc2)c2c(OCc3ccc(Cl)cc3)nc(C(N)O)cc12,0.556
MOL_02_005012,CCCCC1OC(n2cnc3c(N)nc(NNCCC(C)C)nc32)C(O)C1O,0.556
MOL_02_004346,Cc1cc(-c2ccc3ncc(C(C)O)c(NC4CCC(CN5CCCC5CO)CC4)c3c2)cc(Cl)c1O,0.556
MOL_02_001929,COc1c(C)cnc(CC(O)c2nc3ccccc3n2CCN2CCOCC2)c1C,0.556
MOL_02_005857,COCc1nc(C)nn1-c1cc(N2CC(c3nc4ccccc4n3C)C2)nc(C)n1,0.556
MOL_02_004000,CCc1c(C)cc2nc(O)c(O)nc2c1N(O)O,0.556
MOL_02_000835,CC1CCC(O)C2(CO)CC3(CCC12)OCCO3,0.556
MOL_02_008933,Cc1ccc(C(c2ccccc2)N2CCN(CC(C)(C)COCC(O)O)CC2)cc1,0.556
MOL_02_004553,Cc1cn2cc(C(Cl)(Cl)Cl)cc2c(CCc2ccc(NC(C)(O)O)cc2)n1,0.556
MOL_02_003935,Nc1nc(-c2cccc(-c3ccccc3)c2)nc2c1ncn2C1OC(CO)C(O)C1O,0.556
MOL_02_007423,CN1C2COCC1CC(NC(O)c1cn(-c3ccccc3)c3ccccc13)C2,0.556
MOL_02_007233,COCc1cc(C)nc2c1C(O)NC(c1ccc(C)cc1)N2Cc1ccccc1,0.556
MOL_02_003620,CCCCc1cc(NCC)nc(Nc2cccc(OC)c2)n1,0.556
MOL_02_000279,CCn1c(C)cc(C(O)N2CCC(Nc3ccc(C)nn3)CC2)c1C,0.556
MOL_02_000456,OCCN1CCN(c2ccc(C(Cl)(Cl)Cl)cc2N(O)O)CC1,0.556
