SMILES,name,canvasUID,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar
c1cc(Cl)ccc1Nc(c2C(N)O)nn(c2)C3(CCN)CCN(CC3)c4ccccn4,MOL_02_045620,11721,441.957,1.7955,3,2,7,31,0,1,4,118.25,68.529,125.0369,55.808
CC(N)Cc(c1)ccc(c12)OCO2,MOL_02_004007,11722,179.2157,1.4027,2,0,2,13,0,1,2,44.48,28.334,49.4711,22.889
CCC(O)NCCc1cccc(c12)ccc(c2)OC,MOL_02_005200,11724,259.3434,2.8549,2,1,6,19,0,1,2,41.49,40.501,77.3869,35.691
CN(C)CCNC(O)c(c(c12)occ1)ccc2-c3cnn(C)c3,MOL_02_006353,11728,314.3822,0.9405,3,1,6,23,0,1,3,66.46,49.668,89.2735,40.635
C1CC1NC(O)c2c(cccc2)NC(O)CN3CCN(CC3)c4c(OCC)cccc4,MOL_02_001566,11730,426.5518,3.0872,3,3,10,31,0,2,4,80.23,65.167,124.5489,54.409
c1cc(Cl)ccc1C(O)Nc(c2C)cc(cn2)-c(cc3)cn(c34)ccn4,MOL_02_009722,11731,364.8282,3.1351,3,2,4,26,0,1,4,62.97,57.613,101.1763,49.877
c1ccc(Cl)cc1C(O)CNC(O)NCc2ccccc2,MOL_02_002362,11732,306.7873,2.9426,2,2,7,21,0,2,2,64.52,49.778,83.9384,39.908
c1ccc(Cl)cc1CC(C2O)COc(c23)cc(O)cc3,MOL_02_001403,11735,290.7415,3.4529,3,2,2,20,0,2,3,49.69,47.612,77.515,37.069
c1nn(C)c(C)c1CCC(O)Nc(c2C)c(C)n(n2)Cc3c(C)cccc3,MOL_02_005142,11744,367.4879,2.6772,3,2,7,27,0,1,3,67.9,56.002,113.8335,49.245
c1cccc(c12)n(C)c(n2)CC(O)NNC(O)c(cc3)nc(c34)cccc4,MOL_02_006537,11748,363.413,2.5893,4,4,6,27,0,2,4,95.23,61.168,97.8395,48.999
c1cc(O)cc(c1c23)Cc2cc(cc3)N(O)O,MOL_02_005617,11751,229.2313,0.7834,3,3,1,17,0,0,3,63.93,43.502,64.5578,30.945
COc(cc1)c(OC)cc1CC(O)Nc(ccc2)cc2-c(cc3)nn(c34)cnn4,MOL_02_005073,11753,391.4231,2.7001,6,2,7,29,0,1,4,94.32,65.002,113.4735,51.598
CC(C)NC(O)N(CC1)CCC1(CCN)n(c2)nc(c2C(N)O)Nc3ccccc3,MOL_02_045778,11764,417.5483,0.6318,3,3,9,30,0,2,3,137.62,67.25,119.9957,51.495
CC(O)c1nc(ccn1)N(CC2)CCN2c(cc3)nc(c34)cccc4,MOL_02_004868,11767,335.4029,2.8807,4,1,3,25,0,1,4,65.38,52.668,96.6419,44.796
C1CCCCCCC1NC(O)COC(O)CCc2ccc(C)cc2,MOL_02_003583,11768,335.4809,4.3329,3,2,8,24,0,2,2,61.72,50.333,97.1323,41.876
c1cccc(c12)CN(CC2)CC(O)COc(ccc3)cc3-c(c4CN)cccc4,MOL_02_006455,11770,388.502,3.7241,2,1,7,29,0,1,4,58.72,59.835,118.0342,55.593
c1ccnn(c12)c(cn2)NC(O)N3CCN(CC3)Cc4cc(ccc4)Oc(cc5)ccc5C,MOL_02_003280,11773,444.5288,4.3234,4,2,7,33,0,1,5,78.68,68.835,130.9295,59.647
COc(cc1)c(OC)cc1C(O)NNC(NC2(O)O)c(c23)cccc3,MOL_02_006135,11775,347.3657,1.5715,5,5,6,25,0,2,3,115.24,62.751,90.5712,42.261
NCCNC(O)c1c(ccnc1)Nc(c2OC)nc(nc2)-c3c(Cl)ccc(C)c3,MOL_02_004666,11776,414.8886,2.1158,5,2,8,29,0,1,3,118.21,67.28,110.1982,52.259
c1cccc(c12)nccc2-c3cnn(c34)cc(cn4)-c5cc(ccc5)N6CCNCC6,MOL_02_001660,11777,406.4824,2.8188,3,0,3,31,0,0,6,58.87,60.836,123.308,58.622
c1cccc(C)c1C(O)N(C2)C(CN)c(cccc3)c3n(c24)nnc4,MOL_02_005734,11778,335.4029,2.4609,3,1,3,25,0,2,4,80.2,54.001,97.118,45.631
Cc1c(Cl)ccc(c1)-c2cn(CCN(C)C)c(n2)C3CCN(CC3)c4ncnc(N)c4CN,MOL_02_009386,11781,469.0254,3.2006,3,1,7,33,0,0,4,102.12,68.28,136.924,59.423
NC(N)CCc1c(O)c(C)cc(C)c1,MOL_02_006581,11783,194.2734,1.5302,1,1,3,14,0,0,1,72.27,33.001,58.4617,26.212
c1cccc(c12)cn(c2O)C(C)C(O)Nc3ccccc3,MOL_02_003727,11789,282.337,3.4429,2,3,4,21,0,2,3,57.42,47.834,82.0328,39.961
CC(O)Nc1ccc(cc1)Nc(n2)nc(c(c2C)N(O)O)N(C)c3ccccc3,MOL_02_005668,11790,396.443,1.6902,5,5,7,29,0,1,3,117.01,70.002,113.8787,51.695
c1cccc(c12)nc(cc2NCCN)N(C3)CCOc(c34)cccc4,MOL_02_005041,11792,334.4149,3.0857,2,1,4,25,0,0,4,63.41,50.502,101.9718,46.818
CN(C1)CCN(C(O)COC)CC1Cc2cc(N(C)C)ncn2,MOL_02_000938,11794,323.4338,0.7387,4,1,6,23,0,2,2,64.96,48.5,93.3094,37.765
NC(O)NNC(O)c(cc1O)nc(c12)ccc(Cl)c2,MOL_02_000248,11795,284.6989,1.0307,4,5,4,19,0,2,2,123.66,53.112,68.162,32.407
c1ccc(C)c(c1C)NC(O)CC(C(O)O)NCCc2ccccc2,MOL_02_008349,11799,344.4479,3.1841,3,4,9,25,0,2,2,84.75,58.167,100.8999,45.915
CNC(O)(O)c1ccc(cc1)CCCCNC(O)c2c(OC)ccc(C)c2,MOL_02_005151,11800,374.4739,3.7098,4,3,10,27,0,1,2,93.98,63.418,107.0372,48.387
Cc(c1)cc(C)cc1CCC(O)N(CC2)CCC2CCNC(O)c3cnc(o3)O,MOL_02_005265,11801,403.5151,3.2636,5,3,9,29,0,2,3,101.99,65.334,111.0432,48.771
c1ccccc1OCC(O)CNCCC(O)Oc2ccc(Cl)cc2,MOL_02_001217,11802,351.8246,3.1182,4,2,10,24,0,2,2,70.95,57.278,92.0468,43.501
c1cccc(c12)OCC(O2)C(N)NCCc3ccccc3,MOL_02_004136,11803,284.3529,2.5227,2,0,5,21,0,2,3,56.51,43.667,81.4646,38.999
CCc(c1)c(CC)nn(cc2)c1c(c2c34)nc3c(N(O)O)ccc4,MOL_02_001536,11804,322.3611,2.031,4,2,3,24,0,0,4,74.41,54.336,92.0062,43.082
OCC(C)(N)C(O)Nc(cc1)ccc1-c(ccc2)cc2C(C)C,MOL_02_003089,11806,314.4219,2.8769,2,3,6,23,0,2,2,78.51,52.584,95.1586,43.443
OCC(O)NCc1cc(OC)c(O)cc1,MOL_02_002471,11815,213.2304,0.2048,4,3,5,15,0,1,1,81.95,41.334,54.7855,24.937
C1CCCCC1NC(O)NNC(O)COc(cccc2)c2-c3ccccc3,MOL_02_006547,11819,371.4733,3.8707,3,4,9,27,0,2,3,85.78,59,104.9776,48.327
ClC(Cl)(Cl)c1cccc(c12)N(CC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_009990,11822,459.754,3.9943,5,2,5,29,0,1,4,81.95,68.918,112.4014,49.606
NC(N1)NC(N)N(C1(C)C)OCCCOc(c(C)c2)cc(C)c2C,MOL_02_000535,11827,337.4603,2.3334,2,0,6,24,0,2,2,97.8,51.084,96.673,41.138
c1ccccc1CCC(O)Nc(cn2)ccc2C(O)Nc3c(N)cc(Cl)cc3,MOL_02_002496,11831,398.8859,3.6547,3,5,8,28,0,2,3,103.43,65.779,114.1733,52.93
c1ccccc1CC(CN)C(O)Nc(cc2)ccc2Cn3c(CCCC)nc(C)c3CO,MOL_02_006952,11832,436.5896,3.7937,3,3,12,32,0,2,3,96.33,68.668,130.4612,59.305
c1cccc(c1CN)-c2ccc(O)cc2,MOL_02_006776,11836,199.2484,2.1869,1,1,2,15,0,0,2,46.25,34.168,61.3617,30.445
c1ccc(OC(Cl)Cl)cc1NC(O)Cc2nc(cc(n2)O)N3CCOCC3,MOL_02_009745,11837,415.2711,3.1052,6,3,7,27,0,1,3,99.97,66.223,100.593,45.377
c1cc(Cl)ccc1Nc(c2C(N)O)nn(c2)C3(CCN)CCN(CC3)Cc4ccon4,MOL_02_045731,11840,445.9457,0.8026,4,2,8,31,0,1,4,131.39,69.529,119.7795,53.351
Cc1ccc(cc1)-c(c2CO)nn(-c(cc3C)ccc3)c2NCN(C)C,MOL_02_004703,11844,350.4573,4.3722,2,2,6,26,0,0,3,53.32,54.169,109.8941,49.493
CCCCCC(O)Nc(n1)ncc(c1c23)CCc2cccc3,MOL_02_008545,11847,297.3947,4.5713,3,2,6,22,0,1,3,58.04,45.168,90.1224,40.01
NC(O)c1cccn(c12)c(-c3ccccc3)c(n2)-c(cc4)ccc4C5(N)CCC5,MOL_02_009341,11848,384.4736,3.3358,2,1,4,29,0,1,5,90.09,61.752,111.8624,55.242
c1ccc(C)c(C)c1C(C2CCNCC2)NC(O)c(c3)ccc(c34)cncc4,MOL_02_009155,11849,375.5066,3.5234,2,1,5,28,0,2,4,57.18,56.001,113.9678,52.807
CC(C)(C)C(O)Nc(cccc1)c1C(O)NCCCn2ccnc2,MOL_02_003326,11850,332.4405,1.5843,3,3,9,24,0,2,2,82.34,53.75,95.5731,42.711
c1ccccc1C(O)(O)CC(O)c2cc(C)c(O)c(C)c2,MOL_02_003161,11851,288.3383,2.8977,4,4,4,21,0,1,2,80.92,54.418,80.8148,38.345
c1nccn1Cc(cc2O)cc(c23)C(O)c4c(C3O)c(O)ccc4,MOL_02_001585,11852,324.3306,0.9749,5,4,2,24,0,2,4,98.74,60.835,87.115,42.423
ClC(Cl)(Cl)c1cc(ccc1)NC(O)c(c2)ccc(C)c2C(O)Nc3ccc(N)nc3,MOL_02_003304,11856,467.776,4.5982,3,5,7,30,0,2,3,103.43,73.918,126.1069,56.87
CC(C)(C)c1ccc(cc1)C(O)Nc(cc2)cc(C)c2CC(O)O,MOL_02_003630,11857,329.4333,3.8873,3,4,6,24,0,1,2,72.72,56.251,98.3126,44.564
c1cc(C)c(C)cc1C(C2CCNCC2)NC(O)c(c3)ccc(c34)cnc(C)c4,MOL_02_009544,11858,389.5331,3.806,2,1,5,29,0,2,4,57.18,57.668,118.8674,54.642
c1ccccc1-c2nnc(o2)NC(O)COC(O)CCc3ccccc3,MOL_02_001888,11863,355.3877,2.7713,6,3,9,26,0,2,3,100.64,61.334,98.4464,45.185
CCOC(O)c1cc(O)cc(c12)nc(o2)-c3ccc(O)cc3,MOL_02_003525,11865,301.294,2.5138,6,3,4,22,0,1,3,95.95,56.502,76.8855,37.488
c1cc(O)ccc1NC(O)C(C2)Oc(c23)cccc3,MOL_02_001640,11868,257.2845,2.7672,3,3,3,19,0,2,3,61.72,44.834,72.5074,34.615
CCOC(O)Cc1nc(cc(n1)O)N2CCOCC2,MOL_02_045771,11876,269.297,0.6669,6,2,5,19,0,1,2,87.94,46.334,65.9631,28.997
CCOC(O)Cc1nc(cc(n1)O)N2CCOCC2,MOL_02_009655,11877,269.297,0.6669,6,2,5,19,0,1,2,87.94,46.334,65.9631,28.997
CCCc(nn1C)cc1C(O)Nc2cccc(c23)cccc3,MOL_02_005978,11883,295.3788,3.8098,2,2,5,22,0,1,3,50.08,46.168,91.0574,41.741
NCc1ccc(cc1)Nc(c2c34)ccc3cccc4CCC2O,MOL_02_002764,11888,304.3856,3.3495,1,2,3,23,0,1,4,58.28,48.002,93.8641,44.885
NCc1ccc(cc1)Nc(nc2)cc(c2N(O)O)Nc(c3C)c(C)ccc3,MOL_02_007252,11891,365.4289,1.9575,3,4,6,27,0,0,3,106.67,62.836,107.7331,50.476
c1cc(Cl)c(OC)cc1-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5CN,MOL_02_009038,11896,497.0355,2.579,4,1,8,35,0,0,5,111.35,72.28,141.2424,61.121
c1cnccc1C(O)CCc2cccc(c23)nccc3,MOL_02_006768,11898,264.3217,2.6508,3,1,4,20,0,1,3,46.01,43.001,78.2767,38.616
Cc1cccc(c12)N(CCO2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_010062,11900,372.4183,2.5482,6,2,4,27,0,1,4,91.18,60.835,98.2246,44.333
Cc(c1)ccc(C)c1C(O)(O)CCN2CCCC2Cn3cccn3,MOL_02_004603,11903,329.4366,2.5486,3,2,6,24,0,1,3,61.52,51.584,96.9242,42.421
c1cc(Cl)ccc1CCC(O)c2ccc(cc2)OCCn3c(N(O)O)cnc3C,MOL_02_001042,11904,417.886,2.1829,5,3,9,29,0,1,3,90.98,69.946,112.0049,52.023
N1CCCNC1C(N(O)O)C(C(C)C)Cc2ccc(C)cc2,MOL_02_000454,11905,307.4311,1.1441,2,2,6,22,0,2,2,67.76,47.666,88.637,38.436
CC(O)c1ccc(cc1)Nc(cc2C)nc(n2)-c3ccncc3,MOL_02_006378,11906,306.3617,2.6682,4,2,4,23,0,1,3,70.93,50.835,87.795,43.28
c1ccc(CN)cc1CC(N)COc(cnc2)cc2CCc3ccncc3,MOL_02_009283,11908,362.468,2.1535,3,0,9,27,0,1,3,87.05,56.668,108.0062,51.389
o1cccc1CNC(O)Nc(c2)ccc(c23)oc(n3)C,MOL_02_002162,11909,273.2872,1.7554,4,2,5,20,0,1,3,83.46,46.168,70.7848,33.987
OC(O)c1ccc(cc1)-n(c2)cc(c2CN)-c3c(cccc3)OCc4cc(C)ccc4,MOL_02_002973,11918,414.4962,4.075,3,2,7,31,0,0,4,80.64,69.169,121.1941,59.923
OC(O)CCCCCNC(O)OCC(c1cccc2)c(c3c12)cccc3,MOL_02_000888,11924,357.4434,3.2497,4,3,10,26,0,1,3,81.95,59.667,101.4214,46.262
COC(O)NNCCCc(c1)ccc(c12)OCO2,MOL_02_007131,11927,254.2823,1.5968,4,3,7,18,0,1,2,71.98,41.834,65.3001,29.184
Cc1cccc(c12)N(CCC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_009732,11928,370.4454,3.2769,5,2,4,27,0,1,4,81.95,58.835,101.6406,45.531
COC(O)c1cc(N(O)O)c(cc1)CC(O)c2ccc(cc2)-c3ccncc3,MOL_02_001879,11929,382.4098,0.5488,6,4,7,28,0,2,3,106.28,70.668,105.4779,50.169
c1cc(O)c(Cl)cc1-c(cc2CN)nc(c23)ccc(c3)O,MOL_02_003303,11930,300.7396,3.1987,3,2,2,21,0,0,3,79.37,51.947,81.4099,40.157
c1ccccc1CN(c(c2C(O)O)cccc2)C(O)CONCc3ccc(cc3)OC,MOL_02_004359,11936,424.4895,3.3076,5,4,11,31,0,1,3,94.42,73.001,119.3942,56.443
c1cc(Cl)ccc1Nc(c2C(N)O)nn(c2)C3(CCN)CCN(CC3)c(c4C)cncn4,MOL_02_045749,11939,456.9717,0.9082,4,2,7,32,0,1,4,131.14,71.196,128.4762,56.39
c1cc(N(O)O)ccc1C(O)(O)Nc(ccc2)cc2-c3ccc(nn3)N4CCOCC4,MOL_02_003961,11941,425.4378,1.3578,7,5,6,31,0,0,4,134.44,77.252,118.5216,52.679
OC(O)c1ccc(cc1)-n(c2)cc(c2CN)-c(c3)ccc(c34)cccc4,MOL_02_005890,11942,344.4064,2.9301,2,2,4,26,0,0,4,71.41,58.502,101.5273,51.05
NCc1c(N)oc(c12)cc(C)c(c2)O,MOL_02_005820,11945,192.2145,1.026,2,2,1,14,0,0,2,85.41,35.002,53.0028,24.773
Cc1ccc(cc1)NC(O)C(O)NCCc2ccc(C)cc2,MOL_02_005495,11953,300.3954,3.4392,2,3,7,22,0,2,2,64.52,49.334,90.4856,41.608
Cc1c(C)ccc(c1)CC(N)C(O)N2CCN(CC2)c3ncnc(c34)cccc4,MOL_02_009289,11958,391.5093,3.7866,3,1,5,29,0,2,4,78.51,60.168,117.7242,52.905
C1CCCN1C(O)(O)c2cc(C(N)O)c(cc2)OCc3ccc(C)cc3,MOL_02_000929,11964,358.4314,3.0413,4,3,6,26,0,1,3,99.18,61.918,101.1409,45.778
c1cccc(c1CC)NC(O)CNC(O)c2c(cccc2)OCc3c(C)noc3C,MOL_02_004680,11967,411.4941,3.4921,5,3,10,30,0,2,3,99.78,67.835,115.3229,53.294
CC(O)c1ccc(cc1)NC(O)Cn(n2)c(N)nc2-c3ccccc3,MOL_02_000425,11968,339.3916,1.7223,4,4,6,25,0,2,3,109.22,59.001,100.8703,45.207
c1ccccc1C(c2ccccc2)CCNC(O)c3ccnc(c34)cccc4,MOL_02_003903,11969,368.4709,4.8592,2,1,7,28,0,1,4,45.15,57.501,112.869,55.979
Cc1cc(ccc1)NC(O)(O)c(c2)ccc(C)c2C(O)NCc3cccnc3,MOL_02_006230,11971,379.4522,3.6827,4,4,7,28,0,1,3,97.64,66.085,111.0601,52.081
c1ccc(C)cc1C(O)NCCCNC(O)c2cc(C)ccc2,MOL_02_003339,11974,314.4219,2.9094,2,2,8,23,0,2,2,64.52,50.834,93.6506,43.443
CC(C)(O)C(O1)CCC1(C)c(cc2)cc(O)c2C,MOL_02_001009,11975,250.3334,2.6193,3,2,2,18,0,2,2,49.69,41.334,71.2267,31.35
OC(O)c(c1)oc(c12)ccc(c2)-c3cncc(n3)NC4CNC4,MOL_02_005025,11977,312.3232,0.8421,5,3,4,23,0,0,4,103.44,54.168,81.6373,38.724
COc(cc1)c(OC)cc1C(O)(O)N(c(cc2)ccc2C)CC(O)NCc3ccco3,MOL_02_003062,11978,428.4782,3.6872,6,3,10,31,0,1,3,107.56,74.585,115.0854,53.986
NC(N1)OCC1COc2c(Cl)cccc2,MOL_02_000231,11984,228.6754,1.7425,2,0,3,15,0,2,2,56.51,34.611,56.9807,26.21
Cc1c(Cl)ccc(c1)Nc2c(N)oc(c23)c(ncc3)-c4cccnc4,MOL_02_004710,11987,350.8016,4.0477,3,2,3,25,0,0,4,76.97,55.114,96.5767,47.613
CC(O)Nc(n1)cn(c12)cc(cc2)-c(c3C)cc(cc3)NC(O)c4cc(C)ccc4,MOL_02_005199,11993,402.4888,4.2825,3,4,6,30,0,2,4,82.34,66.002,120.1626,56.653
n1cccn1CCCC(O)N(C2)CCCC2COc3cc(OC)ccc3,MOL_02_006988,11995,359.4626,2.3635,4,1,9,26,0,2,3,59.75,54,102.9533,44.893
c1cc(O)c(C)c(O)c1C(O)CN2CCN(CC2)Cc(c3)ccc(c34)OCO4,MOL_02_008809,11996,386.4415,2.6532,5,3,5,28,0,1,4,85.63,64.502,105.4222,47.476
c1nccn1CCCNc2nnc(c(c23)cccc3)NCCCn4ccnc4,MOL_02_008323,11997,376.4582,1.065,4,2,10,28,0,0,4,85.48,56.668,112.9716,50.306
OCC(C)CCn(cn1)c(c12)ncnc2N,MOL_02_002002,11999,221.259,0.0496,4,2,4,16,0,1,2,89.85,37.834,61.8013,26.311
CCOc1cccc(c12)N(CC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_009964,12000,386.4448,2.7943,6,2,6,28,0,1,4,91.18,62.335,103.1345,46.168
c1ccccc1CCOc(c2CN)cc(cc2)Cn3ccnc3,MOL_02_000585,12004,307.3895,2.3185,2,0,7,23,0,0,3,53.07,47.168,91.8912,44.472
CN1C(O)=C(O)N(C)c(c12)ccc(c2)C(O)(O)CCC(O)N3CC(CC)Oc(c34)ccc(C)c4,MOL_02_003820,12006,471.546,4.0234,6,5,6,34,0,2,4,120.1,82.752,130.1871,56.612
c1ccc(N(C)C)cc1C(O)NCc2cc(ccc2)-c(ccc3)cc3CN4CCNCC4,MOL_02_005284,12008,430.5851,3.7871,1,1,8,32,0,1,4,50.77,63.335,133.8114,61.328
c1ccc(C)cc1CC(N)C(O)N2CCN(CC2)c3ncnc(c34)cccc4,MOL_02_010026,12010,377.4827,3.3004,3,1,5,28,0,2,4,78.51,58.501,112.683,51.07
C1CC1C(O)NCCN(CC)C(O)c2c(Cl)ccc(c2)Cc3nnc(O)c(c34)CCCC4,MOL_02_000166,12011,460.9968,4.6823,5,3,10,32,0,2,4,101.74,71.279,127.6499,54.841
Clc1cccc(c12)N(CC2)C(O)Cc3nc(cc(n3)O)N4CCOCC4,MOL_02_009047,12013,376.8373,3.1263,5,2,4,26,0,1,4,81.95,59.446,96.7281,43.831
O1CCOc(c12)ccc(c2)C(O)NCc(c3)ccc(c34)OCO4,MOL_02_001957,12015,315.3206,2.1654,5,1,4,23,0,1,4,69.18,51.835,81.6728,38.785
c1ccccc1C(O)NN(C)C(NC2(O)O)c(c23)cccc3,MOL_02_008926,12021,301.3404,2.1402,4,4,4,22,0,2,3,87.99,53.917,82.9395,39.152
c1nc(C)nc(c12)nc(NC(O)N(C)C)c(c2)-c(c3C)c(C)ccc3,MOL_02_002429,12024,337.4188,3.8678,4,2,4,25,0,1,3,74.17,54.169,101.0873,45.57
CC(O)(O)Nc(ccc1)cc1-c(cc2NC(C)O)cn(c23)c(cn3)-c4cc(OC)ccc4,MOL_02_005771,12028,434.4876,3.5626,5,5,7,32,0,1,4,111.8,75.419,123.0251,57.927
c1cccn(c12)c(cn2)C(O)Nc(c3C)cc(cc3)-c(no4)nc4C5CC(C5)NCCCO,MOL_02_002486,12030,448.5175,1.9426,6,3,9,33,0,1,5,121.26,72.668,123.2081,56.421
c1cc(C)cc(C)c1CCNC(O)NCCCc2ccccc2,MOL_02_005896,12031,312.4491,4.8599,1,1,9,23,0,1,2,44.29,46.501,97.3637,44.641
NC(O)CCC(O)Nc1c(OC)cccc1,MOL_02_005427,12035,226.2722,0.2387,3,3,6,16,0,2,1,87.74,41,62.4554,27.486
c1ccccc1C(O)c2ccc(cc2)Nc3c(CN)cnc(c34)cnc(c4)NCCN5CCOCC5,MOL_02_008973,12038,484.5927,2.7063,4,3,9,36,0,1,5,108.56,75.669,143.4816,65.982
c1cc(Cl)ccc1C(O)c2c(N)c(CC(O)O)cc(C)c2,MOL_02_002712,12041,307.772,2.3599,3,4,4,21,0,1,2,86.71,54.279,84.4143,39.194
ClC(Cl)(Cl)C(O)(O)CC(O)c1ccc(O)cc1,MOL_02_003981,12047,301.5509,1.9393,4,4,4,17,0,1,1,80.92,53,66.0743,29.496
OC(O)CC1CC(CN)NN1c2ccc(cc2)Oc(c3C)cccc3,MOL_02_003514,12052,343.4201,2.1041,3,3,6,25,0,2,3,90.98,57.167,97.0292,44.657
CC(O)(O)c1ccc(cc1)-n(c2)nc(-c3cccnc3)c2CCC(O)NCc4ccncc4,MOL_02_007700,12054,445.5136,1.5266,6,3,9,33,0,1,4,116.32,76.585,126.5706,59.834
CCCCCC(N(O)O)C1N(CCN1)Cc2ccc(C)nc2,MOL_02_008427,12055,308.4191,0.6998,3,2,8,22,0,2,2,71.86,48,86.866,37.183
ClC(Cl)(Cl)c1c(O)c(ccc1)NC(O)Cc2nc(cc(n2)O)N3CCOCC3,MOL_02_009983,12056,449.7162,3.1713,6,4,6,28,0,1,3,110.97,72.418,106.6266,47.347
ClC(Cl)(Cl)c1c(O)c(ccc1)NC(O)Cc2nc(cc(n2)O)N3CCOCC3,MOL_02_045733,12057,449.7162,3.1713,6,4,6,28,0,1,3,110.97,72.418,106.6266,47.347
c1ccccc1C(NCCOC)C(O)Nc(c2)cc(C)cc2C,MOL_02_007614,12060,314.4219,3.3555,2,2,8,23,0,2,2,53.52,48.834,95.4148,43.443
O1CCCC1CNC(O)CCc(c2CN)nc(C)c(C)c2C,MOL_02_008278,12067,307.4311,1.1228,3,1,7,22,0,2,2,80.4,46.501,89.1363,37.667
Cc1cc(nc(n1)C)N(CC2)CCC2O,MOL_02_005915,12068,207.2722,0.4263,3,1,1,15,0,0,2,49.25,32.334,58.6861,25.251
c1ccccc1CC(C(O)O)NC(O)OCC(c2cccc3)c(c4c23)cccc4,MOL_02_007502,12076,391.4596,3.8871,4,3,8,29,0,2,4,81.95,66.667,111.6368,53.681
o1cccc1CCC(O)NC2CCN(CC2)c(cc3C)nc(n3)C,MOL_02_001394,12078,330.4246,1.0772,4,1,6,24,0,1,3,74.42,50.334,90.6527,40.739
c1cccc(Cl)c1OCC(O)CNCCOc(cc2)ccc2OCC(N)O,MOL_02_005656,12085,396.8652,2.0172,5,2,12,27,0,2,2,106.2,65.945,102.008,47.324
c1ccccc1C(O)NC(C(O)O)Cc2ccc(cc2)OCCc3ccccc3,MOL_02_008348,12087,393.4755,3.9706,4,3,10,29,0,2,3,81.95,67.167,112.5259,54.455
COc(cc1)c(C)cc1C(O)(O)N(C)CC(O)NCCCn2ccnc2,MOL_02_005364,12093,364.4393,1.1155,5,3,10,26,0,1,2,103.01,62.584,99.1103,43.985
c1ccccc1C(O)(O)NCC2CCCN2CN,MOL_02_001203,12095,251.3247,1.0066,2,2,5,18,0,1,2,81.75,42.25,70.6745,31.096
n1onc(c12)cccc2C(O)(O)N(CC3)CCC3C(O)NCCc4ccccc4,MOL_02_000346,12096,398.4555,2.9192,6,3,7,29,0,1,4,114.88,67.584,108.1329,48.536
c1cccc(c12)CN(CC2)CC(O)COc3cccc(c34)ccc(n4)N5CCOCC5,MOL_02_002145,12099,419.5161,3.6778,4,1,6,31,0,1,5,58.06,62.835,122.1625,55.142
c1cnn(c12)c(cc(n2)CN)-c3cc(OC)cc(c3)OC,MOL_02_000672,12104,284.3131,1.2472,4,0,4,21,0,0,3,75.19,46.502,79.7223,37.455
c1cccc(C)c1CN(C2(O)O)C(O)c(c23)cc(OC)c(c3)OC,MOL_02_005625,12105,331.363,3.2115,5,3,4,24,0,1,3,82.39,59.085,90.1451,41.394
C1CNCCC1CNC(O)c2c(cccc2)-c(c3)cc(C)cc3C,MOL_02_007830,12108,324.4598,3.6718,1,1,5,24,0,1,3,44.29,47.501,100.5279,45.702
c1cnn(c12)c(ccc2)-c3cc(N)ncc3,MOL_02_002719,12110,210.2346,1.6496,2,1,1,16,0,0,3,56.73,34.668,62.5716,30.676
CC(C)(C)CNc(nc1CN)c(N)c(n1)N2CCOCC2,MOL_02_004457,12112,294.3958,0.5065,3,2,5,21,0,0,2,102.32,44.918,85.5223,34.809
CC(O)(O)c1ccc(cc1)NN2C(O)CCC2c(cc3)ccc3C,MOL_02_000282,12118,328.4055,2.71,3,4,4,24,0,2,3,75.96,56.084,95.719,43.306
Cc1cc(c(O)cc1)NC(C2C(O)O)N(CCC2)CCc3ccc(cc3)OC,MOL_02_001855,12121,386.4846,3.5857,4,4,7,28,0,2,3,85.19,63.834,110.0703,49.448
Cc(n1)cccc1C(O)Nc2cccc(n2)Oc3cccnc3,MOL_02_005637,12123,308.3345,2.791,5,2,5,23,0,1,3,80.16,52.668,86.819,42.082
NCNc1nccn1CC(C)c2cc(c(cc2)OC)OCCC(C3)Cc(c34)cccc4,MOL_02_000437,12125,420.5472,4.163,3,1,10,31,0,1,4,74.33,62.168,123.9224,56.696
O1COc(c12)ccc(c2)CN(C3O)C(O)N3Cc(c4)ccc(c45)OCO5,MOL_02_007279,12126,358.3453,3.4504,6,2,4,26,0,0,5,83.86,60.668,89.8534,41.834
CC(C)(C)NC(O)C(O)NNC1CCCCCCC1,MOL_02_005295,12136,273.4148,1.9892,2,4,6,19,0,2,1,76.55,41.249,76.7968,31.017
C1CCCCC1NC(O)CN(C(O)c2cnccn2)CCNc3ccnc(c34)cc(C)cc4,MOL_02_006362,12138,450.5765,2.9478,5,3,10,33,0,2,4,106.43,70.334,128.9578,57.794
Oc1nc(O)nc(C(O)O)c1CCc2cc(OC)ccc2,MOL_02_004765,12140,292.2872,2.4834,7,4,5,21,0,0,2,115.93,57.835,74.6452,34.641
