DrugGEN_MOL_ID,SMILES,DEEPScreen_Confidence_Score
MOL_02_004281,Cc1ccc(N[C@H](C)[NH2+]Cc2cccnc2)cc1,0.472
MOL_02_009288,[NH3+][C@H](O)CCc1cnc2cc(-c3ccccc3)c(-c3ccc(C4([NH3+])CCC4)cc3)nn12,0.472
MOL_02_000512,C[NH2+][C@H](O)[C@H](NOC)c1ccccc1COc1ccc(C)cn1,0.472
MOL_02_010062,Cc1cccc2c1OCCN2[C@H](O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0.472
MOL_02_000676,C[C@@H]1N(N[C@H](O)c2ccccc2)[C@@H](C[C@H]([NH3+])O)[C@@H](O)N1c1ccccc1,0.472
MOL_02_001365,Cc1ccn2ncc(-c3ccn(C(O)(O)c4cc(N(O)O)ccc4C)n3)c2n1,0.472
MOL_02_025975,C[C@H]([NH3+])c1ccc(-n2cnc3c(N)ncnc32)cc1,0.472
MOL_02_000343,C[C@H]([NH3+])NN[C@@H]1CCc2ccccc2C1,0.472
MOL_02_006848,CC(C)(O)c1nc(-c2ccc(CN[C@H](O)c3cnc(-c4ccccn4)nc3)cc2)no1,0.472
MOL_02_004291,COc1ccc(-c2ccc3c(N4CCOC[C@H]4C)nc(N[C@H](C)CO)nc3n2)cc1CO,0.472
MOL_01_026783,COc1ccc(-c2nc(CCCc3ccccc3)nc(N)c2C[NH3+])cc1,0.472
MOL_02_008733,CCN(CC)C(O)(O)c1ccc(N2CCCC2)c(NC(O)(O)c2ccc(Cl)cc2)c1,0.472
MOL_02_001567,CNc1ccc(Nc2c3ccc(N)cc3[nH+]c3cc(N)ccc23)cc1,0.472
MOL_01_027797,[NH3+]Cc1ccc(C[NH3+])c(Nc2c(C[NH3+])cnc3ccc(Cl)cc23)c1,0.472
MOL_02_003165,CCc1nn(CCO)c(CC)c1Oc1ccc(C[NH3+])c(Cl)c1,0.472
MOL_02_004361,Cc1cccc([C@H](O)C2CCN(c3nc4cnccc4nc3NC3CC3)CC2)c1,0.472
MOL_02_007430,O[C@@H]1[NH2+][C@@H]2CN(Cc3ccccc3)CC[C@H]2[C@@H](O)N1O,0.472
MOL_02_002704,COc1cc(C[NH3+])cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0.472
MOL_02_008059,C[C@H](c1ccc(Cl)cc1)[N@@H+](Cc1cc(C(O)O)ccc1Cl)[C@H]([O-])c1cnc2ccccc2c1,0.472
MOL_02_004027,O=c1[nH]c2ccccc2n1C1CC[NH+]([C@H](c2ccccc2OC(Cl)(Cl)Cl)c2nnnn2Cc2ccccc2)CC1,0.472
MOL_02_002525,COc1ccc(-c2cc([C@@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3[N@@H+]4C)on2)cc1,0.472
MOL_02_000385,COc1ccc([C@H](O)CCc2cn(Cc3cccc(C)c3)c3ccccc23)c2c1CCC(C)(C)O2,0.472
MOL_02_008345,Cc1noc(C)c1-c1ccc([C@H](O)[NH2+]CC(C)C)c2occc12,0.472
MOL_02_008015,Cc1c([C@H](O)c2cccc3ccccc23)c2ccccc2n1[C@H](C)CN1CCOCC1,0.472
MOL_02_010024,C[NH+](C)CCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2-c2cnc(N)nc2)CC1,0.472
MOL_02_007450,COc1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)c(OC)c1,0.472
MOL_02_003162,C[NH2+][C@H]([O-])c1ccc(CN(C)[C@H](O)c2ncoc2-c2ccc(OC)cc2)cc1,0.472
MOL_02_002624,COc1ccc([C@@]23CC[C@@H](O)C[C@@H]2[N@@H+](C)CC3)cc1OC,0.472
MOL_02_004118,C[N@H+]1[C@@H](O)CC[C@]12CC[C@@H]([NH2+][C@H](O)NCc1cccnc1)CC2,0.472
MOL_02_018317,[NH3+]Cc1ccc(-c2cc(-n3c4ccccc4c4ccccc43)nc(-n3c4ccccc4c4ccccc43)c2)c(C[NH3+])c1,0.472
MOL_02_014940,Nc1c(C[NH3+])c([C@H](C[NH3+])Cc2cc3ccccc3nc2N2CCCCC2)nn1-c1ccccc1,0.472
MOL_02_024512,Nc1cc(-c2cc(Nc3ccc(N4CCOCC4)nn3)c3nccn3c2)ccc1C[NH3+],0.472
MOL_02_033500,[O-][C@@H]1c2ccccc2C[N@H+]1CCC[C@@H](O)Nc1ccc2ncnn2c1,0.472
MOL_02_000247,CC[C@H](O)Nc1ccc(NC(O)(O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3[C@@H](O)N4C)c2)cc1,0.472
MOL_02_000869,CCc1nc2ccc([C@H]([O-])[NH2+]Cc3ccccc3OC)cn2c1N(C)Cc1ccc(OC)cc1,0.472
MOL_02_000568,OCC[NH+](CCO)Cc1ccc(Cl)cc1Cl,0.472
MOL_02_004043,CCC(O)(O)Nc1ccc2c(c1)-c1c[nH]c(=O)c3c1c(cn3C)CN2c1ccccn1,0.472
MOL_02_005776,COc1ccc2cc([C@H](C)c3nnc(C)n3NCc3ccc(O)cc3)ccc2c1,0.472
MOL_02_030749,[O-][C@H]1N(C[C@@H](O)[NH2+]CCc2ccccc2)c2c(cnn2-c2ccccc2)[C@H]2[NH2+]CC[N@H+]21,0.472
MOL_02_003945,Cc1cc(C)cc(N[C@H]2[C@H](NC(C)(O)O)[C@H](O)c3ccccc3[C@@H]2O)c1,0.472
MOL_02_007276,COc1ccc([C@H]([C@H](O)[NH2+]C2CCCC2)N2CCc3ccccc32)cc1,0.472
MOL_02_009803,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2ccc(Cl)c(Cl)c2Cl)[nH]1,0.472
MOL_02_007160,COc1cc(OC)cc([C@H](c2ccc(OC)c(O)c2)C(C)C)c1,0.472
MOL_02_006435,Cc1cc[nH+]c(N[C@H](c2cc(C)ccc2O)c2ccc3cccnc3c2O)c1,0.472
MOL_02_005199,Cc1cccc([C@H](O)Nc2ccc(C)c(-c3ccc4nc(N[C@H](C)O)cn4c3)c2)c1,0.472
MOL_02_004418,Cc1ccc(-c2cc(C(Cl)Cl)n3ncc([C@H](O)Nc4cccc(C(Cl)(Cl)Cl)c4)c3n2)cc1,0.472
MOL_02_007348,CC(C)[C@H](CO)[NH2+]Cc1nc(-c2cccc(C(O)(O)N3CCCCC3)c2)ccc1Cl,0.472
MOL_02_009411,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2ccc(Cl)c(C(Cl)Cl)c2)[nH]1,0.472
MOL_02_005142,Cc1ccccc1Cn1nc(C)c(N[C@H](O)CCc2cnn(C)c2C)c1C,0.472
MOL_02_007125,CON[C@H](c1ccon1)c1ccccc1COc1ccc(C)cc1,0.472
MOL_02_000760,COc1ccc(Cl)cc1C(C)(C)C[C@@](O)(c1ccccc1)C(Cl)(Cl)Cl,0.472
MOL_02_001945,Nc1ncc(-c2cc([C@H]3[C@@H]4C[N@@H+](C5COC5)C[C@@H]43)n(CC3CCC3)n2)cc1C(Cl)(Cl)Cl,0.472
MOL_02_001518,CCO[C@H](O)CN[C@H](O)N1Cc2cc(-c3cccc(Cl)c3)ccc2-n2nncc2C1,0.472
MOL_02_006785,Cc1ccc(C2(c3ccc(C)cc3)C[C@H]2[C@H](O)Nc2ccc(N(O)O)cc2O)cc1,0.472
MOL_02_007185,[NH3+]C[C@H]([O-])[NH+]1CCC(Nc2nc(N3CCOCC3)nc(-n3c(C(Cl)Cl)nc4ccccc43)n2)CC1,0.472
MOL_02_003675,CCOCCC[NH2+][C@H]([O-])[C@H](N[C@H](O)c1ccc(N[C@H](C)O)cc1)c1ccccc1,0.472
MOL_02_000393,Nc1nc(N)c(N)c(OCc2ccccc2)n1,0.472
MOL_02_003240,Cc1nc2cc(C3CCOCC3)nn2c(NC[C@@H]2COCCO2)c1C,0.472
MOL_02_000103,CC[C@H](O)Nc1ccc(C(O)(O)C[C@@](C)(O)[C@H](O)Nc2ccc(C[NH3+])c(C(Cl)(Cl)Cl)c2)cc1,0.472
MOL_02_000456,OCCN1CCN(c2ccc(C(Cl)(Cl)Cl)cc2N(O)O)CC1,0.472
MOL_02_005413,COc1ccc(N[C@H](O)c2ccco2)cc1N[C@H](O)c1cccc(Cl)c1,0.472
MOL_02_003418,CCCC[C@@H]1[NH2+][C@@H](c2ccccc2)[C@@H]([C@H](O)OCC)[C@@H](C)N1Cc1ccc(-c2ccccc2C(O)O)cc1,0.472
MOL_02_007751,COc1ccc(N2CCN(c3nc(CO)cc(Nc4cc(C(C)(C)C)ccc4C)n3)CC2(C)C)cc1,0.472
MOL_02_000139,Cc1ccc(C[N@@H+]2C[C@@H]3[C@@H]([C@H](O)[NH2+]CC4CC4)CCC(O)(O)[C@H]3C2)cc1,0.472
MOL_02_003358,COc1ccc(-c2[nH+]c3ccc(C)cn3c2NC2CCCC2)cc1O,0.472
MOL_02_005872,CC(C)CC[N@@H+]1c2ccccc2N(CC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[C@@H](O)[C@@H](N[C@H](O)Oc2cccc(N(C)C)c2)[C@H]1[O-],0.472
MOL_02_006510,Clc1ccc(-c2noc3c2C[N@@H+](CC2CC2)CC3)cc1Cl,0.472
MOL_02_003233,[NH3+]Cc1ccc([C@H](O)Nc2ccncc2Cl)cc1-c1cccc(N[C@H](O)c2ccc(C(O)O)cc2)c1,0.472
MOL_02_004553,Cc1cn2cc(C(Cl)(Cl)Cl)cc2c(CCc2ccc(NC(C)(O)O)cc2)n1,0.472
MOL_02_007521,c1ccc(Cn2c(CN3CCN(c4ccccn4)CC3)[nH+]c3ccccc32)cc1,0.472
MOL_02_009467,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2cccc(OC(Cl)(Cl)Cl)c2)[nH]1,0.472
MOL_02_003373,[NH3+]Cc1cc(C(Cl)(Cl)Cl)ccc1N1CCOc2cc(C(O)(O)Nc3ccncn3)ccc21,0.472
MOL_02_003088,CN1CC[N@H+](C[C@H](O)N2c3ccccc3[C@@H](O)Nc3cccnc32)[C@@H]2CCCC[C@H]21,0.472
MOL_02_005857,COCc1nc(C)nn1-c1cc(N2CC(c3[nH+]c4ccccc4n3C)C2)nc(C)n1,0.472
MOL_02_007928,CC(C)(CC(O)O)n1cc(-c2cc(Cl)cc3c2-c2ccccc2[C@]3(O)C(Cl)(Cl)Cl)cn1,0.472
MOL_02_005713,OC[C@H]([NH2+][C@@H]1N[C@@H](O)[C@H]2CCCC[C@@H]2O1)c1ccccc1,0.472
MOL_02_002129,CCOc1ccc(Cl)cc1[C@H](C)N[C@H](O)N(C)C(O)(O)c1ccc(C)cc1,0.472
MOL_02_006717,Cc1ccc2c(NCCNc3nc(NCC[NH+](C)C)nc(N4CCCCC4)n3)cc[nH+]c2c1,0.472
MOL_02_004423,Cc1ccc(C[C@@H]2CC(O)(O)C[C@@H]3[C@H]2NN(CC(Cl)(Cl)Cl)[C@H]3c2ccc(C)cc2)cc1,0.472
MOL_02_045747,[NH3+]Cc1cc(N[C@H](O)c2ccccc2)ccc1N1CCC(O)CC1,0.472
MOL_02_003569,Cc1cccc(CN2CC[N@@H+](C)C[C@H]2C2[NH2+]CC[NH2+]2)c1C,0.472
MOL_02_000426,[O-][C@H]([NH2+][C@@H]1CCCc2ccccc21)c1cc(C(O)(O)N2CCOCC2)ccc1Cl,0.472
MOL_02_006715,CC[C@H](C)[C@@H]1[NH2+]CCOc2ccccc2CCC[NH2+][C@@H]([O-])[C@@H](CO)[NH2+][C@@H](O)C2(CCCC2)N(C)[C@H]1O,0.444
MOL_02_007610,[NH3+]Cc1ccc(-c2ccc(C3(C(Cl)(Cl)Cl)CC3)cc2)nc1,0.444
MOL_02_006993,CN1c2ccccc2[C@@H](c2ccc([C@H]([NH3+])O)cc2)N[C@@H]([NH2+][C@H](O)CCCc2ccccc2)[C@H]1O,0.444
MOL_02_007423,CN1[C@@H]2COC[C@H]1C[C@@H]([NH2+][C@H](O)c1cn(-c3ccccc3)c3ccccc13)C2,0.444
MOL_02_003036,[O-][C@H](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)[NH+]1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,0.444
MOL_02_007552,CCc1ccc([C@H](CCNOC)NOC)cc1,0.444
MOL_02_034697,C[C@@H]1C[C@@H](O)c2ncnc(N3CC[NH+]([C@H]([O-])[C@H](CC[NH2+]CC4CC4)c4ccc(OC(Cl)(Cl)Cl)c(Cl)c4)CC3)c21,0.444
MOL_02_004503,CCO[C@H](O)c1c(C)nc(C)c(C[NH3+])c1-c1ccc(C)cc1,0.444
MOL_02_000285,C[NH2+][C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2,0.444
MOL_02_000773,CN(c1ccc(Cl)cc1)[C@@H]1C[C@@H](O)[C@@H](O)c2ccccc21,0.444
MOL_02_004942,CCOc1ccc([C@H](CCC(O)O)NN[C@H](O)c2cccc(C(O)(O)Nc3ccccc3OC)c2)cc1,0.444
MOL_02_009701,[NH3+][C@H](Cc1cc(Cl)cc(Cl)c1)[C@H]([O-])[NH+]1CCN(c2ncnc3ccccc23)CC1,0.444
MOL_02_001071,O[C@H](CNC(O)(O)c1ccc(N(O)O)cc1)C[C@H](Cc1ccccc1)[C@H](O)[NH2+]Cc1ccc(Cl)cc1Cl,0.444
MOL_02_004339,CN1CCC(Cl)(Cl)[C@@H](CC(O)O)[C@H]1c1ccc(C(Cl)(Cl)Cl)cc1,0.444
MOL_02_006815,CC[C@H](O)N[C@@H]1C[C@@H](C(O)O)C[C@@H]([NH3+])[C@H]1N[C@H](C)O,0.444
MOL_02_001103,CON[C@H](c1ccccc1COc1nc(Nc2ccc(Cl)c(Cl)c2Cl)nc(C(Cl)(Cl)Cl)c1C)[C@H](O)OC,0.444
MOL_02_001079,CC[N@H+]1C[C@@H](c2[nH+]c([C@H](O)NCc3ccc(Cl)cc3C(C)(O)O)c([O-])c3ncccc23)C[C@H]1[O-],0.444
MOL_02_004600,[NH3+][C@H](Cc1cc(Cl)c(Cl)cc1Cl)C[C@H](O)N1CCC[C@H]1[C@H](O)[NH2+]CC(O)O,0.444
MOL_02_009674,Cn1ccc2c(N[C@H](O)Cc3nc(N4CCOCC4)cc(=O)[nH]3)cccc21,0.444
MOL_02_000465,CC(C)Oc1nn2c(N)nnc2c2ccccc12,0.444
MOL_02_002914,CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(Cl)cc4Cl)n(C4CCOCC4)c3n2)CC1,0.444
MOL_01_028556,CCc1[nH+]c(C)c(CC[C@H]([NH3+])CO)c2cc(CO)c(CO)cc12,0.444
MOL_02_005836,[NH3+][C@H](O)c1ccc(N2CCOCC2)cc1OCCc1ccccc1,0.444
MOL_02_045714,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2ccc(Cl)c(OC(Cl)(Cl)Cl)c2)[nH]1,0.444
MOL_02_007085,CCC(C)(C)[C@H](O)O[C@@H]1C[C@@H](C)[C@@H](O)[C@@H]2CC[C@@H](C)[C@@H](CC[C@@H]3C[C@@H](O)C[C@@H](O)O3)[C@H]21,0.444
MOL_02_007670,C[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2ccc(-c3cccc(C(C)(O)O)c3)nc2n1,0.444
MOL_02_001159,COC(O)(OC)[C@H](O[C@H](O)COc1ccc(C)cc1C)c1cccc(N(O)O)c1,0.444
MOL_02_008099,Cc1cc(O)cc(C)c1C[C@H]([NH3+])[C@H](O)N1Cc2ccccc2C[C@H]1[C@H](O)NCc1nc2ccccc2n1C(O)O,0.444
MOL_02_008312,CCOCC[C@@](O)(c1ccccc1)[C@H](O)O[C@@H]1C[N@H+]2CC[C@@H]1CC2,0.444
MOL_02_003434,Cc1cccc([C@H](O)[NH2+]CCN[C@H](O)c2cccc(C)c2)c1,0.444
MOL_02_005646,COc1cccc(-c2cc([C@H](O)[NH2+]CCc3ccc(OC4CC[NH+](C)CC4)c(N)c3-c3cccc(Cl)c3)ccc2OC)c1,0.444
MOL_02_001544,Cc1cc(C[C@H]([NH3+])C(O)O)cc(C(O)O)c1,0.444
MOL_02_009122,Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2C[C@@H]2CC[NH2+]2)CC1,0.444
MOL_02_009043,Nc1ncnc(N2CCC(c3[nH+]c(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3[C@@H]3CC[NH2+]C3)CC2)c1[C@H]([NH3+])[O-],0.444
MOL_02_000073,COc1cc2c(cnc3c4cc(OC)c(O[C@H](C)O)cc4ccc23)cc1O[C@H](C)O,0.444
MOL_02_000082,Oc1ccc(C[C@@H]2C[NH2+][C@@H](O)[C@@H](O)N2CCc2cccc(Cl)c2)cc1,0.444
MOL_02_002488,CCCCCCNC1=C(NC[C@@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@@H](O)[C@H]2O)C(O)=C1O,0.444
MOL_02_009842,CC(C)c1cccc(N[C@H](O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,0.444
MOL_02_002050,C[C@H](O)Nc1ccc(C(O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,0.444
MOL_02_004861,COc1cc(C[C@H](C)C(O)O)c2cccc(C(C)C)c2c1O,0.444
MOL_02_003026,C[NH2+][C@H](O)N1CCc2cc(Nc3nccc(-c4ccccn4)n3)ccc21,0.444
MOL_02_004256,Nc1nc(Nc2ccccc2N[C@H](O)c2ccccc2)ccc1[C@H](O)c1c(Cl)cccc1Cl,0.444
MOL_02_003558,O=c1[nH]c2cc3c(cc2cc1C[N@@H+](CCCN1CCOCC1)[C@H](O)Nc1ccc(Cl)cc1)OCCO3,0.444
MOL_02_002668,Cc1ccc(-n2nc(C(Cl)Cl)cc2-c2ccc(NC(C)(O)O)cc2)cc1C,0.444
MOL_02_006555,Cc1ccc(-c2cnc3ncnc(N)c3n2)cc1,0.444
MOL_02_001182,CO[C@H](O)c1ccc([C@H]([C@H]([O-])[NH2+]Cc2ccccc2)N(Cc2ccco2)[C@H](O)c2cnccn2)cc1,0.444
MOL_02_009699,Oc1cccc([C@@H]2O[C@@H]3C[C@@H](O)O[C@@H]3[C@@H]3[C@@H]2[C@H](O)c2ccccc2[C@@H]3O)c1,0.444
MOL_02_008012,COc1cc([C@@H]2C[C@@H](c3ccc(O)c(C)c3)NN2[C@H](O)c2ccncc2)cc(OC)c1OC,0.444
MOL_02_006271,OC(O)[C@@H]1CCC[N@H+](CCOCCc2ccc(Cl)cc2[C@H](O)c2cccc(Cl)c2)C1,0.444
MOL_02_006677,O[C@H](Nc1cccc(C(O)(O)N[C@@H]2CCC[NH2+]2)c1)c1ccc(Cl)cc1,0.444
MOL_02_003343,CC(C)(C)O[C@H](O)N[C@@H]1CC[N@@H+](C[C@H](O)N[C@@H]2CCc3cc(Cl)ccc3[C@H]2Cc2cccnc2)C1,0.444
MOL_02_004979,COc1ccc(OC)c(C[NH2+][C@H](O)c2ccc(Oc3ccc(C(C)(C)C)cc3)cc2)c1,0.444
MOL_02_009311,CCc1c(N)nc[nH+]c1N1CCC(c2[nH+]c(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2C2CC[NH2+]CC2)CC1,0.444
MOL_02_004298,Cc1cc(C)c(Oc2cc(Nc3ccc(C[NH3+])cc3)[nH+]cc2[C@H](O)NCc2cn(Cc3ccccc3C)nn2)c(C)c1,0.444
MOL_02_009323,CCc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C)c3)cn2CC[NH+]2CCC2)CC1,0.444
MOL_02_004698,O[C@@H]1c2ccccc2[C@@H](O)[C@@H](N2CCCCC2)[C@H]1[NH2+]C1CCCC1,0.444
MOL_02_005158,C[C@@](O)(CCc1cn2nc(-c3ccco3)nc2c(N)n1)c1ccncc1,0.444
MOL_02_004939,C[NH+](C)CCO[C@H](O)c1cnn2c(-c3cccc(N[C@H](O)c4cccc(C(Cl)(Cl)Cl)c4)c3)ccnc12,0.444
MOL_02_004484,CCC[C@@H]1C[C@@H](O)N(Cc2cn(CCCO[C@@H]3O[C@H]4C[C@H]5C(C)(C)CCC[C@@]35[C@@H]3[C@@H](O)C[C@@H]5[C@@H](C)[C@@H](O)[C@]43[C@H]5O)nn2)[C@H]1O,0.444
MOL_02_002493,CC(C)c1nc2c(cnn2-c2ccccc2)c(-c2ccc(Cl)cc2)c1CC[C@H](O)C[C@H](O)CC(O)O,0.444
MOL_02_004178,Cc1cccc2[nH+]c(-c3cccnc3)c(Nc3ccc(C(C)C)cc3)n12,0.444
MOL_02_001169,Cc1cccc(C)c1N(CCCc1cccnc1)[C@H](O)[C@H](C)[NH3+],0.444
MOL_02_002542,Cc1ccc([C@@H]2C[C@@H](c3c(-c4ccc(Cl)cc4)c4ccccc4[nH]c3=O)NN2[C@H](O)CCC(O)O)cc1,0.444
MOL_02_004948,Cc1ccc(C(O)(O)N[C@H](O)[C@H](c2ccc3c(c2)OCO3)c2cn(C)c3cc([C@H]([NH3+])O)ccc23)cc1,0.444
MOL_02_007130,CCC[C@H](O)N[C@H](Oc1ccccc1C)C(C)(C)C,0.444
MOL_02_001847,CCn1c2ccccc2c2cc(N[C@H](O)c3cccnc3NCCC[NH+]3CCOCC3)ccc21,0.444
MOL_02_008965,OC(O)(O)C(O)(CNc1nc(-c2ccccc2)[nH+]c2ccccc12)C(O)(O)O,0.444
MOL_02_009067,Cc1ccc(C[C@H](C[NH2+]C(C)C)[C@H]([O-])[NH+]2CCN(c3ncnc4c3[C@@H](C)CC4)CC2)cc1Cl,0.444
MOL_02_001651,COc1c(C)ncc(CO)c1CO,0.444
MOL_02_008681,CN(C)c1ccc(Nc2nccc(-c3ccc(Oc4ccccc4N)cc3)n2)cc1,0.444
MOL_02_002586,Cc1ccc(C)c(Oc2ncccc2[C@H]([NH2+][O-])N2Cc3ccccc3C2)c1,0.444
MOL_02_003083,O[C@H](N[C@H](Cc1ccccc1)[C@H](O)Oc1ccc(N(O)O)cc1)OCc1ccccc1,0.444
MOL_02_003298,COc1ccc(CN2C[C@@H]([C@H]([NH3+])[O-])Oc3ccccc32)cc1Cl,0.444
MOL_02_002054,[O-][C@H](c1ccccc1OC(Cl)(Cl)Cl)[NH+]1CCC([C@H](O)c2ccc(Cl)cc2)CC1,0.444
MOL_02_033703,C[N@H+]1CCc2c(cc3ncn(CC[NH+]4CCN(c5cccc6ccccc56)CC4)c(N)c2-3)C1,0.444
MOL_02_003118,CCOc1cc2ncnc(Nc3cccc(-c4cccnc4)c3)c2cc1OCC,0.444
MOL_02_007722,COc1ccc([C@H](Cc2ccncc2)c2ccc(C)cc2)cc1OC1CCCC1,0.444
MOL_02_001698,COc1cc([C@@H]2c3c([nH]c(=O)[nH]c3=O)Nc3ccc4ccccc4c32)cc(OC)c1OC,0.444
MOL_02_005422,OCCC[NH2+]C[C@@H]1O[C@@H](C2CCCCC2)Cc2c1ccc(O)c2O,0.444
MOL_02_005094,CNc1c(Cl)ccc([C@@H]2CN3CC[N@H+]([C@H]([O-])Cc4cnc(-n5cnnn5)nc4)C[C@H]3CO2)c1OC,0.444
MOL_02_015514,[NH3+]CC1(c2cccc(-c3ccccc3)c2)CCN(c2ncnc3c2CCN3)CC1,0.444
MOL_02_005300,Oc1ccc(OCCC[C@H](O)C(Cl)(Cl)Cl)cc1,0.444
MOL_02_045652,CC(C)(C)O[C@H](O)N1CCC(CC[NH3+])(n2cc([C@H]([NH3+])[O-])c(Nc3cccc(-c4ccccc4)c3)n2)CC1,0.444
MOL_02_006806,Cc1ccc(N[C@H](O)c2cc(C)ccc2N[C@H](O)c2ccc([C@H]([NH3+])N(C)C)cc2N2CCCC[C@H]2C(O)O)[nH+]c1,0.444
MOL_02_005953,C[C@H](O)[NH2+]CCCCCc1cc(C(O)(O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,0.444
MOL_02_007576,C[N@@H+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H]([NH3+])CC[C@]3(O)[C@H]1C5,0.444
MOL_02_006345,Cc1nn(CCOCC(Cl)(Cl)Cl)c2c(Nc3ccncn3)nc(N3CC[NH2+][C@@H](C)C3)nc12,0.444
MOL_02_009775,CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CC[NH3+])CC1,0.417
MOL_02_001010,Cc1cc(-c2ccccc2)cc([C@H]2C[C@H](O)C[C@H](O)C2)c1,0.417
MOL_02_017700,C[C@@H]1C[C@@H](O)c2ncnc(N3CC[NH+]([C@H]([O-])[C@H](C[NH2+]C4CCOCC4)c4ccc(C(Cl)(Cl)Cl)cc4)CC3)c21,0.417
MOL_02_009788,CCO[C@H](O)c1c(C)nc(NN[C@H](O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccccc1Cl,0.417
MOL_02_009371,O=c1cc(N2CCOCC2)nc(C[C@H](O)N2CCc3cc(Cl)ccc32)[nH]1,0.417
MOL_02_004236,[O-][C@H]1CC[C@@H](O)[N@@H+]1CCN[C@@H](O)c1ccncc1,0.417
MOL_02_000315,COc1ccc([C@H](N[C@H](O)c2cc(Cl)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)cc1Cl,0.417
MOL_02_009340,CCc1cc(-c2cn(CC[NH+]3CCC3)c(C3CCN(c4ncnc(N)c4C[NH3+])CC3)n2)ccn1,0.417
MOL_02_004848,Cc1cccc([C@H](O)NN[C@H](O)Nc2ccccc2)c1,0.417
MOL_01_029206,[NH3+]Cc1ccc(Cl)cc1NC(=O)c2cccc(c2)-n3ccnc3,0.417
MOL_02_001253,Cc1cc(C(Cl)(Cl)Cl)cnc1N1CCN(c2ccc(N)cc2C(Cl)(Cl)Cl)CC1,0.417
MOL_01_030117,CCC[C@H]([NH3+])[C@H]1CC[C@@H]([C@H]([NH3+])c2cc3c(ccc4ccccc43)cc2N)CC1,0.417
MOL_02_005738,Cc1cc(CCc2cccc(Cl)c2)cnc1N1CC(C)(C)[N@@H+](C)[C@H]1[O-],0.417
MOL_02_007200,CCO[C@H](O)CC[C@H]([NH2+][C@H]([O-])[C@@H]1[C@@H](c2ccc(C)nc2)[C@H]2CC[C@@H]1[N@@H+]2Cc1ccccc1)[C@H](O)OCC,0.417
MOL_02_001073,COC[C@H](c1ccccc1CON[C@H](c1cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c1)[C@H](C)O)[C@H](O)OC,0.417
MOL_02_006030,Cc1ccccc1C(O)(O)Cc1ccc([C@H](O)[NH+]2CCN(c3cccc(C)c3C)CC2)o1,0.417
MOL_02_009096,O=c1cc(N2CCOCC2)nc(C[C@H](O)Nc2ccc(Cl)c(C(Cl)(Cl)Cl)c2)[nH]1,0.417
MOL_02_005072,COc1ccc([C@@H]2N[C@@H](O)N[C@@](O)(C(C)(Cl)Cl)[C@H]2[C@H](O)OC)cc1,0.417
MOL_02_001884,C[C@H](c1cc2cccnc2cc1Cl)c1cnc2ccc([C@H](C)NOCCO)nn12,0.417
MOL_02_004476,COc1ccc(Cc2nnc(CC[C@H](O)N(C)c3ccccc3)o2)cc1,0.417
MOL_02_005429,CC(C)N[NH2+][C@@H]1CC[C@@H](O)N1Cc1ccccc1,0.417
MOL_02_006627,COc1ccc2cc([C@H](C)[C@H](O)c3cc(Cl)c(Cl)c(Cl)c3Cl)ccc2c1,0.417
MOL_02_007298,COc1ccc(-c2ccc3c(N4CCOCC4)nc(C[NH3+])nc3n2)cc1CO,0.417
MOL_02_004757,[O-][N@H+](CO)C[C@H](CC1CCCC1)[C@H](O)N1CCCN1[C@H](O)Nc1ccc(Cl)cc1,0.417
