DrugGEN_MOL_ID,SMILES
MOL_02_003416,Cc1ccc(-n2cnnn2)c(CCC(O)N2CCc3c(cccc3N3CCNCC3)C2C(O)Nc2ccc(C(O)O)cc2)c1
MOL_02_004036,CN1CCOC(c2ccccc2)c2ccccc2C1
MOL_02_002954,COc1cc2c(cc1O)C1CCc3cc(OC)c(OC)c(OC)c3C2CN1C(C)O
MOL_02_000921,CC1OC(O)C2CC3CCCCC3C(CCc3ccc4ccccc4n3)C12
MOL_02_007854,CNC(C)c1ccc2c3c(c(O)nc2c1)CCCN3
MOL_02_002267,COc1cccc(OC)c1Oc1cc(Nc2ccc(CN)cc2)ncc1N(O)O
MOL_02_005647,OC(NCc1ccccc1)C(Cc1ccccc1)NC(O)n1nnc2ccccc21
MOL_02_003111,Cc1ccc(Nn2nnc(C(O)NNCc3ccc(N(O)O)o3)c2C)cc1
MOL_02_008650,Cc1ccccc1CN1C(O)CCC1C(O)N1CCCC(CNC(O)OC(C)(C)C)C1
MOL_02_006829,Cc1cccc(Cl)c1-c1noc(C)c1C(O)NC1C(O)N2C1CC(C)(C)C2C(O)O
MOL_02_004056,CC(O)C1C(O)N2C(C(O)O)C3C(OCCCN)CCCC3C12
MOL_02_004163,CCOc1cccc(N2CCC(CCN)(n3cc(C(N)O)c(Nc4ccc(Cl)cc4)n3)CC2)n1
MOL_02_008118,CC(C)CCOC1CC(C(O)c2ccc(N(O)O)cc2)C(O)C(COC(C)O)O1
MOL_02_003102,CCNC(O)c1c(C)nc2ccccn12
MOL_02_004736,CCN(CC)C(O)C1CCC2C3CNC4CC(O)C5CC5C4(C)C3CCC21C
MOL_02_001694,CC(C)CC(NC(O)C1OC1C(O)O)C(O)N1CCCC1C(O)OCc1ccccc1
MOL_02_002621,CC(COCc1ccccc1)CC(C)C(COCc1ccccc1)OCc1ccccc1
MOL_02_000924,COc1ccc(C(O)CCc2ccc(N(O)O)cc2N(O)O)cc1
MOL_02_003518,OC1COc2ccc3ccccc3c2CN1
MOL_02_000245,CC(O)(c1ccc(Nc2nn(C3COCCC3CN)cc2C(N)O)cc1)C(Cl)Cl
MOL_02_008836,CC(C)CC(O)(O)CCNC(O)Nc1cccc2ncccc12
MOL_02_007951,Nc1nc(NCC2CCCN2Cc2c(Cl)cc(Cl)cc2Cl)nc2nc(-c3ccco3)nn12
MOL_02_000738,CCCCCCCCCCCCCC(O)NC1CCCCC1
MOL_02_003190,CCN1CCN(Cc2ccc(NC(O)c3ccc(C)c(NC(O)c4ccnnc4)c3)cc2C(Cl)(Cl)Cl)CC1
MOL_02_009041,NCCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2C(N)O)CC1
MOL_02_002280,CCCCN(CCCC)CC(O)c1ccc2cc(OC)c(C)cc2n1
MOL_02_001936,CCC(O)Nc1ccc2ncnc(Nc3ccc(Cl)c(C)c3)c2c1
MOL_02_008105,CCCN1CCC2c3cc(O)ccc3CC1C2C
MOL_02_001704,CN(C)C(O)(O)N1CCC(Oc2cccc(C(O)NC3CCCCC3)c2)CC1
MOL_02_001886,CC(O)NC(CCCCN)C(O)NC(Cc1ccccc1)C(N)O
MOL_02_004412,OC(O)CCC(NNC(O)CNC(O)Cc1ccccc1)c1ccccc1
MOL_02_000243,CCc1cc2c(o1)C(O)c1c(O)cccc1C2O
MOL_02_001524,COc1ccc(CCC(O)Nc2ccc(C)cc2N)cc1OCC(O)Nc1cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c1
MOL_02_005535,OC(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1ccccc1
MOL_02_008898,OC(c1cc(Cl)cc(Cl)c1)N1CCC2(CC1)CC2
MOL_02_010057,CC1CN(c2cc(O)nc(CC(O)Nc3ccc(Cl)cc3)n2)CCO1
MOL_02_002311,Cc1ccc(C2OC(C)(Cc3ccccc3)CC2C(O)(O)c2ccc(C(N)NO)cc2)cc1
MOL_02_008802,COc1cccc(-c2ccc3c(c2)CCN(Cc2ccccc2)C3)c1
MOL_02_005127,Cc1ccccc1CNC(O)CCc1nc2nc(C)c(Cc3ccccc3)c(C)n2n1
MOL_02_002436,COc1cc(OC)cc(C(OC2OC(CO)C(O)C(O)C2O)C(O)c2ccccc2)c1
MOL_02_009867,Cc1ccc(C(CNCC2CC2)C(O)N2CCN(c3ncnc4c3C(C)CC4O)CC2)cc1
MOL_02_001639,CCCOc1ccc2nc(-c3ccc(OCCOC)cc3)c(C)n2n1
MOL_02_001824,CC(Nc1nccc(N2C(O)OCC2C(C)C)n1)c1ccc(C(O)NC2CCC(O)(O)CC2)c(Cl)c1
MOL_02_007848,OC(O)c1cccc(C(O)N2CC3CN(CCC(NC(O)C4CCCC4)c4ccccc4)CC3C2)c1
MOL_02_008248,COc1cc(C2C3C(ON2C)C(O)N(C)C3O)ccc1OCc1ccccc1
MOL_02_027581,Cc1nc(Nc2c(CN)cnn2-c2cc(C)c3cccc(C)c3n2)cc(N2CCN(C)CC2)n1
MOL_02_007028,CN(C)CCOc1ccc(C(Cc2ccccc2)c2ccccc2)cc1
MOL_02_004716,COC(O)c1ccccc1C(O)(O)N1CCC(C(O)N(C)CCOc2ccccc2)CC1
MOL_02_001242,Nc1nc(N)c2nc(CN3c4ccccc4CCc4cc(OCC(O)O)ccc43)cnc2n1
MOL_02_000867,Cc1noc(C)c1CN1CCCC1c1nc(-c2ccccc2)no1
MOL_02_008604,Cc1ccccc1C(O)Nc1cccc(N)n1
MOL_02_006209,Cc1ccccc1CCC(O)Nc1ccc(N2CCN(CC(O)(Cn3cncn3)c3ccc(Cl)cc3Cl)CC2)c(C(Cl)(Cl)Cl)c1
MOL_02_007219,COc1ncccc1-c1cccc(-c2nc(N3CCCC(NC(O)OC)C3)c3ccncc3n2)c1
MOL_02_006382,NCc1c(-c2cccnc2)cc(-c2cccc(Nc3ccc(O)nn3)c2)nc1O
MOL_02_000699,Clc1ccc(-c2nc3c(NCCN4CCOCC4)nccn3c2Cl)cc1
MOL_02_030515,OCCN(CC1CCCN1)c1nccn2nccc12
MOL_02_005035,CC1CC(c2ccc(N(O)O)cc2)Nc2ccccc2C1O
MOL_02_008614,Cc1ccc(C(O)(O)N2CCN(C(O)N3CCOCC3)C2C)cc1
MOL_02_020713,NC(N)c1ccnc(N2CCn3cnnc3C2)n1
MOL_02_001258,CCC(C)C(NC(O)c1ccccc1NC(O)c1ccco1)C(O)NC1CCCCC1
MOL_02_001718,Cc1ccccc1C(O)NNC(O)c1cccc(NC(O)(O)c2cnc(O)nc2O)c1
MOL_02_002161,Cc1c2c(n3c1CNCCCC(C)Nc1cc-3ccc1C(N)O)CC(C)(C)CC2O
MOL_02_003963,CCN(CCO)C1CC(O)N(c2ccccc2C)C1O
MOL_02_005976,COc1ccc(CC2CCN(CC(O)COc3cccc4ccccc34)CC2)cc1
MOL_02_009995,Nc1cc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CCN3CCC3)CC2)ncn1
MOL_02_007646,Cc1cccc(C)c1-c1noc(C(C)C)c1COc1ccc(N(C)C(O)c2ccc(C(O)O)cc2)c(C(Cl)(Cl)Cl)n1
MOL_02_005223,COc1ccc(CCN(C)CCc2ccc(-c3ccccc3)cc2)cc1OC
MOL_02_004673,Cc1ccccc1Cn1nnc2c(O)nc(C3CCN(C(O)C(c4ccccc4)c4ccccc4)CC3)nc21
MOL_02_005979,CN1CCCc2cc(NC(O)CCc3ccc(-c4ccc(Cl)cc4Cl)o3)ccc2C1
MOL_02_005629,CCOCCc1cnc(NC(O)NC)c(Oc2cccnc2CC)c1
MOL_02_007698,CNC(O)C1(C)CCC2(CCCCC2)N1C(O)OC
MOL_02_007086,CN(CCOc1ccc2c(c1)C(Cc1ccccc1)C(N1CCCC1)CC2)C(O)(O)c1cn(C)cn1
MOL_02_008127,Cc1ccc(-c2cc(O)nc3ccccc23)cc1
MOL_02_005696,CN1NC2c3ccccc3OC(c3ccccc3)C2C1c1ccccc1
MOL_02_005050,COc1ccc(C(O)NCC(O)N2CCN(C(O)c3ccco3)CC2)cc1
MOL_02_004110,CCCCCCCCCCCCCCOc1c(OC)cc(CN(c2cccc(Cn3ccc(C)c3)c2)C(C)O)cc1OC
MOL_02_000523,Cc1ccc(C(O)O)c(NC(O)CCc2c(C)noc2C)c1
MOL_02_003696,Cc1nc(O)nc(O)c1CCC(O)NC(CO)C(O)c1ccc(N(O)O)cc1
MOL_02_006134,CC(CNCc1ccc(C(N)(O)O)cc1)N1CCOCC1
MOL_02_004709,CCC(O)(O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1
MOL_02_000813,OC1CCN(C(O)c2ccccc2-c2ccccc2)C(CNC(O)c2cccc3cccnc23)C1
MOL_02_003161,Cc1cc(C(O)CC(O)(O)c2ccccc2)cc(C)c1O
MOL_02_007210,CCc1nc(-c2ccccc2)c(-c2ccccc2)n1CCCCCCCC(O)OC
MOL_02_008403,COc1cc(-c2ccc3c(c2)Nc2ccc(CC(O)OC)cc2NC3O)c(C)cn1
MOL_02_003991,CC(CCC(CCC(C)N1CCOCC1)C(O)c1cnc2ccccc2c1)N1CCOCC1
MOL_02_005526,CC(C)N(CCc1ccccc1)C(O)NC(CO)Cc1ccccc1
MOL_02_005656,NC(O)COc1ccc(OCCNCC(O)COc2ccccc2Cl)cc1
MOL_02_003349,Cc1cc(C(O)(O)N2CCC3(CC2)NC(O)NC3O)ccc1C(N)(O)O
MOL_02_006912,OC(CN1CCCCCC1)NCC1CCCO1
MOL_02_000313,OC(CCNC(O)c1ccc(N(O)O)cc1)Nc1ccccc1N1CCOCC1
MOL_02_009003,CNc1cccc(C(O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1
MOL_02_004695,CC(NNC1CCC(O)N1Cc1cccc2ccccc12)C1CCCCC1
MOL_02_008083,CC(C)CCNC(O)COc1ccc2c(c1)C(O)CC(C)(C)O2
MOL_02_006573,COc1ccc(C(CC(O)N2CCN(Cc3nc(C(O)OC)co3)CC2)c2cccc(Cl)c2)cc1
MOL_02_004803,CC1CCc2ccccc2N1C(O)(O)c1ccccc1N(O)O
MOL_02_006559,OC(CN1CCCC(c2ccccc2)(c2ccccc2)C1O)N1CCC(c2ccccc2)(c2ccccc2)CC1
MOL_02_031568,Nc1ncnc2c1ncn2CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
MOL_02_001260,CC(C)c1ccc(C2=C(O)C(O)=C2NCCc2ccccc2)cc1
MOL_02_003280,Cc1ccc(Oc2cccc(CN3CCN(C(O)Nc4cnc5cccnn45)CC3)c2)cc1
MOL_02_008063,Cc1cccc(N2CCN(C(O)CCc3c(C)nc4ncnn4c3C)CC2)c1
MOL_02_009855,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CCN3CCCC3)CC2)c1-c1ccc(C(O)O)cc1
MOL_02_002404,CCCCC(O)C1CC(Cc2ccccc2)CCN1CCCNC(O)Nc1cccc(-c2nnnn2C)c1
MOL_02_000436,CCCCN1CCN2c3nc4cc(C)c(C)cc4n3C(C(O)OC)C(C(O)OC)C12
MOL_02_000191,NC(Cc1cc(Cl)c(Oc2ccc(O)c(N(O)O)c2)c(Cl)c1)C(O)O
MOL_02_003512,COCCOc1ccc(N2CCN(CCN(C)c3cc4nc(-c5cccc(CN)c5)nn4c(N)n3)CC2)cc1
MOL_02_008810,Cc1ccc(N(O)O)cc1C(O)(O)N(C)NCc1cnn2ccc(C(Cl)(Cl)Cl)cc12
MOL_02_009716,Cc1ccc(C2CC(CC(N)O)NCC2NC(O)c2cc(-c3c(C)cnn3C)c(C)o2)cc1C
MOL_02_033063,NCc1cc2ccccc2nc1-n1cnc(CN)c1CN
MOL_02_002770,COc1cc2c(cc1OC)CN(C1CC(O)N(c3c(C)cccc3C)C1O)CC2
MOL_02_003943,CCC1CN2CCc3ccccc3C2CC1CC1NCCc2cc(OC)c(OC)cc21
MOL_02_002955,CN1CCN(c2ccc(C(O)Oc3ccccc3)cc2NC(O)c2ccc(Cl)c(N(O)O)c2)CC1
MOL_02_005309,CCc1cccc(CC)c1-c1cc(OC)c2c(n1)CCCC2N1CCc2ccc(C)cc2C1
MOL_02_005560,COc1ccc(-c2nc3ccccc3c3c2-c2ccc(OC)cc2C3NOCCCN(C)C)cc1
MOL_02_002945,Cc1nn(C)cc1CN1CCCC(C(O)c2ccc(-c3ccccc3)cc2)C1
MOL_02_008782,CC1COC2(C)Oc3c(c4c(c5c3CC3C(C)COC3(C)O5)CN(CCOCCO)CO4)CC12
MOL_02_007449,CC(C)c1ccc2c3c1C(O)C(O)C(C)C3OCC2C
MOL_02_019247,NCc1ccc2ncc(CNC3CCN(c4ccccc4Cl)C3)n2c1
MOL_02_006144,Cc1ccc(C(O)n2nnnc2-c2ccc3c(c2)OCO3)cc1
MOL_02_002962,CC(C)CCOc1ccc(C(O)CCc2ccc(O)cc2)c(O)c1
MOL_02_004442,COc1cc(CCC(O)OCCCCCCON(O)O)ccc1OCCCCCCON(O)O
MOL_02_008176,CCCCCN1CCC(c2cccc(O)c2)(C(O)CC)CC1
MOL_02_004848,Cc1cccc(C(O)NNC(O)Nc2ccccc2)c1
MOL_02_025161,NCc1cccc(Cl)c1N1CCN(c2ccncn2)CC1
MOL_02_009334,NCc1c(N)ncnc1N1CCC(c2nc(-c3ccnc(Cl)c3)cn2CCN2CCC2)CC1
MOL_02_014978,Nc1nccn2c(C3CC(N4CCNCC4)C3)nc(Cl)c12
MOL_02_007622,NCc1ccc(CC(O)N2CCc3cccc4c3C2CNC4O)cc1
MOL_02_009477,CCNC(O)NC1CCN(Cc2ccc(-c3nc4nc(CC)ncc4cc3-c3ccccc3)cc2)CC1
MOL_02_002261,CC(C)c1cc(C(C)C)c(C(O)(O)NC(Cc2cccc(C(N)N)c2)C(O)N2CCC(C(O)O)CC2)c(C(C)C)c1
MOL_02_003358,COc1ccc(-c2nc3ccc(C)cn3c2NC2CCCC2)cc1O
MOL_02_008161,COc1ccccc1C(C)NC(O)NCCC(O)NC1CCCCC1
MOL_02_004208,OC(Nc1ccc2c(c1)OCO2)N1CCCC1c1ccco1
MOL_02_009467,Oc1cc(N2CCOCC2)nc(CC(O)Nc2cccc(OC(Cl)(Cl)Cl)c2)n1
MOL_02_003572,NCc1ccc(C(c2cccnc2)N2CCC(NC(O)c3cccc(C(Cl)(Cl)Cl)c3)CC2)cc1
MOL_02_003098,CC(C)(C)OC(O)N1CCC(CCN)(n2cc(C(N)O)c(Nc3ccc(Cl)nc3)n2)CC1
MOL_02_008482,COC1Oc2c(C)cc(C)cc2C(O)C1CNc1ccc(C(N)(O)O)cc1
MOL_02_008473,CCNC(O)C(NC(O)Cc1ccccc1)C1CC(C)(C)C(C(O)NCCNC(O)C2NCCC2(C)C)N1
MOL_02_008475,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N(C)C)n2)n1
MOL_02_005567,Cc1ccccc1NC(O)(O)c1ccc(C(O)NCC2(N3CCOCC3)CCCCC2)cc1
MOL_02_003816,COc1cccc(Nc2ncnn3ccc(CN4CCC(N)C(O)C4)c23)c1
MOL_02_002387,CCCC(NC(O)CCCCC(O)O)C(O)NC(Cc1ccccc1)C(O)O
MOL_02_007370,COc1cccc(CC(O)(O)C(C)(C)C(N)C(O)N2CC(Cl)CC2CN)c1
MOL_02_008939,Nc1ncc(-c2nc(N3CCOCC3)c3cccc(Nc4ccncc4)c3n2)cn1
MOL_02_004940,CC(C)(C)NCC(O)CONC(c1ccccc1)c1ccccc1
MOL_02_006977,Cc1ccc2c(c1)OCCCC2NCc1nccn1CC(C)C
MOL_02_009503,Cc1cc(-c2cn(CC3CNC3)c(C3CCN(c4ncnc(N)c4OC(C)C)CC3)n2)ccc1Cl
MOL_02_001797,CN(C1CCCC1)C(O)C(Cc1ccc(CN)cc1)NC(O)(O)c1ccc(-c2ccccc2)cc1
MOL_02_000842,CC(C)CCCC(C)C1CCC2C3C(O)CC4(C(O)O)CC(O)CCC4(C)C3CC(O)C12C
MOL_02_006918,Cc1cc(C)c(Nc2cc(OCCN3CCOCC3)nc(Nc3ccc(CN)cc3)n2)c(C)c1
MOL_02_007031,Cc1ccc(CCC(O)O)cc1C(O)(O)Nc1ccccc1C(O)O
MOL_02_005378,COc1ccc(CCC2CCC(O)N(C)N2)cc1
MOL_02_001232,CNc1nc(Nc2cnn(C(C)C)c2C)ncc1C(Cl)(Cl)Cl
MOL_02_007103,CCC1(C)C(O)c2c(cc(OCC(O)O)c(C)c2C)C1c1ccccc1
MOL_02_002504,Cc1cc(Cl)c(-c2ncccc2Cl)cc1C(O)Nc1cc(C(O)NC(C)CO)nn1-c1ccccc1
MOL_02_000914,COc1cccc(Cl)c1C1CC(Cl)C(O)N1Cc1cccc(OC(Cl)(Cl)Cl)c1
MOL_02_009020,Cc1ccc(C(CNCCCl)C(O)N2CCN(c3ncnc4c3C(C)CC4O)CC2)cc1
MOL_02_007570,COc1ccc(OCCn2nnc(-c3ccc(C)cc3)n2)cc1
MOL_02_003289,CC1CCC2C(NC(O)C(N)c3ccc4c(c3)CCO4)C(O)N2C1C(O)O
MOL_02_005254,CC(C)CCCC(C)CCCC(C)CCN(O)CC(O)O
MOL_02_001585,Oc1cccc2c1C(O)c1c(O)cc(Cn3ccnc3)cc1C2O
MOL_02_004956,Cc1cc2c(cc1C(O)(O)Nc1cccc(C)c1C)OCCN2C
MOL_02_005908,CC(C)CC(CCC1CC(CO)(COC(O)CC(C(C)C)C(C)C)OC1O)CC(C)C
MOL_02_002662,CC(O)(O)C(C)(CCc1ccc(OCc2nc(-c3cc(Cl)cc(Cl)c3)no2)cc1)C(O)NO
MOL_02_035422,NCc1ccc(N2CCC(NC(O)N3CCCC3c3nnc4n3CCCCC4)CC2)nc1
MOL_02_008005,CCc1ccc(C(O)Nc2cc(CN3CCN(C)CC3)cc(C(Cl)(Cl)Cl)c2)cc1CCc1ccc2ccnn2c1
MOL_02_005143,CCC1C2C3Cc4ccc(OC)c5c4C2(CCN3CC2CC2)C(O5)C(O)C1(C)C
MOL_02_008931,NC(N)Nc1ccc(C(O)O)cc1
MOL_02_003242,Cc1cc(C)c2nc(N(C)C)nc(NCc3ccc(NC(O)c4ccc(Cl)cc4)cc3)c2c1
MOL_02_009335,COc1cccc(CNC(O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1
MOL_02_001883,CCCC(C)(O)C1CC23CCC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
MOL_02_001282,CNC(O)(O)c1cc(NC(O)c2cccc3cccnc23)ccc1C
MOL_02_005323,NCCCCC(N)C(O)NCCCNCCCCNCCCN
MOL_02_006264,CCCC(O)CCN(NO)C(O)NC1CCCCC1
MOL_02_005750,COC(C)C(O)OCC1(N(c2ccccc2)C(O)C(C)OC)CCN(CCN2C(O)c3ccccc3C2O)CC1
MOL_02_008993,Cc1ccccc1OCC(O)NCCNC(O)c1ccccn1
MOL_02_006527,CN1CCN(CCN)CC1
MOL_02_009514,Cc1noc(C)c1C(O)(O)N(CCOC(C)C)CC(O)CN1CCCC2(CC(O)c3cc(O)ccc3O2)C1
MOL_02_008438,CC(C)(C)NC(O)c1ccccc1CC(O)C(Cc1ccccc1)NC(O)C(CC(O)OCc1ccccc1)NC(C)(O)O
MOL_02_005846,Cc1cccc(CCC(O)N2CCN(c3nn4nnnc4c4ccccc34)CC2)c1
MOL_02_007541,OC(O)Cc1ccc2c(c1)CC(CNC(O)(O)c1cccnc1)C2
MOL_02_000075,CCCCCCc1cc2ccccc2n1C(O)CCCC(O)O
MOL_02_008276,NCC(CN)C(CN)c1ccc(CO)cc1
MOL_02_008707,Cc1ccc(C(O)(O)N2Cc3ccccc3CC2C(O)NO)cc1
MOL_02_005847,Cc1occc1C(O)N1CCOC2C(OCc3cccnc3)CCC21
MOL_02_009213,Cc1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4CN)CC3)n2)cc1C
MOL_02_005861,NCCCNC(O)CC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3
MOL_02_001532,Cc1ccc2c(c1)c(C1CCN(CCCCCCN3CCNC3O)CC1)cn2-c1ccc(Cl)cc1
MOL_02_000655,CCn1cc(CNC(O)c2cc(COc3ccc(Cl)cc3C)on2)cn1
MOL_02_008074,Cc1cc(C)nc(CCC(O)Nc2ncc3c(n2)CCCC3O)n1
MOL_02_008990,Cc1c(C(O)N(Cc2ccc(N(C)C)cc2)C2CCC(O)(O)C2)oc2ccccc12
MOL_02_001041,CNC1CCC(c2ccc(C)c(C)c2)c2ccc(O)cc21
MOL_02_000808,Cc1cccc(CNC(O)c2ccc(C)c(-n3c(C)nc4cccnc43)c2)c1
MOL_02_003034,OC(NCCc1ccccc1)c1ccc(Cn2c(CCc3ccccc3Cl)nc3cccnc32)cc1
MOL_02_000742,CC(C)Oc1ccccc1N1CCN(CC(O)CC(O)CN2CCCCC2O)CC1
MOL_02_003115,Cc1ccc(C2CN(C(C)C)CC2C(O)N2CCN(c3ccc(C)cc3C(C(C)C)N(C)C)CC2)cc1
MOL_02_004835,Oc1ccc2c(c1)C(Cc1ccccc1)C(O)O2
MOL_01_027303,CN(C)C(=N)Cc1ccc(CC(Nc2ncncc2-c2ccncc2)C(=N)O)cc1
MOL_02_000902,CC1(C)Cc2c(CN)c(OCC(O)c3ccccc3)nc(-c3ccoc3)c2CO1
MOL_01_027971,CCNc1ccccc1CNCc1c(C(=N)N)c(C)n(Cc2ccc(C)cc2)c1C
MOL_02_002906,OC(Cc1ccccc1)NCc1ccc2c(cnn2-c2ccc(Cl)cc2)c1
MOL_02_032223,Oc1cc(CCCC(O)Nc2cccc(N3CCOCC3)c2)nc2cccn12
MOL_02_002822,CCOc1ccc(CCNC(O)c2ccc3ccccc3n2)cc1OCC
MOL_02_004972,COc1cc(C(O)Nc2ccc(C(O)(O)N3CCc4ccccc43)cc2)cc(OC)c1OC
MOL_02_001628,CCCOc1cccc(C(O)Nc2ccc(-c3nc4ccccc4o3)cc2)c1
MOL_02_006687,Cc1ccc(C(O)C2C(O)C(O)N(CCCC(O)O)C2c2ccccc2)cc1
MOL_02_006143,COc1cc(OC)cc(N(CCCNCC(Cl)(Cl)Cl)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1
MOL_02_008209,Cn1c(-c2ccc(C(O)(O)O)o2)nc2c(N)cccc21
MOL_01_028324,NC(N)(N)c1ccc(CCCn2cnc3ccccc32)c(Cl)c1
MOL_02_000140,CCOC(O)C1C(C)NC2CC(c3ccc(C)cc3)CC(O)C2C1c1cc(Cl)ccc1Cl
MOL_02_009460,NCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)c(C(Cl)(Cl)Cl)c3)cn2CC2CCCN2)CC1
MOL_02_001768,NC(O)(O)c1ccc(CCNCc2cccnc2)cc1
MOL_02_005882,COc1ccc(-c2cc3cnc(N)nc3nc2NC(O)NC(C)(C)C)cc1
MOL_02_007451,COc1cccc(CN(C)C(c2ccccc2)c2ccccc2)c1OC
MOL_02_009261,CN(C)c1cccc(NC(O)Cc2nc(O)cc(N3CCOCC3)n2)c1
MOL_02_002734,Cc1ccc(C2CCN(c3ccccc3)N2)cc1
MOL_02_007539,NC(O)CCC(NC(O)C(Cc1ccccc1)NC(O)CNC(O)CNC(O)C(N)Cc1ccccc1)C(O)NCCC(O)O
MOL_02_003398,CC(NNc1ccc(-c2ccccc2)n1-c1ccccc1)c1ccccn1
MOL_02_007890,CCN(CC)C(O)c1ccc(NC(O)C2CCCOC2C)cc1
MOL_02_003305,CN(C)C(O)OC(CCN1CCN(c2ccccc2)CC1)C(O)c1ccc(Cl)cc1
MOL_02_005005,Cc1cccc(-n2c(O)c(CNCc3ccccc3)c3ccccc32)c1
MOL_02_001642,CN(C)CCNC(O)CN1CCCC1O
MOL_02_008230,OC(CC(O)C(O)O)c1ccc(N(O)O)cc1
MOL_02_004433,Cc1ncccc1Oc1ncnc(OC2CC3CC2N(C(O)OC(C)(C)C)C3)c1C
MOL_02_006606,CC(C)COc1ccc(-c2nonc2NC(O)c2ccc(Cl)cc2)cc1
MOL_02_009898,Oc1cc(N2CCOCC2)nc(CC(O)Nc2cccc(N(O)O)c2O)n1
MOL_02_005955,CCOC(O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C
MOL_02_003490,Cc1ccc(O)c(-n2cc(C(O)c3ccc(C(C)C)cc3)nn2)c1
MOL_02_001102,COc1ccc(C(O)COC(O)CNC(O)c2ccccc2)cc1Cl
MOL_02_008412,CC(C)(C)c1cc(NC(O)c2ccc(C(O)O)cc2)cc(C(C)(C)C)c1
MOL_02_003350,Cc1cccc(COc2cccc(C(O)CC(O)C(O)O)c2)c1CN
MOL_02_001777,COc1ccc2c(c1OC)C(Cc1ccc3ccccc3c1)N(C)CC2
MOL_02_001367,Cc1ccc2ccc(C3C(O)c4ccccc4C3O)nc2c1
MOL_02_008262,COc1cc(-c2nc3c(c(C)nn3-c3ccccc3)c3cc(OC)c(OC)cc23)ccc1O
MOL_02_000387,Cc1ccc2c(c1)C(c1ccccc1)NCC1NC(CNCCO)C(O)N21
MOL_02_000473,Cn1ccc(COc2cc3c(cc2Cl)nc(C2CCCCC2C(O)O)n3Cc2ccc(OC(Cl)(Cl)Cl)cc2Cl)n1
MOL_02_005746,Oc1ccc(C2(c3ccc(O)cc3)c3cccc(Cl)c3NC2O)cc1
MOL_02_009416,NCc1cc(NC(O)Cc2nc(O)cc(N3CCOCC3)n2)ccc1Cl
MOL_02_001313,COc1nc(C2NOCC(COc3ccc(Cl)cc3C)N2)ccc1-c1ccnc(C)c1
MOL_02_008303,CC(C)(C)NCC(O)CONC1c2ccccc2C2CCCCC21OCCO
MOL_02_006013,Cc1ccc(C(O)Nc2cc(Cl)c(Cl)c(C3(C)CC(c4c(C)noc4C)CC(N)N3)c2)nc1
MOL_02_004671,Cc1ccc(CC2C(O)CC3(c4cccc(O)c4)CCN(C)C2C3)cc1C
MOL_02_001368,Oc1ccc(NC2CC(CC(O)c3ccc(Cl)cc3)C(O)N2)cc1
MOL_02_005944,Cc1ccc(NC(O)(O)c2ccc(OC(Cl)(Cl)Cl)cc2)c(C(O)c2cccnc2C)c1
MOL_02_004453,CC1CC(O)N(C(C)(C)C)C1(O)c1ccccc1
MOL_02_007185,NCC(O)N1CCC(Nc2nc(N3CCOCC3)nc(-n3c(C(Cl)Cl)nc4ccccc43)n2)CC1
MOL_02_000627,Oc1nc2nccc(Nc3ccc(NC(O)c4ccc(Cl)cc4Cl)cc3)c2c2ccccc12
MOL_02_007331,CCNC1N(c2ccc(CN)c(C(Cl)(Cl)Cl)c2)C(C)N(c2ccc(C)cc2)C1(C)C
MOL_02_005112,CC(C)(C)OC(O)N1CCCC(C(O)Nc2cccc(C(O)NCCCCc3ccccc3)c2)C1
MOL_02_007761,CC(C)CC(c1ccc(C(Cl)(Cl)Cl)nc1)N1CCC(CC(O)O)CC1c1ccc(C(Cl)(Cl)Cl)cc1
MOL_02_007891,CC(COc1ccc(N2CCN(c3ccncc3)CC2)cc1)CC(O)O
MOL_02_000273,Cn1cnc2c(NC3CCCCC3)ncnc21
MOL_02_002231,CN(C1CCN(C(O)c2cccnc2)CC1)C(O)c1cc(Cc2nnc(O)c3c2NCCC3)ccc1Cl
MOL_02_007776,CN(CC1Cc2c(cccc2N2CCN(C3CC3)CC2)CN1)C1CCCc2cccnc21
MOL_02_004266,COc1ccc(CCNC(O)CN2C(O)c3ccccc3C2(O)O)cc1OC
