DrugGEN_MOL_ID,SMILES
CDK2_02_000912,Nc1nccc(-c2cc(N3CCOCC3)ccc2O)n1
CDK2_01_005693,Nc1cccc2c1C(N)c1c(N)cc(CO)cc1C2N
CDK2_02_000670,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C
CDK2_01_001697,CNc1cccc(CCC(N)c2cc(N)nc3ccc(N=C(N)C4CCNCC4)cc23)c1
CDK2_01_004645,NCCON=C(N)c1cc(C(N)N)cc(C(N)N)c1
CDK2_01_004927,COc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cc1OC
CDK2_02_000354,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1
CDK2_01_000123,CCNCC1NC(Cc2ccc(-n3cnc(C)c3)c(OC)c2)C(=O)N1C(CCO)c1ccc(F)cc1
CDK2_01_003882,NCC(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCCNC(N)=O)cc1
CDK2_01_005205,CC(CNc1ccccc1)NC(=O)C(c1ccccc1)C(N)c1cccc(CN)c1
CDK2_01_007082,Cc1nnc(NC(=O)CCS(=O)(=O)c2ccccc2)s1
CDK2_01_005853,Cc1ccc(SCC(N)CC(=O)Nc2nc(C)cc(C)n2)cc1
CDK2_02_000566,Nc1ccc(CC(N)CNc2nnc(-c3ccc4[nH]ncc4c3)s2)c(N)c1
CDK2_01_000912,CNc1ccc2oc3cc(NC)c(CN)cc3c2c1
CDK2_01_004256,Nc1nc2ccccc2c2ccccc12
CDK2_01_008970,CN(c1ccnc(Nc2cccc(NS(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12
CDK2_01_009724,CNc1ccc(CCC(N)CC(O)Cc2cc3[nH]c4ccccc4c3cc2NC)cc1
CDK2_01_003200,Cc1cc(-c2ccccc2)nc2ccccc12
CDK2_01_007934,NC(CC(O)(NC(O)c1ccccc1)C(F)(F)F)c1ccccc1
CDK2_01_000246,O=C(C1CC(=O)N(C2CCCC2)C1)N1CCN(c2ccc(F)cc2)CC1
CDK2_01_003707,CN(C)CCNc1c2ccccc2nc2c1[nH]c1ccccc12
CDK2_01_000436,NS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1
CDK2_02_001177,O=C(Cc1ccccc1)Nc1ncnc2ccc(N3CCCC3O)cc12
CDK2_01_008338,CCNC(N)c1oc(CC(N)c2ccnc(CC)c2)c(C(N)NCC)c1C
CDK2_01_008455,CC(C)(CC(=O)O)Cc1nc2cc(F)ccc2n1Cc1ccc(N)cc1F
CDK2_01_007521,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4cccc(N)c4)c3)cc12
CDK2_01_006338,CNc1nc(OCC(F)(F)F)nc(N2CCOCC2)n1
CDK2_02_000838,Cc1cnc(Nc2ccccc2)nc1-c1ccnc(C(=O)NC(CO)c2ccccc2)c1
CDK2_02_000046,CNc1cc(-c2ccccc2)c2c3c(ccc(O)c13)CC2N
CDK2_02_000447,Nc1cccc(F)c1C(O)c1ccc2nc(N)n(Cc3c(F)cccc3F)c2c1
CDK2_01_008126,CCc1ccc(-c2ccccc2-c2ccccc2)cc1
CDK2_01_009471,COc1ccc(-n2nc(C(N)=O)c3c2C(O)N(c2ccc(C4(CC(N)=O)CC4)cc2)CC3)cc1
CDK2_02_000513,CS(=O)(=O)Cc1ccc(NCC2c3c(ccc4ncsc34)NC2O)cc1
CDK2_02_000610,Nc1nc(NC2CCCCC2)cc(-c2cc(N3CC(O)C(O)C3)ccc2O)n1
CDK2_01_000543,Cc1cccc(N=C(N)N=C(N)N2CCN(C(N)c3ccccn3)CC2)c1
CDK2_01_004989,CNC(N)c1cccc(-c2ccc(CN)c(N)c2)c1
CDK2_01_009276,Nc1cc(CCC(N)NCC(N)Cc2ccccc2)cc2ccccc12
CDK2_01_003557,Nc1ncnc2sc3c(c12)CCCC3
CDK2_01_006640,CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-n5ccnn5)cc4)c3)cc2C1
CDK2_01_000892,Nc1cc(C(F)(F)F)ccc1N1CCN(C(=S)NCc2ccccc2)CC1
CDK2_01_007714,O=C(Cn1cccc1)N1CCN(c2ccc(F)cc2)CC1
CDK2_02_000428,Cc1cc(N)ccc1Nc1ncc(C)c(-c2ccnc(C(=O)NC(CO)c3cccc(N)c3)c2)n1
CDK2_01_009378,O=Nc1ccc2c(c1)nc(O)n2CC(O)Nc1nc2ccc(NO)cc2s1
CDK2_01_006070,CNC1C(N)OC2C(C(N)OCCCCN=C(N)N)C(CN=C(N)N)C(C(N)CO)C(N)C12
CDK2_01_008354,NC(CCc1c[nH]c2ccccc12)OC1CCCCC1C(N)N
CDK2_01_004017,CCCOc1c(C(N)=O)sc(C(N)=O)c1OCCC
CDK2_01_002605,O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1ccccn1
CDK2_01_005902,CC1CCC(C(N)c2ccnc(CNc3ccccc3)c2)C(c2ccccc2)C1
CDK2_02_000045,Nc1nccc(-n2cc(-c3cccnc3N)c3cnccc32)n1
CDK2_01_002806,NC(N)=NC(N)=NCC1NC(c2cc3ccccc3nc2N)C(N)C1N
CDK2_02_000626,COc1ccc(-c2ocnc2C(=O)NCc2ccn3ccnc3c2)cc1N
CDK2_01_008410,Cc1ccc(C=C(N)Oc2ccc(CC3CNC(N)C3)cc2)cc1
CDK2_02_000394,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C
CDK2_01_001719,Cc1cc(N)ccc1-c1nc(NCc2ccccc2)nc2ccsc12
CDK2_01_005865,Nc1c(CCc2cccc3ccccc23)oc2ccccc12
CDK2_02_000573,CC(Cc1ccc(N2CCCCC2O)cc1)C(=O)Nc1cc(C2CC2)[nH]n1
CDK2_01_006775,Cc1ccsc1CN1CCc2nc(N3CCN(c4ccccc4F)CC3)ncc2C1
CDK2_01_007396,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2cnccc2[nH]1
CDK2_02_000472,NC1c2cc(C(O)NCc3ccncc3)ccc2NC1O
CDK2_01_001424,NC(CC1CCc2ccccc2C1)CC1CCC(Cc2ccccc2)CC1N
CDK2_01_002122,COc1cccc(-c2cnc(N)c(-c3nc4cc(N)c(F)cc4[nH]3)c2)c1
CDK2_01_001602,CCc1ccc(Cn2nnc(C(O)Nc3ccc(C)cc3)c2N)cc1
CDK2_01_006514,CC(N)C(O)c1noc2ccccc12
CDK2_01_001758,Cc1ccc(-c2cc(-c3ccc(O)cc3)nc(N3CCN(C)CC3)n2)cc1
CDK2_01_007517,CNc1ccc2c(c1C1CCCC(N)C1Cc1cccc(Nc3ccccc3)c1)NCN2
CDK2_01_000114,NCc1ccc(NCc2ccccc2N)cc1
CDK2_01_004338,CNc1c2cccnc2nc2c(NC)c(NCC(N)C(C)(C)N)ccc12
CDK2_02_000090,COCc1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2nc1O
CDK2_01_005271,CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(C(=O)NC)c2s1
CDK2_01_001329,Cc1ncn(Cc2ccccc2N)c1NC(=O)c1ccccc1
CDK2_01_004200,CC(C)CC(N)N(CC(N)N)CC(N)CCc1ccc(-c2ccc(-c3ccccc3)cc2)cn1
CDK2_01_007705,CC(=O)Nc1ccc(C(=O)N2CCN(Cc3ccccc3NO)CC2)cc1
CDK2_01_006349,NNc1ccccc1Nc1ccccc1NN
CDK2_02_000337,Cc1c(-c2cccs2)n(C2OC(CO)C(O)C2O)c2ncnc(N)c12
CDK2_01_003120,O=C(Cc1ccc(F)cc1)NCc1nc2cccnc2n1Cc1ccc(F)cc1
CDK2_01_005540,CCCCC1(N)CCN(C(N)c2ccc(N=C(N)c3cccc4cccnc34)cc2)CC1
CDK2_01_009529,FC1(F)CCC(Nc2nc(Nc3ccnc(C(F)(F)F)c3)nc(-n3ccc(C(F)(F)F)n3)n2)C1
CDK2_01_002406,CC(C)(C)NCC(=O)Nc1cc(CO)cc(Nc2ccnc3cc(N)ccc23)c1
CDK2_01_008639,Nc1cc(NO)cc(-c2nnc(SCc3ccc(NO)cc3)o2)c1
CDK2_01_003906,CC(N)C1CNc2ccc(C(C)(C)C)cc2N1
CDK2_01_008894,CCc1nc(NC(N)N)nc2ccccc12
CDK2_01_008693,Cc1ccc(-c2ccc3cc4c(cc3c2)CC(C(C)(C)C)C4)cc1
CDK2_01_009764,CC(C)NC(=O)CN1CCN(Cc2nc(C(c3ccccc3)c3ccccc3)no2)CC1
CDK2_01_004114,Nc1ccc(-c2cnc(Nc3ccccc3)n2Cc2ccco2)c(N)c1
CDK2_01_000021,NC(CCC(=O)N(Cc1ccccc1)Cc1ccccc1)CC(O)c1ccc(F)cc1
CDK2_01_000538,Cc1ccc(C2CN(C(Cc3cccc(N)c3)c3ccccc3)C(S)=N2)cc1
CDK2_01_000522,CCCNC(=O)C(N)c1ccc2cc(NC)c(NC)c(NC)c2c1
CDK2_01_001874,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1c(F)cccc1F
CDK2_01_009368,NS(=O)(=O)c1ccc(C2CC3(CC3)CC2c2ccc(OC(F)(F)F)cc2)cc1
CDK2_01_007206,NCc1ccc2ccccc2n1
CDK2_01_007339,Cc1ncc(C)n2nc(CCc3ccc4cc5c(cc4n3)OC(F)(F)O5)nc12
CDK2_01_001496,Cc1cc(C(=O)O)c2cnn(Cc3ccncc3)c2n1
CDK2_01_001652,CN1CCN(CCNc2ccc(C(O)c3nc4ccccc4[nH]3)c(O)c2)CC1
CDK2_01_009282,NNCC(O)c1cc(C2CC(O)C(CO)O2)c(O)nc1O
CDK2_01_004387,CCCCNC(N)c1oc2c(c1C)C(N)CC(c1cc(NC)c(NC)c(NC)c1)C2
CDK2_01_008480,NCc1cc(NNc2cccc3ccccc23)ccc1O
CDK2_01_003899,Cc1ccc2c(C)c3cccc(CC(C)C)c3cc2c1
CDK2_02_000584,CCC(CO)Nc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1
CDK2_01_004457,CC1(C)C(C(N)c2cn(Cc3ccncc3)c3ccccc23)C1(C)C
CDK2_01_003702,Cc1nc(N2CCCC(C(=O)Nc3nc4ccccc4s3)C2)ccc1O
CDK2_02_001284,Nc1nccc(-n2cc(-c3ccncc3)c3cnccc32)n1
CDK2_01_000222,COc1ccc(-c2cccc(N)c2)cc1
CDK2_01_003279,Cc1cc(CCCN=C(N)N)ccc1-c1ccnc(-c2ccc(NC(C)C)c(O)c2)c1
CDK2_01_007332,CNc1cccc(C(N)NCc2ccc(C3CCOCC3NCc3ccc4ccccc4c3)cc2)c1
CDK2_01_003821,O=C(NCC1CCCN1)c1cc(COc2cccc(C(F)(F)F)c2)on1
CDK2_01_004077,Nc1cccc(CC(=O)Nc2nncs2)c1
CDK2_01_005949,Oc1nc(C2COc3ccc(C(O)C4CC4)cc3C2)nc2ccc(-c3cn[nH]c3)cc12
CDK2_01_002759,Cc1nn(Cc2ccccc2)c(N)c1C(=O)N=C(N)N=C(N)Nc1ccccc1C(C)N
CDK2_01_001999,NC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1
CDK2_01_001973,N=C(NCC(N)c1ccccc1)C1COC(CN)O1
CDK2_01_000544,CC(=O)Nc1cccc(-n2nnc(SCC(=O)N(C)c3ccccc3)n2)c1
CDK2_01_002552,CNc1ccc(C(O)CC(OC(C)N)c2ccc(C)cc2)cc1
CDK2_01_005436,Fc1cc(-c2cncnc2)cc(-n2nnc(-c3ccccn3)n2)c1
CDK2_02_001307,NS(=O)(=O)c1ccc(-c2ccc(Cc3sc4nc5ccccc5n4c3O)o2)cc1
CDK2_01_006698,N=C(N)c1ccc(CN2C3CCC2CC(Nc2ccc(Nc4ccc(-c5nccs5)cc4)cc2)C3)cc1
CDK2_01_007818,CCc1c(C)cc(C(C)C)c2c1C(C)C(C)(C)C2C
CDK2_01_000231,NCC1CCCN1C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(N)ccc2OC(F)F)n1
CDK2_01_005458,CCCCCCCc1nc2cc(CCC(N)=O)ccc2n1CCNC
CDK2_01_006484,COc1ccc(NC(=O)c2cc(N(C)Cc3ccc(F)cc3)ncn2)cc1
CDK2_01_009824,Cc1nc(C(=O)NCCC(N)C(=O)O)c(O)c2ccc(Oc3ccccc3)cc12
CDK2_02_000903,CCn1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)c1C
CDK2_01_001128,NC(O)CN(CC(=O)O)CC(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
CDK2_01_000144,CCCc1nc2ccc(NCc3ccc4ccccc4n3)cc2n1-c1ccccc1
CDK2_01_002893,Nc1ccc(CC(O)C(N)C(N)c2coc3ccccc23)cc1N
CDK2_02_001428,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1N
CDK2_01_000319,Nc1ccc(CC(N)c2ccc(C3CCCC3)cc2)c(C(N)N)c1
CDK2_02_000795,Nc1ccc(OCc2nnc3sc(Cc4sc(N)nc4O)nn23)cc1
CDK2_02_001260,CC(Cc1ccc(-n2c(O)ccc2O)cc1)C(=O)Nc1cc(C2CC2)[nH]n1
CDK2_01_000490,Nc1cccc(C2CCC(C(N)c3ccccc3C(N)N)CC2)c1
CDK2_01_002825,O=C(O)c1cn(CC2CCCN(c3nc4ccccc4s3)C2)nn1
CDK2_01_005596,CC1CCN(CC(N)C2CCN(N=C(N)c3ccc4c(c3)CC(C)N4C(C)N)CC2)CC1
CDK2_02_001101,COC1CCC(c2c(N)nc(N)c3c(N)cc(-c4ccncc4)nc23)C(N)C1
CDK2_02_001363,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12
CDK2_01_008611,COC(=O)c1c(N)sc(N)c1-c1ccc(C(C)NC(=O)C2(NC(O)C(F)(F)F)CC2)c(F)c1
CDK2_01_009898,O=C(Nc1ccccc1F)C1CCN(S(=O)(=O)c2cccnc2)CC1
CDK2_01_002951,COc1ccc(CC(=O)Nc2scc(C)c2-c2nnc(C)o2)cc1
CDK2_01_001837,O=C(Nc1ccc(F)cc1)c1ccc2c(c1)Nc1ccccc1NC2O
CDK2_01_003760,CC1CC2Cc3nc4cc(N)ccc4c(NCCCCCCCN)c3C(C1)C2
CDK2_01_004109,Nc1ccc(-c2csc(-n3ncc(C(=O)O)c3C(F)(F)F)n2)s1
CDK2_01_001902,c1ccc(-c2ccc3oc(-c4ccccn4)cc3c2)nc1
CDK2_01_005774,COc1cccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2c[nH]c3ccccc23)c1
CDK2_01_009172,CC(N)c1cc(N)ccc1CC(N)CCc1ccc(N)cc1
CDK2_01_005731,COc1ccc(F)cc1CNCCCNc1ccnc2cc(CC(C)C)ccc12
CDK2_02_001223,COc1cc2ccc(-c3ccnc(Nc4ccc(C)cc4)n3)cn2n1
CDK2_01_008081,Oc1cccc(C(F)(F)F)c1
CDK2_01_001037,Cc1cccc(C(N)N)c1NC1COC(N=C(N)N)C1
CDK2_01_007994,NC(CC1c2ccccc2C2CCCCC21)c1ccc2c(c1)NCN2
CDK2_02_001525,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1
CDK2_01_001586,CCOc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(NC3CCOCC3)c2n1
CDK2_02_000033,NS(=O)(=O)c1ccc(NNc2c(O)cnc3ccc4nonc4c23)cc1
CDK2_01_001537,CCn1c(C(=O)N2CCCC(C(=O)NCCCOC)C2)cc2sccc21
CDK2_01_008644,CCc1cc(C2CC3N=C(N)NCC3N2)c(N)cc1N
CDK2_02_001327,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C
CDK2_01_002730,Cn1cnnc1C1CCCN(C(=O)Cn2cccn2)C1
CDK2_01_008121,Cc1cc(C(N)c2cc3cc(N)ccc3o2)ccc1N
CDK2_01_008443,CC(N)(N=C(N)N)NCC1CSC2C(Nc3ccc(Cc4ccccc4)cc3)=C(N)N2C1
CDK2_01_009159,N=C(N)c1ccc2c(c1)C(N)C(N=C(N)OCc1ccccc1)C2
CDK2_02_001318,CC(C)c1ncnc2c(NCc3ccccc3)nc(NC3CCC(N)CC3)nc12
CDK2_01_004192,CC1CCc2cc(C(C)(C)C)ccc21
CDK2_01_000645,CC(N)C1C(C(N)(N)c2ccc(NCc3ccc(O)cc3)cc2)CCCC1(C)N
CDK2_01_005784,COc1ccc(C(N)Nc2cc(N)c3c(N)c4ccccc4nc3c2)cc1
CDK2_01_006675,Cc1nc(C)n(CC2CCCCN2Cc2cn3ccccc3n2)n1
CDK2_02_001253,CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(CC3SC(N)NC3=O)o2)cc1
CDK2_01_007687,CNc1ccccc1CCC(N)C(N)c1ccc(CC(N)C2CCNCC2)c2ccccc12
CDK2_01_005222,Cc1cc(-c2cc(O)ccc2N)cc2nnc(N)nc12
CDK2_01_003357,N=C(N)NC(=O)c1cnn(-c2ccc3ncccc3c2)c1C1CC1
CDK2_01_009830,Cc1cc(C(=O)O)nn1Cc1cc(N(C)C)cc2sc(N3CCCCC3)nc12
CDK2_01_005982,Nc1ccc(C(=O)N2CCNCC2COc2cccnc2)cc1
CDK2_01_000445,NC(N)=NCCCCNc1ccc(C(N)OC2CCCC2)c(N)c1
CDK2_01_005898,CC(C)CNCc1cccc(-c2cccc(CNCCCN3CCN(C)CC3)c2)c1
CDK2_01_009771,CCC(NC(C)CC(N)O)c1ccc(N)c(C(O)c2cnc(N)cn2)c1F
CDK2_01_005910,Cc1nc(NC(=O)C(N)CCC(=O)Nc2ccccc2)sc1C(C)O
CDK2_01_003546,CC(=O)N1CCN(C(=O)Cn2ccc3c(N)cccc32)CC1
CDK2_01_004123,CNC(N)c1ccccc1OCC(N)C(=O)N=C(N)OCC1CCCN1
CDK2_01_001193,Nc1ccc(Oc2ccc(C(O)(Cn3cncn3)Cn3cncn3)cc2)cc1
CDK2_01_002044,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2Cc2ccccc2-c2nn[nH]n2)c1
CDK2_01_007868,CNc1ccc(-c2ncc(C)c(C3CCc4ccccc4C3)n2)cc1NC
CDK2_01_000052,Nc1ccc(Nc2ccc(NC(=O)O)cc2)cc1
CDK2_01_005720,CCc1ccc(CN2CCC(CNC(N)c3cc(-c4ccccc4N)cs3)C2)cc1
CDK2_01_001427,Cc1ccc(-c2sc3c(CCC(C)C)c(C)ccc3c2C)cc1
CDK2_01_007264,CNCC(O)C(N)CC(O)C(N)C1(C)NCCN1
CDK2_01_007298,CNc1cc(N)c(C(N)CCc2ccccc2)cc1COCCN1CCNCC1
CDK2_01_008367,NC(=O)C1c2ccccc2Oc2ccccc21
CDK2_01_001997,Cn1nc(C(=O)N2CCN(c3ccc(F)cc3)CC2)c2c1-c1ccccc1SC2
CDK2_01_008578,CCC(Nc1ccccc1)C(N)C1CCC(C(O)C(N)c2ccccc2)CC1
CDK2_01_008244,Nc1ccc(-c2cnc(N)n2-c2ccccc2)cc1
CDK2_02_000189,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
CDK2_01_005101,O=C(N1CCN(c2ccccc2)CC1)n1nnc2cccnc21
CDK2_01_000718,COc1ccc2c(C(=O)N(C)CC(=O)O)ccc(F)c2c1C(F)(F)F
CDK2_01_008359,N=C(N)c1cccc(N=C(N)N2CCNCC2)c1
CDK2_01_000799,COc1ccc(-c2cc(C(N)N)on2)cc1
CDK2_01_003671,COc1cc(OC)cc(C(N)=O)c1
CDK2_01_006986,Cc1cccc(N)c1CNc1ccc(-c2sc(C(O)c3c(F)cccc3F)c(N)c2C(N)=O)cc1
CDK2_01_009890,Cc1cc(C)nc(-n2nc(C)cc2NC(=O)c2ccc(F)cc2F)n1
CDK2_02_000636,NC(=O)c1nn(C(c2ccccc2)c2ccccc2)c2[nH]ncc12
CDK2_01_008869,CNc1c(N)cc2nc(-c3ccc(O)cc3)cc(N)c2c1N
CDK2_01_000480,Nc1cccc(Nc2nccc(NCC(O)c3ccccc3C(F)(F)F)n2)c1
CDK2_01_005464,Cc1ccc2c(c1)oc1ccccc12
CDK2_01_005140,CS(=O)(=O)Nc1ccc(C(N)CC(NS(=O)(=O)c2ccc(F)cc2)c2ccco2)cc1
CDK2_01_002021,Cc1ccc(-c2ccccc2CCc2ccccc2)cc1C(C)C
CDK2_01_008459,CN(C)C(=O)N1Cc2ccccc2C(COCc2cccnc2)C1
CDK2_01_007067,Nc1ccc(-c2cc(O)n3ncc(-c4ccccn4)c3n2)cc1N
CDK2_01_009641,CCc1ccc2ccccc2c1CC
CDK2_01_003606,CN(Cc1c[nH]cn1)c1cc(F)cc(F)c1
CDK2_01_000689,CCCC1Cc2cccc(C(C)N)c2C1N
CDK2_01_000370,CCNc1ccccc1-c1cc2oc3ccc(N)cc3c2c2c1N=C(N)OC2N
CDK2_01_005363,Cc1cc(C(=O)O)nc(N2CC3CC(c4cc(F)ccc4C(F)(F)F)CC3C2)n1
CDK2_01_006436,OCC1CN(c2ccnc(Nc3ncc(-c4cccnc4)s3)c2)CCO1
CDK2_01_007501,Oc1ncnc2nccnc12
CDK2_01_008559,Cn1cc(C2C(=O)NC(=O)C2c2cn(CCCSC(N)N)c3ccccc23)c2ccccc21
CDK2_01_006630,Nc1ccc2c(c1N)NC(=O)C(N)C2O
CDK2_01_006241,OCCN1CCN(Cc2cccc(-c3cccc(-c4nc5ccc(F)cc5[nH]4)c3)c2)CC1
CDK2_01_004459,CNc1ccc(CC(O)C(N)C(N)c2ccc(C)cc2N)cc1
CDK2_01_003799,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(c1)CCN2Cc1cc(N)c(N)cc1C(=O)O
CDK2_01_005916,CNc1cc2c(cc1NC)-c1cc(CC(N)N)c(N)cc1C2
CDK2_01_007043,COc1cc2c(cc1OC(=O)NCCN(C)C)-c1[nH]nc(-c3ccc(-c4ccc(O)cc4)cc3)c1C2
CDK2_02_000183,Cc1cnn2cccnc12
CDK2_02_000755,CS(=O)(=O)c1ccc2c(c1)C(N)C(=O)N2
CDK2_01_009154,CNc1cc(C(N)CNCC(N)Cc2cccc3occc23)cc(NC)c1NC
CDK2_01_001013,CCOc1nccnc1NS(=O)(=O)c1ccc(NC(=O)CCc2ccc(NO)s2)cc1
CDK2_01_001658,COc1cc(C)ccc1Oc1nc(C)ccc1N=C(N)NCc1ccccn1
CDK2_01_002352,Cc1ccc(C2c3[nH]c4cc(O)ccc4c3CCC2C(N)CCc2ccccc2)cc1
CDK2_01_004198,NCc1ccc(Cc2ccccc2)o1
CDK2_01_008095,CCOc1cnc(C(=O)Nc2cccc(C3(C)CC(=O)N(C)C(C)=C(N)N3)c2)cn1
CDK2_02_000791,Cc1cccc(CC(=O)Nc2ncnc3ccc(N4CCCC4C(=O)O)cc23)c1
CDK2_01_006629,Cc1nc(SCc2ccccc2)c2ccsc2n1
CDK2_01_008001,Nc1ccc2c(c1)N(CCCN1CCSCC1)c1ccccc1S2
CDK2_01_009467,NC(CCOC(N)c1ccccn1)c1ccco1
CDK2_01_007338,Cc1cc(O)nc(-n2nc(C)cc2NC(=O)c2cccc(C(F)(F)F)c2)n1
CDK2_01_008368,NC(CCCCC1CCNCC1)c1ccccc1
CDK2_02_000475,CC(=O)Nc1[nH]nnc1-c1nc2ccccc2[nH]1
CDK2_01_000619,COc1ccc(NCC2CCN(Cc3ccccc3)CC2)cc1
CDK2_01_002049,Cc1c(C(N)=O)nc(-c2ccc(N)cc2N)n1-c1ccc(OCCC(F)(F)F)cc1
CDK2_01_008518,CCc1nn(-c2c(N)cc(N)cc2N)c2c1C(OC)NC(C)N2
CDK2_01_000531,N=C(c1ccnc(Oc2cccc3c2CCCC3)c1)N1CCN(c2ccc(F)cc2)CC1
CDK2_01_004676,Nc1ccc(C(c2ccccc2)N2CCN(CCCNC(=O)c3ccncc3)CC2)cc1
CDK2_01_003562,CCNc1ccc(CC(N)Cc2cc(C(N)c3ccc(C)c(C)c3)c(N)c3cc(O)ccc23)cc1
CDK2_01_003758,CC1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc(NO)nc2O1
CDK2_02_000592,NC(=O)c1[nH]nc2c1CCc1ccccc1-2
CDK2_01_002937,OCC1OC(Oc2ccc(-c3ccc(-c4nn[nH]n4)cc3)cc2)C(O)C(O)C1O
CDK2_01_008640,NC(Cn1cc(C(N)C2CC2)c2ccccc21)OC1CCCC1
CDK2_02_000318,CCCCNS(=O)(=O)c1ccc(-n2nc(C(=O)NC)c3c2-c2c[nH]nc2CC3)cc1
CDK2_01_000886,OC1c2cc(OC(F)(F)F)ccc2N(Cc2ccc(-c3cccnc3)cn2)C1O
CDK2_01_008820,Nc1ccc(CC(Cc2cn(C3CCCC3)cn2)C(=O)O)cn1
CDK2_01_006318,NC(N)=NCCCC(N=C(N)NCc1ccccc1)c1nc(N)c2sccc2n1
CDK2_01_001852,Oc1cc(C(F)(F)F)nc(NCc2ccccc2)n1
CDK2_01_008285,CNc1ccc(C2CCC(CC(N)CNc3ccc(CN)cc3)CC2)cc1
CDK2_01_004239,N=C(c1cccc2nc3ccccc3nc12)N1CCNCC1
CDK2_01_005143,Cn1cc(CC(C(N)=O)C(N)c2cccnc2)c2c(OCc3ccccc3)cccc21
CDK2_02_001357,CSc1ccc(CC(=O)Nc2ncnc3ccc(N4CCCC4C(=O)O)cc23)cc1
CDK2_01_004304,Cn1ncc2c(N3CCCCC3)nc(NCCCO)nc21
CDK2_02_000934,CC(C)c1ncnc2c(NCc3ccc(-c4ccccn4)cc3)nc(SCCN)nc12
CDK2_01_006023,CCc1c(O)nc(SCC(O)c2ccc(OC)cc2)nc1Cc1c(N)cccc1N
CDK2_01_009603,CN(C)CCOc1cc(-c2ccnnc2)ccc1NC(=O)C1COc2ccc(N)cc2C1
CDK2_01_008464,Cc1ccc(OC(N)c2ccccn2)c(OC(N)C2CCCN2)c1
CDK2_01_007488,N=C(N)Oc1cc(OCC(N)CCc2ccccc2)ccc1N
CDK2_02_001340,CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)C3CCCC3)cc2)ncc1C(F)(F)F
CDK2_01_002040,COCCNC(=O)c1ccnc(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1
CDK2_02_000140,NC(=O)Nc1cccc2c1C(O)c1cc(-c3ccc(C(=O)N4CCNCC4)s3)nnc1-2
CDK2_02_000079,Cc1cccc(C(CO)NC(=O)c2ccc(-c3c(Nc4ccccc4)noc3C)cn2)c1
CDK2_01_004787,O=C(O)Cc1sc(C(c2ccc(F)cc2)c2ccc(F)cc2)nc1-c1cccnn1
CDK2_01_004948,CC(C)OC(=O)C(C)NC(=O)C(O)(COC1COC(n2cnc3c(O)nc(N)nc32)C1)NC(C)C(=O)OC(C)C
CDK2_01_004021,NC(=O)c1ccc(N)c(S(N)(=O)=O)c1
CDK2_01_000105,Cc1cnc(N2CCSCC2)c(Cn2cc(CO)nn2)c1
CDK2_01_007602,CCc1cccc(C2Cc3ccccc3C(C)C2)c1
CDK2_01_006336,CCc1c(O)ccc2c1CCC(NCc1cnn(C)c1)C2
CDK2_02_001536,CNc1ccc2[nH]c(N)c(C#N)c2c1
CDK2_01_000877,COc1cc(C(=O)Nc2ccccc2-c2cn3c(CN4CCNCC4)csc3n2)cc(OC)c1OC
CDK2_02_001145,O=C(NCCCNc1c(F)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12)C1CCC1
